tab 	er_ages
age	age_description	age_sigma	er_citation_names	er_expedition_name	er_location_name	er_timescale_citation_names	magic_method_codes	tiepoint_height	tiepoint_height_sigma	tiepoint_name	tiepoint_type
2.475	5H-2, 131 to 6H-6, 16 ; Depth scale in mbsf.	0.01	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	46.09	7.08	Thalassiosira insigna LO	Diatom event
2.54	5H-2, 131 to 6H-6, 16 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	46.09	7.08	Thalassiosira inura LO	Diatom event
2.581	5H-4, 15 to 5H-4, 25 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	40.9	0.05	C2An.1n (y)	magnetic reversal boundary
2.6	5H-CC to 11H-CC ; Depth scale in mbsf.	0.07	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	71.76	30.21	Cycladophora davisiana FO	Radiolarian event
3.032	7H-3, 75 to 7H-3, 80 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	58.98	0.02	C2An.1n (o)	magnetic reversal boundary
3.15	7H-5, 114 to 8H-6, 80 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	67.67	5.33	Thalassiosira vulnifica FO	Diatom event
3.25	7H-5, 114 to 8H-6, 80 ; Depth scale in mbsf.	0.13	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	67.67	5.33	Thalassiosira insigna FO	Diatom event
4.06	11H-CC to 12H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	107.29	5.32	Fragilariopsis interfrigidaria FO	Diatom event
4.187	11H-2-45 to 11H-2, 95 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	95.4	0.25	C3n.1n (y)	magnetic reversal boundary
4.2	5H-CC to 11H-CC ; Depth scale in mbsf.	0.12	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	71.76	30.21	Eucyrtidium pseudoninflatum LO	Radiolarian event
4.3	11H-3, 135 to 11H-3, 140 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	97.58	0.02	C3n.1n (o)	magnetic reversal boundary
4.4	11H-CC to 12H-CC ; Depth scale in mbsf.	0.045	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	107.29	5.32	Fragilariopsis barronii FO	Diatom event
4.493	12H-7, 35 to 12H-7, 55 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	112.09	0.07	C3n.2n (y)	magnetic reversal boundary
4.631	13H-3, 115 to 13H-3, 120 ; Depth scale in mbsf.	0.03	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	116.38	0.03	C3n.2n (o)	magnetic reversal boundary
4.799	13H-6, 80 to 14H-2, 85 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	122.28	1.78	C3n.3n (y)	magnetic reversal boundary
4.896	14H-4, 140 to 15H-1, 50 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	129.65	2.05	C3n.3n (o)	magnetic reversal boundary
4.997	16H-1, 130 to 16H-1, 145 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	142.1	0.05	C3n.4n (y)	magnetic reversal boundary
5	18H-CC to 20H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	178.67	9.43	TC Lychnocanium grande LCO	Radiolarian event
5.235	16H-4, 85 to 17H-1, 35 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	148.3	2.25	C3n.4n (o)	magnetic reversal boundary
6.033	20H-4, 20 to 20H-4, 30 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	183.45	0.05	C3An.1n (y)	magnetic reversal boundary
6.2	18H-CC to 20H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	178.67	9.43	Amphymenium challengerae LO	Radiolarian event
6.252	20H-6, 45 to 21H-1, 35 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	187.6	0.95	C3An.1n (o)	magnetic reversal boundary
6.436	21H-4, 135 to 21H-4, 140 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	194.08	0.02	C3An.2n (y)	magnetic reversal boundary
6.733	22H-5, 30 to 22H-5, 35 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-PMAG-POL	204.06	0.03	C3An.2n (o)	magnetic reversal boundary
6.8	21H-CC to 22H-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	202.91	4.78	Amphymenium challengerae FO	Radiolarian event
7.8	22H-CC to 23H-CC ; Depth scale in mbsf.	0.055	This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	208.29	0.61	Acrosphaera? labrata FO	Radiolarian event
8.525	23H-CC to 24X-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	209.75	0.71	Thalassiosira oliverana var. sparsa FO	Diatom event
8.625	23H-CC to 25X-4, 58 ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	213.91	4.87	LAO Denticulopsis simonsenii LAO	Diatom event
9.1	23H-CC to 25X-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	216.13	7.23	Cycladophora spongothrax LO	Radiolarian event
10.4	28X-CC to 28X-CC ; Depth scale in mbsf.		This study	318	U1359B	Gradstein et al. 2004 : This study	GM-FOSSIL	243.11	0	Acrosphaera australis FO	Radiolarian event
0.535	1H-1, 40 to 1H-1, 130 ; Depth scale in mbsf.	0.035	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	0.85	0.45	Actinocyclus ingens LO	Diatom event
1.24	1H-5, 10 to 5H-1-35 ; Depth scale in mbsf.	0.05	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	21.08	14.98	Fragilariopsis barronii LO	Diatom event
1.495	1H-5, 10 to 5H-1-35 ; Depth scale in mbsf.	0.015	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	21.08	14.98	Rouxia antarctica LO	Diatom event
2.17	1H-5, 10 to 5H-4-15 ; Depth scale in mbsf.	0.015	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	23.23	17.13	Thalassiosira vulnifica LO	Diatom event
2.195	5H-1-35 to 5H-2, 140 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	37.33	1.28	Fragilariopsis kerguelensis LO	Diatom event
2.425	5H-1-35 to 5H-5, 122 ; Depth scale in mbsf.	0.025	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	39.49	3.44	Fragilariopsis interfrigidaria LO	Diatom event
2.475	5H-1-35 to 5H-5, 122 ; Depth scale in mbsf.	0.01	This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	39.49	3.44	Thalassiosira insigna LO	Diatom event
2.54	5H-1-35 to 5H-4, 15 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	38.2	2.15	Thalassiosira inura LO	Diatom event
2.581	5H-2-75 to 5H-2-80 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	37.98	0.02	C2An.1n (y)	magnetic reversal boundary
3.032	7H-1, 20 to 7H-1, 30 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	54.95	0.05	C2An.1n (o)	magnetic reversal boundary
2.62	5H-1-35 to 5H-5, 122 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-FOSSIL	39.49	3.44	Rouxia diploneides LO	Diatom event
3.116	7H-2, 95 to 7H-2, 100 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	57.18	0.03	C2An.2n (y)	magnetic reversal boundary
4.799	13H-5, 35 to 13H-5, 40 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	115.08	0.02	C3n.3n (y)	magnetic reversal boundary
4.997	15H-2, 110 to 15H-2, 115 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	133.33	0.02	C3n.4n (y)	magnetic reversal boundary
5.235	16H-3, 30 to 16H-3, 35 ; Depth scale in mbsf.		This study	318	U1359C	Gradstein et al. 2004 : This study	GM-PMAG-POL	143.53	0.03	C3n.4n (o)	magnetic reversal boundary
4.2	2R-CC to 2R-CC ; Depth scale in mbsf.	0.12	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	159.95	0	Eucyrtidium pseudoninflatum LO	Radiolarian event
4.74	2R-CC to 3R-CC ; Depth scale in mbsf.	0.075	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	165.54	5.59	Thalassiosira inura FO	Diatom event
4.875	5R-CC to 6R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	198.74	10.67	Shionodiscus oestrupii FO	Diatom event
5	3R-CC to 4R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	175.56	4.44	TC Lychnocanium grande LCO	Radiolarian event
6.033	4R-5, 105 to 4R-5, 110 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	178.38	0.03	C3An.1n (y)	magnetic reversal boundary
6.252	5R-1, 95 to 5R-1, 115 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	181.95	0.1	C3An.1n (o)	magnetic reversal boundary
6.436	6R-1, 20 to 6R-1, 40 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	190.8	0.1	C3An.2n (y)	magnetic reversal boundary
6.733	6R-5, 85 to 6R-6, 120 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	198.28	0.92	C3An.2n (o)	magnetic reversal boundary
7.285	7R-3, 90 to 7R-3, 90 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	204	0	C3Br.1n (o)	magnetic reversal boundary
7.695	8R-2, 140 to 8R-3, 10 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	212.7	0.1	C4n.2n (y)	magnetic reversal boundary
9.098	10R-3, 58 to 10R-4, 43 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	233.16	0.68	C4An (o)	magnetic reversal boundary
9.1	7R-CC to 8R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	213.02	3.62	Cycladophora spongothrax LO	Radiolarian event
9.64	17R-CC to 23R-CC ; Depth scale in mbsf.	0.525	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	329.57	28.58	Denticulopsis ovata LO	Diatom event
9.987	16R-4, 30 to 16R-4, 35 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	291.13	0.02	C5n.2n (y)	magnetic reversal boundary
10.245	22R-CC to 23R-CC ; Depth scale in mbsf.	0.53	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	353.54	4.6	Denticulopsis dimorpha var. areolata LO	Diatom event
10.275	23R-CC to 24R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	365	6.86	Denticulopsis dimorpha LO	Diatom event
10.31	32R-CC to 33R-CC ; Depth scale in mbsf.	0.45	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	451.8	5.44	Denticulopsis dimorpha var. areolata FO	Diatom event
10.4	17R-CC to 20R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	316.18	15.19	Acrosphaera australis FO	Radiolarian event
10.46	42R-CC to 42R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	539.42	0	Eucampia antarctica FO	Diatom event
10.5	22R-CC to 25R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	361.53	12.59	Eucyritidiu pseudoinflatum FO	Radiolarian event
10.6	23R-CC to 25R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	366.13	7.99	Cycladophora humeurus LO	Radiolarian event
10.8	23R-CC to 25R-CC ; Depth scale in mbsf.	0.01	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	366.13	7.99	Actinomma golowini LO	Radiolarian event
11.04	24R-4, 135 to 24R-4, 140 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	368.68	0.03	C5n.2n (o)	magnetic reversal boundary
11.09	31R-CC to 32R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	438.7	7.66	Denticulopsis ovata FO	Diatom event
11.72	30R-CC to 31R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	427.56	3.48	Nitzschia denticuloides FO	Diatom event
12.5	43R-CC to 44R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	553.76	4.66	Denticulopsis dimorpha s.l. FO	Diatom event
12.56	37R-CC to 38R-CC ; Depth scale in mbsf.	0.05	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	496.05	4.03	Actinocyclus ingens var. nodus LO	Diatom event
12.6	25R-CC to 35R-CC ; Depth scale in mbsf.	0.055	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	424.51	50.4	Cycladophoa spongothrax FO	Radiolarian event
12.62	40R-CC to 40R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	520.6	0	Crucidenticula nicobarica LO	Diatom event
12.675	36R-CC to 37R-CC ; Depth scale in mbsf.	0.16	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	486.7	5.32	Fragilariopsis claviceps FO	Diatom event
12.8	40R-CC to 40R-CC ; Depth scale in mbsf.	0.115	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	520.6	0	Desmospyris megarocephalis FO	Radiolarian event
13.183	47R-2, 110 to 47R-2, 120 ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-PMAG-POL	585.65	0.05	C5AAn (o)	magnetic reversal boundary
12.97	43R-CC to 46R-CC ; Depth scale in mbsf.	0.005	This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	562.77	13.68	Denticulopsis praedimorpha s.l. FO	Diatom event
13.485	46R-CC to 46R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	576.45	0	Nitzschia denticuloides FO	Diatom event
14.155	46R-CC to 46R-CC ; Depth scale in mbsf.		This study	318	U1359D	Gradstein et al. 2004 : This study	GM-FOSSIL	576.45	0	Denticulopsis simonsenii FO	Diatom event
0.781	1H-6, 60 to 2H-4, 114 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	11.22	3.12	C1n (o)	magnetic reversal boundary
0.535	1H-CC to 2H-CC ; Depth scale in mbsf.	0.035	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	14.04	5.01	Actinocyclus ingens LO	Diatom event
0.988	2H-6, 118 to 2H-6, 145 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	17.82	0.13	C1r.1n (y)	magnetic reversal boundary
0.89	1H-CC to 3H-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	18.65	9.62	Thalassiosira fasciculata LO	Diatom event
1.072	3H-2, 80 to 3H-2, 107 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	20.94	0.14	C1r.1n (o)	magnetic reversal boundary
0.6	1H-CC to 4H-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	22.78	13.75	Antarctissa cylindrica LO	Radiolarian event
0.675	2H-CC to 3H-CC ; Depth scale in mbsf.	0.035	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	23.65	4.61	Thalassiosira elliptipora LO	Diatom event
1.24	2H-CC to 3H-CC ; Depth scale in mbsf.	0.05	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	23.65	4.61	Fragilariopsis barronii LO	Diatom event
1.41	2H-CC to 3H-CC ; Depth scale in mbsf.	0.04	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	23.65	4.61	Fragilariopsis separanda FO	Diatom event
1.495	2H-CC to 3H-CC ; Depth scale in mbsf.	0.015	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	23.65	4.61	Rouxia antarctica LO	Diatom event
2.195	3H-CC to 4H-CC ; Depth scale in mbsf.	0.015	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	32.13	4.07	Fragilariopsis kerguelensis FO	Diatom event
1.778	4H-3, 130 to 4H-3, 135 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	32.33	0.03	C2n (y)	magnetic reversal boundary
1.945	4H-5, 85 to 4H-5, 85 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	34.85	0	C2n (o)	magnetic reversal boundary
1.695	4H-CC to 5H-CC ; Depth scale in mbsf.	0.035	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	41.67	5.48	Fragilariopsis obliquecostata FO	Diatom event
2.03	4H-CC to 5H-CC ; Depth scale in mbsf.	0.03	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	41.67	5.48	Thalassiosira elliptipora FO	Diatom event
2.3	4H-CC to 6H-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	46.63	10.1	Helotholus veme LO	Radiolarian event
2.581	6H-2, 120 to 6H-2, 125 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	49.73	0.02	C2An.1n (y)	magnetic reversal boundary
2.475	5H-CC to 6H-CC ; Depth scale in mbsf.	0.025	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	52.07	4.65	Thalassiosira insigna LO	Diatom event
2.54	5H-CC to 6H-CC ; Depth scale in mbsf.	0.01	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	52.07	4.65	Thalassiosira inura LO	Diatom event
3.15	7H-6, 102 to 7H-CC ; Depth scale in mbsf.	0.03	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	65.59	0.57	Thalassiosira vulnifica FO	Diatom event
3.25	7H-6, 52 to 7H-CC ; Depth scale in mbsf.	0.11	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	65.34	0.82	Thalassiosira insigna FO	Diatom event
2.49	6H-CC to 7H-6, 4 ; Depth scale in mbsf.	0.04	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	60.38	3.66	Fragilariopsis weaveri LO	Diatom event
3.032	7H-6, 55 to 7H-6, 60 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	64.58	0.02	C2An.1n (o)	magnetic reversal boundary
3.116	8H-1, 70 to 8H-1, 70 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	66.7	0	C2An.2n (y)	magnetic reversal boundary
3.53	8H-5, 52 to 8H-CC ; Depth scale in mbsf.	0.02	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	73.83	1.29	Fragilariopsis weaveri FO	Diatom event
3.207	8H-4, 115 to 8H-4, 120 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	71.7	0.02	C2An.2n (o)	magnetic reversal boundary
3.33	8H-6, 100 to 9H-1, 40 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	75.21	0.69	C2An.3n (y)	magnetic reversal boundary
3.596	9H-2, 45 to 9H-2, 50 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	77.48	0.02	C2An.3n (o)	magnetic reversal boundary
4.2	10H-CC to 11H-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	99.63	4.64	Eucyrtidium pseudoninflatum LO	Radiolarian event
4.2	11H-CC to 12H-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	107.6	3.5	Helotholus veme FO	Radiolarian event
4.187	11H-3, 82 to 11H-4, 99 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	99.16	0.84	C3n.1n (y)	magnetic reversal boundary
4.4	11H-CC to 12H-CC ; Depth scale in mbsf.	0.12	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	107.6	3.5	Fragilariopsis barronii FO	Diatom event
4.631	12H-6, 40 to 12H-6, 40 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	109.68	0	C3n.2n (o)	magnetic reversal boundary
4.875	12H-CC to 13H-CC ; Depth scale in mbsf.	0.075	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	116.72	5.62	†Shionodiscus oestrupii FO	Diatom event
4.997	13H-5, 80 to 13H-5, 85 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	120.33	0.02	C3n.4n (y)	magnetic reversal boundary
5.235	14H-1, 65 to 14H-1, 70 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	123.68	0.03	C3n.4n (o)	magnetic reversal boundary
4.74	14H-CC to 15X-CC ; Depth scale in mbsf.	0.03	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	137.07	4.66	Thalassiosira inura FO	Diatom event
5	12H-CC to 18X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	139.21	27.89	Lychnocanium grande LCO	Radiolarian event
6.033	16H-2, 30 to 16H-2, 35 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	143.83	0.02	C3An.1n (y)	magnetic reversal boundary
6.252	17X-2, 80 to 17X-2, 80 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	153.8	0	C3An.1n (o)	magnetic reversal boundary
6.436	18X-3, 89 to 18X-4, 89 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	162.84	0.75	C3An.2n (y)	magnetic reversal boundary
5.91	17H-CC to 18X-CC ; Depth scale in mbsf.	1.01	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	163.72	3.38	Thalassiosira miocenica LO	Diatom event
5.98	17H-CC to 18X-CC ; Depth scale in mbsf.	0.88	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	163.72	3.38	Fragilariopsis donahuensis LO	Diatom event
6.733	18X-5, 89 to 20X-1, 37 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	171.43	6.34	C3An.2n (o)	magnetic reversal boundary
7.29	18X-CC to 20X-CC ; Depth scale in mbsf.	1.04	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	175.57	8.62	Thalassiosira miocenica FO	Diatom event
6.85	18X-CC to 20X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	175.76	8.66	Thalassiosira mahoodii LO	Diatom event
7.8	20X-CC to 22X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	194.6	10.42	Acrosphaera? labrata FO	Radiolarian event
6.175	22X-CC to 23X-CC ; Depth scale in mbsf.	1.035	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	210.34	5.32	Thalassiosira oliverana FO	Diatom event
8.625	22X-CC to 23X-CC ; Depth scale in mbsf.	0.055	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	210.56	5.35	Denticulopsis simonsenii LAO	Diatom event
7.23	23X-CC to 24X-CC ; Depth scale in mbsf.	0.8	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	217.24	1.58	Thalassiosira torokina FO	Diatom event
9.1	23X-CC to 25X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	225.36	9.46	Cycladophora spongothrax LO	Radiolarian event
8.769	25X-5, 60 to 25X-6, 60 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	232.75	0.75	C4An (y)	magnetic reversal boundary
8.47	27X-CC to 28X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	258.27	5.38	Thalassiosira mahoodii FO	Diatom event
10.4	30X-1 to 31X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	278.2	4.8	Acrosphaera australis FO	Radiolarian event
10.5	31X-CC to 31X-CC ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	283.05	0.04	Eucyritidium pseudoinflatum FO	Radiolarian event
9.64	31X-CC to 32X-CC ; Depth scale in mbsf.	1.07	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	292.6	9.51	Denticulopsis ovata LO	Diatom event
11.04	34X-2, 138 to 34X-4, 35 ; Depth scale in mbsf.		This study	318	U1361A	Gradstein et al. 2004 : This study	GM-PMAG-POL	315.47	0.99	C5n.2n (o)	magnetic reversal boundary
10.775	33X-CC to 34X-CC ; Depth scale in mbsf.	0.195	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	316.12	4.64	Denticulopsis dimorpha s.l. LAO	Diatom event
10.245	33X-CC to 34X-CC ; Depth scale in mbsf.	0.525	This study	318	U1361A	Gradstein et al. 2004 : This study	GM-FOSSIL	316.38	4.69	Denticulopsis dimorpha var. areolata LO	Diatom event
