tab 	measurements																		
citations	dir_csd	dir_dec	dir_inc	experiment	location	magn_moment	meas_temp	measurement	method_codes	quality	sample	site	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.7	160.8	26.4	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001016	273	951	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	473
This study	1.4	160.1	26.9	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001018	273	952	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	373
This study	0.7	159.6	27.8	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001022	273	953	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	473
This study	1.1	159.6	26.5	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001003	273	954	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	523
This study	0.7	159.4	28.4	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001012	273	955	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	523
This study	1	158.8	26.5	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.75E-05	273	956	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	573
This study	0.6	159	27.7	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.85E-05	273	957	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	473
This study	1.8	159.9	29.2	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.93E-05	273	958	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	573
This study	0.7	161.7	26.7	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.47E-05	273	959	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	623
This study	0.6	158.4	30.4	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.74E-05	273	960	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	623
This study	0.5	159.5	26.8	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	8.98E-05	273	961	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	673
This study	1.3	160.2	29.5	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.24E-05	273	962	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	573
This study	0.5	159.3	32.9	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.44E-05	273	963	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	673
This study	0.9	159.8	27.1	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	8.19E-05	273	964	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	723
This study	1.1	160.1	39.3	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.31E-05	273	965	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	723
This study	0.7	160.6	27.3	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	6.94E-05	273	966	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	773
This study	1.1	160.3	35.4	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	7.56E-05	273	967	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	673
This study	0.6	160.4	47.1	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	8.79E-05	273	968	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	773
This study	0.6	159.2	27.8	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	5.28E-05	273	969	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	798
This study	1.2	158.4	60.4	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	9.17E-05	273	970	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	798
This study	1	159.6	28.3	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.76E-05	273	971	LT-T-Z : DE-VM : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	0	0	0	823
This study	0.9	159	61.9	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	5.23E-05	273	972	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	773
This study	1	156.9	77.3	sr01c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	0.0001055	273	973	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01c	sr01	sr01c2	u	0	4.00E-05	0	90	823
This study	1.3	186.8	38.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.53E-05	273	974	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	273
This study	1	186.6	38.6	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.49E-05	273	975	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	373
This study	0.5	186.9	39.3	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.50E-05	273	976	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	373
This study	1.2	187.4	38.7	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.45E-05	273	977	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	423
This study	1.4	187.5	39.9	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.49E-05	273	978	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	423
This study	0.4	187.9	38.6	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.41E-05	273	979	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	473
This study	0.6	188.2	39.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.44E-05	273	980	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	373
This study	0.4	187.6	40.7	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.48E-05	273	981	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	473
This study	0.2	187.5	38.7	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.36E-05	273	982	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	523
This study	0.5	187.7	41.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.44E-05	273	983	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	523
This study	0.3	188.1	38.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.28E-05	273	984	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	573
This study	0.2	188.3	40.5	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.33E-05	273	985	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	473
This study	0.4	187.9	42.2	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.37E-05	273	986	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	573
This study	0.5	188.4	39	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.17E-05	273	987	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	623
This study	0.7	187.9	43.1	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.28E-05	273	988	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	623
This study	0.7	188.3	38.9	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.03E-05	273	989	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	673
This study	0.7	188.2	42.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.13E-05	273	990	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	573
This study	0.6	188.7	45.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.22E-05	273	991	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	673
This study	1.3	188.2	39.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.70E-05	273	992	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	723
This study	1.6	190.5	54.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.20E-05	273	993	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	723
This study	0.5	188	39.2	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.33E-05	273	994	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	773
This study	0.3	188.1	49.6	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.61E-05	273	995	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	673
This study	0.6	187.3	62.1	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.11E-05	273	996	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	773
This study	0.3	187.6	39.5	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.02E-05	273	997	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	798
This study	0.4	186.3	71.3	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.28E-05	273	998	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	798
This study	0.5	187.1	39.5	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	5.13E-06	273	999	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	823
This study	0.5	186	75.2	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.53E-05	273	1000	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	773
This study	0.4	182.2	81.9	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.55E-05	273	1001	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	823
This study	0.9	188.2	40.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.39E-06	273	1002	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	848
This study	0.4	189.4	86.4	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.82E-05	273	1003	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	848
This study	0.6	187.1	44.2	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	1.20E-06	273	1004	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	0	0	0	873
This study	0.5	180.7	87.8	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.57E-05	273	1005	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	823
This study	0.4	170.5	88.1	sr01d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	Snake River	2.74E-05	273	1006	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	g	sr01d	sr01	sr01d1	u	0	4.00E-05	0	90	873
