tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
cromwell	This study		0.3	174.9	27.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000373	4	273	9	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-11T22:58:00Z	0	0.00004	0	90	623
cromwell	This study		0.2	175.6	21.3	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000318	4	273	10	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-12T04:41:00Z	0	0.00004	0	90	673
cromwell	This study		0.2	174.7	33.7	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000354	4	273	11	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-12T17:54:00Z	0	0	0	90	673
cromwell	This study		0.2	174.3	34.5	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000336	4	273	12	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-12T20:11:00Z	0	0	0	90	698
cromwell	This study		0.2	176.2	26	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000299	4	273	13	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-12T22:24:00Z	0	0.00004	0	90	623
cromwell	This study		0.3	176.9	19.2	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000276	4	273	14	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-13T06:23:00Z	0	0.00004	0	90	698
cromwell	This study		0.2	176	33.8	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000032	4	273	15	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-13T15:49:00Z	0	0	0	90	698
cromwell	This study		0.3	175.6	11.2	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000246	4	273	16	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-13T18:37:00Z	0	0.00004	0	90	723
cromwell	This study		0.3	176.9	32.9	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000287	4	273	17	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-14T05:26:00Z	0	0	0	90	723
cromwell	This study		0.3	176.5	34	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000264	4	273	18	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-14T07:37:00Z	0	0	0	90	748
cromwell	This study		0.3	175.7	13.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000215	4	273	19	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-17T17:12:00Z	0	0.00004	0	90	698
cromwell	This study		0.3	175.6	2.5	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000201	4	273	20	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-17T19:36:00Z	0	0.00004	0	90	748
cromwell	This study		0.3	174.8	-15.7	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000177	4	273	21	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-18T05:08:00Z	0	0.00004	0	90	773
cromwell	This study		0.2	174.2	30.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000196	4	273	22	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-18T07:27:00Z	0	0	0	90	773
cromwell	This study		0.2	174.7	33.6	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000165	4	273	23	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-18T15:56:00Z	0	0	0	90	793
cromwell	This study		0.3	175.1	-15.1	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000135	4	273	24	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-18T18:13:00Z	0	0.00004	0	90	748
cromwell	This study		0.3	174.9	-44.2	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000017	4	273	25	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-19T03:17:00Z	0	0.00004	0	90	793
cromwell	This study	average of multiple measurements	0.4	176.1	-73.5	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000283	4	273	26	LT-T-I:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-19T05:21:00Z	0	0.00004	0	90	813
cromwell	This study		0.3	174.7	21.6	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000838	4	273	27	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-19T07:35:00Z	0	0	0	90	813
cromwell	This study		0.3	174.7	31.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000045	4	273	28	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-19T19:03:00Z	0	0	0	90	833
cromwell	This study		0.2	175	-82	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000207	4	273	29	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-19T21:10:00Z	0	0.00004	0	90	793
cromwell	This study		0.2	179	-87	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000459	4	273	30	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-21T18:05:00Z	0	0.00004	0	90	833
cromwell	This study		0.2	178.4	-88.1	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000484	4	273	31	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-21T20:29:00Z	0	0.00004	0	90	843
cromwell	This study		0.3	175.1	12.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000252	4	273	32	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-24T04:36:00Z	0	0	0	90	843
cromwell	This study		0.3	175.6	17.3	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000216	4	273	33	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-24T16:36:00Z	0	0	0	90	853
cromwell	This study		0.2	218.3	-88.3	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000481	4	273	34	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-24T18:37:00Z	0	0.00004	0	90	833
cromwell	This study		0.2	186.9	-89.1	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000504	4	273	35	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2009-11-24T21:14:00Z	0	0.00004	0	90	853
cromwell	This study		0.2	158.8	-89.1	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000051	4	273	36	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2010-02-17T04:13:00Z	0	0.00004	0	90	858
cromwell	This study		0.3	178.3	-6.4	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000172	4	273	37	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2010-02-17T06:17:00Z	0	0	0	90	858
cromwell	This study		0.3	176	-4.1	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000137	4	273	38	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2010-03-29T19:31:00Z	0	0	0	90	873
cromwell	This study		0.2	311.5	-89.9	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000525	4	273	39	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2010-04-01T20:28:00Z	0	0.00004	0	90	853
cromwell	This study		0.2	329.6	-89.5	jm011d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000533	4	273	40	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011d1	u	2010-04-02T01:02:00Z	0	0.00004	0	90	873
cromwell	This study		0.2	168.5	38.1	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000634	4	273	1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-08T20:45:00Z	0	0	0	90	273
cromwell	This study		0.2	165.4	37.8	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000433	4	273	2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-08T22:59:00Z	0	0	0	90	423
cromwell	This study		0.3	165.4	-0.6	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000322	4	273	3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-10T04:57:00Z	0	0.00004	0	90	423
cromwell	This study		0.3	165.9	29.7	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000377	4	273	4	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-10T18:13:00Z	0	0	0	90	423
cromwell	This study		0.3	164.7	-58.2	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000496	4	273	5	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-10T20:46:00Z	0	0.00004	0	90	523
cromwell	This study		0.3	166.4	17.5	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000277	4	273	6	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-11T16:33:00Z	0	0	0	90	523
cromwell	This study		0.3	164.2	33.1	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000026	4	273	7	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-11T18:36:00Z	0	0	0	90	623
cromwell	This study		0.3	164	-1.9	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000215	4	273	8	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-11T20:51:00Z	0	0.00004	0	90	423
cromwell	This study		0.3	161.2	-56.9	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000363	4	273	9	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-11T22:58:00Z	0	0.00004	0	90	623
cromwell	This study		0.2	155.1	-67.9	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000044	4	273	10	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-12T04:42:00Z	0	0.00004	0	90	673
cromwell	This study		0.3	164.3	2.3	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000176	4	273	11	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-12T17:56:00Z	0	0	0	90	673
cromwell	This study		0.3	165.3	24.1	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000171	4	273	12	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-12T20:13:00Z	0	0	0	90	698
cromwell	This study		0.3	157	-60.4	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000256	4	273	13	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-12T22:25:00Z	0	0.00004	0	90	623
cromwell	This study		0.2	156.3	-74.3	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000419	4	273	14	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-13T06:23:00Z	0	0.00004	0	90	698
cromwell	This study		0.3	164.3	4.9	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000143	4	273	15	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-13T15:50:00Z	0	0	0	90	698
cromwell	This study		0.2	150	-77.4	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000528	4	273	16	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-13T18:37:00Z	0	0.00004	0	90	723
cromwell	This study		0.3	162.6	-2	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000124	4	273	17	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-14T05:26:00Z	0	0	0	90	723
cromwell	This study		0.3	164.1	15.4	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000116	4	273	18	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-14T07:38:00Z	0	0	0	90	748
cromwell	This study		0.2	150.1	-79.4	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000425	4	273	19	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-17T17:12:00Z	0	0.00004	0	90	698
cromwell	This study		0.2	157.6	-82.6	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000525	4	273	20	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-17T19:37:00Z	0	0.00004	0	90	748
cromwell	This study		0.2	147.3	-83.6	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000643	4	273	21	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-18T05:08:00Z	0	0.00004	0	90	773
cromwell	This study		0.3	163.4	-31.8	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000982	4	273	22	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-18T07:28:00Z	0	0	0	90	773
cromwell	This study		0.3	162.4	1.8	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000064	4	273	23	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-18T15:56:00Z	0	0	0	90	793
cromwell	This study		0.2	141.4	-85.4	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000529	4	273	24	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-18T18:13:00Z	0	0.00004	0	90	748
cromwell	This study		0.2	155.2	-86.2	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000803	4	273	25	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-19T03:18:00Z	0	0.00004	0	90	793
cromwell	This study		0.2	158.3	-87.9	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000108	4	273	26	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-19T05:22:00Z	0	0.00004	0	90	813
cromwell	This study		0.3	162.2	-45.1	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.00000507	4	273	27	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-19T07:35:00Z	0	0	0	90	813
cromwell	This study		0.4	159.3	24.2	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	9.39e-7	4	273	28	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-19T19:04:00Z	0	0	0	90	833
cromwell	This study		0.2	141.9	-89.5	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000889	4	273	29	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-19T21:11:00Z	0	0.00004	0	90	793
cromwell	This study		0.2	227.7	-89	jm011f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000149	4	273	30	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm011f1	u	2009-11-21T18:07:00Z	0	0.00004	0	90	833
cromwell	This study		0.3	199.9	28.3	jm012f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000377	4	273	1	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm012f1	u	2009-11-08T20:45:00Z	0	0	0	90	273
cromwell	This study		0.3	199.8	28.8	jm012f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000365	4	273	2	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm012f1	u	2009-11-08T23:00:00Z	0	0	0	90	423
cromwell	This study		0.3	200.3	27.2	jm012f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.000036	4	273	3	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm012f1	u	2009-11-10T04:58:00Z	0	0.00004	0	90	423
cromwell	This study		0.3	201.1	29.1	jm012f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000363	4	273	4	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm012f1	u	2009-11-10T18:14:00Z	0	0	0	90	423
cromwell	This study		0.3	199.6	22.8	jm012f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	0.0000337	4	273	5	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	g	pmagpy-2.42	jm012f1	u	2009-11-10T20:46:00Z	0	0.00004	0	90	523
