tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	er_citation_names	measurement_inc	measurement_dec	treatment_dc_field	magic_software_packages	measurement_standard	magic_method_codes	treatment_dc_field_phi	measurement_description	treatment_temp	measurement_temp	measurement_magn_moment	magic_instrument_codes	measurement_sd_z	measurement_sd_y	measurement_sd_x	er_analyst_mail_names	treatment_dc_field_theta	measurement_flag	measurement_positions	measurement_csd
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29	0	This study	-46.0	265.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			903.0	273	1.97e-08	hargrave 2015-02-12 15:37:20	2.81e-10	2.53e-10	4.34e-10			g	1	1.6
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30	0	This study	-40.0	269.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			923.0	273	1.99e-08	hargrave 2015-02-13 17:53:58	2.16e-10	2.92e-10	8.01e-10			g	1	2.4
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31	0	This study	-42.4	268.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			933.0	273	1.78e-08	hargrave 2015-02-17 11:28:49	3.07e-10	3.16e-10	5.97e-10			g	1	2.3
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32	0	This study	-39.3	272.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			943.0	273	1.35e-08	hargrave 2015-02-18 09:46:48	3.35e-10	3.34e-10	4.89e-10			g	1	2.8
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33	0	This study	-27.9	234.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			953.0	273	3.99e-09	hargrave 2015-02-19 12:55:38	9.14e-11	1.06e-10	2.07e-10			g	1	3.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1	0	This study	-44.9	77.2	0	pmagpy-3.2.1		LT-NO:LP-DIR-T			273	273	2.46e-07		2.46e-09	1.06e-09	1.26e-08			g	1	3.0
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2	0	This study	-46.1	73.1	0	pmagpy-3.2.1		LT-LT-Z:LP-DIR-T			77	273	2.72e-07		3.48e-09	1.30e-09	1.12e-08			g	1	2.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3	0	This study	-49.3	66.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			373.0	273	3.68e-07		6.14e-09	4.82e-09	1.03e-08			g	1	2.0
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4	0	This study	-51.8	057.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			423.0	273	5.06e-07	hargrave 2014-10-22 15:58:15	7.78e-09	2.52e-09	2.08e-08			g	1	2.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5	0	This study	-52.1	061.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			473.0	273	5.02e-07	hargrave 2014-10-27 16:24:50	1.03e-08	2.75e-09	3.17e-08			g	1	3.8
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6	0	This study	-51.9	066.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			523.0	273	4.01e-07	hargrave 2014-10-28 13:47:48	7.43e-09	5.43e-09	3.67e-08			g	1	5.4
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7	0	This study	-50.3	069.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			573.0	273	2.63e-07	hargrave 2014-10-28 20:45:11	3.89e-09	3.27e-09	2.20e-08			g	1	4.9
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8	0	This study	-51.0	077.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			623.0	273	1.59e-07	hargrave 2014-10-29 20:57:46	1.56e-09	5.81e-10	9.67e-09			g	1	3.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9	0	This study	-49.9	081.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			673.0	273	1.25e-07	hargrave 2014-11-03 17:17:53	1.49e-09	5.86e-10	8.78e-09			g	1	4.1
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10	0	This study	-49.3	083.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			698.0	273	1.13e-07	hargrave 2014-11-04 12:08:13	1.12e-09	5.18e-10	7.17e-09			g	1	3.7
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11	0	This study	-47.8	089.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			723.0	273	1.01e-07	hargrave 2014-11-10 12:58:13	9.47e-10	6.20e-10	8.02e-09			g	1	4.6
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12	0	This study	-46.9	092.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			748.0	273	9.23e-08	hargrave 2014-11-10 22:16:43	7.45e-10	4.97e-10	3.65e-09			g	1	2.3
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13	0	This study	-44.6	099.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			773.0	273	8.52e-08	hargrave 2014-11-13 11:50:50	9.94e-10	1.36e-09	6.65e-09			g	1	4.6
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14	0	This study	-42.8	101.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			788.0	273	7.92e-08	hargrave 2014-11-17 17:31:35	6.72e-10	9.47e-10	3.04e-09			g	1	2.3
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15	0	This study	-42.7	103.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			803.0	273	7.67e-08	hargrave 2014-11-24 18:22:26	5.65e-10	5.01e-10	1.10e-09			g	1	0.9
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16	0	This study	-41.8	103.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			818.0	273	7.61e-08	hargrave 2014-12-01 17:04:09	8.06e-10	7.70e-10	1.39e-09			g	1	1.2
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17	0	This study	-41.7	103.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			823.0	273	7.05e-08	hargrave 2014-12-02 00:50:08	6.66e-10	6.73e-10	1.33e-09			g	1	1.2
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18	0	This study	-41.4	105.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			828.0	273	6.86e-08	hargrave 2014-12-05 13:46:21	6.06e-10	1.42e-09	4.01e-09			g	1	3.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19	0	This study	-39.4	106.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			833.0	273	6.56e-08	hargrave 2014-12-06 12:03:37	5.00e-10	2.97e-10	4.49e-10			g	1	0.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20	0	This study	-40.2	107.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			838.0	273	6.34e-08	hargrave 2014-12-08 15:24:19	6.00e-10	5.57e-10	7.97e-10			g	1	0.9
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21	0	This study	-39.2	106.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			843.0	273	6.09e-08	hargrave 2014-12-08 22:16:29	6.18e-10	5.48e-10	5.10e-10			g	1	0.8
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22	0	This study	-39.3	111.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			846.0	273	5.92e-08	hargrave 2015-01-12 11:07:07	3.90e-10	1.59e-09	3.29e-09			g	1	3.5
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23	0	This study	-39.5	110.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			849.0	273	5.86e-08	hargrave 2015-01-14 14:25:16	3.95e-10	8.67e-10	1.85e-09			g	1	2.0
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24	0	This study	-39.3	110.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			852.0	273	5.84e-08	hargrave 2015-01-15 14:40:11	6.83e-10	5.93e-10	1.07e-09			g	1	1.3
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25	0	This study	-40.2	113.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			855.0	273	5.75e-08	hargrave 2015-01-18 13:02:08	5.04e-10	1.35e-09	2.53e-09			g	1	2.8
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26	0	This study	-39.4	113.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			858.0	273	5.74e-08	hargrave 2015-01-20 12:21:08	4.12e-10	6.22e-10	1.35e-09			g	1	1.4
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27	0	This study	-38.0	113.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			863.0	273	5.53e-08	hargrave 2015-02-10 17:29:40	3.27e-10	7.29e-10	1.47e-09			g	1	1.7
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28	0	This study	-36.7	115.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			883.0	273	5.22e-08	hargrave 2015-02-11 17:27:24	4.53e-10	7.00e-10	7.42e-10			g	1	1.0
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29	0	This study	-34.3	116.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			903.0	273	4.54e-08	hargrave 2015-02-12 15:39:33	4.96e-10	6.33e-10	9.51e-10			g	1	1.4
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30	0	This study	-32.9	122.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			923.0	273	4.10e-08	hargrave 2015-02-13 17:55:58	2.07e-10	3.56e-10	1.04e-09			g	1	1.4
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31	0	This study	-33.6	122.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			933.0	273	3.27e-08	hargrave 2015-02-17 11:30:40	2.55e-10	3.88e-10	4.21e-10			g	1	1.0
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32	0	This study	-34.3	122.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			943.0	273	1.56e-08	hargrave 2015-02-18 09:48:39	1.02e-10	6.76e-10	9.59e-10			g	1	4.2
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33	0	This study	-37.5	128.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			953.0	273	3.94e-09	hargrave 2015-02-19 12:57:15	1.85e-11	1.22e-10	1.21e-10			g	1	2.4
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1	0	This study	-38.2	15.6	0	pmagpy-3.2.1		LT-NO:LP-DIR-T			273	273	4.09e-07		1.49e-09	2.01e-08	7.33e-09			g	1	3.0
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2	0	This study	-37.5	14.5	0	pmagpy-3.2.1		LT-LT-Z:LP-DIR-T			77	273	4.63e-07		1.64e-09	1.25e-08	5.05e-09			g	1	1.7
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3	0	This study	-38.2	7.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			373.0	273	6.21e-07		2.55e-09	3.58e-09	3.61e-09			g	1	0.4
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4	0	This study	-38.7	003.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			423.0	273	7.92e-07	hargrave 2014-10-22 15:59:53	6.47e-09	2.75e-08	4.56e-09			g	1	2.1
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5	0	This study	-39.1	002.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			473.0	273	7.70e-07	hargrave 2014-10-27 16:26:22	4.23e-09	1.87e-08	4.90e-09			g	1	1.4
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6	0	This study	-41.2	004.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			523.0	273	5.77e-07	hargrave 2014-10-28 13:49:35	3.25e-09	3.21e-08	5.53e-09			g	1	3.2
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7	0	This study	-43.6	009.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			573.0	273	3.38e-07	hargrave 2014-10-28 20:46:49	1.64e-09	1.46e-08	3.92e-09			g	1	2.6
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8	0	This study	-47.7	003.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			623.0	273	2.10e-07	hargrave 2014-10-29 20:59:18	7.48e-10	6.33e-09	1.44e-09			g	1	1.8
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9	0	This study	-48.9	004.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			673.0	273	1.86e-07	hargrave 2014-11-03 17:19:27	7.48e-10	7.30e-09	1.47e-09			g	1	2.3
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10	0	This study	-51.2	003.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			698.0	273	1.70e-07	hargrave 2014-11-04 12:09:44	9.38e-10	4.39e-09	8.53e-10			g	1	1.5
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11	0	This study	-52.6	006.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			723.0	273	1.56e-07	hargrave 2014-11-10 12:59:52	7.23e-10	4.41e-09	7.23e-10			g	1	1.6
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12	0	This study	-54.3	005.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			748.0	273	1.40e-07	hargrave 2014-11-10 22:18:21	7.26e-10	3.73e-09	1.48e-09			g	1	1.6
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13	0	This study	-56.9	009.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			773.0	273	1.22e-07	hargrave 2014-11-13 11:52:27	8.08e-10	3.97e-09	1.47e-09			g	1	2.0
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14	0	This study	-60.2	009.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			788.0	273	1.04e-07	hargrave 2014-11-17 17:33:08	4.09e-10	2.96e-09	5.23e-10			g	1	1.6
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15	0	This study	-61.7	010.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			803.0	273	9.46e-08	hargrave 2014-11-24 18:24:04	3.32e-10	1.14e-09	4.33e-10			g	1	0.7
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16	0	This study	-64.2	013.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			818.0	273	8.90e-08	hargrave 2014-12-01 17:05:43	4.61e-10	8.66e-10	1.25e-09			g	1	0.9
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17	0	This study	-65.4	010.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			823.0	273	8.17e-08	hargrave 2014-12-02 00:51:42	5.17e-10	7.78e-10	1.05e-09			g	1	0.8
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18	0	This study	-68.1	008.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			828.0	273	7.61e-08	hargrave 2014-12-05 13:48:00	3.97e-10	7.97e-10	9.54e-10			g	1	0.9
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19	0	This study	-70.7	013.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			833.0	273	6.99e-08	hargrave 2014-12-06 12:05:58	4.56e-10	8.73e-10	5.47e-10			g	1	0.9
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20	0	This study	-71.9	015.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			838.0	273	6.66e-08	hargrave 2014-12-08 15:25:53	3.77e-10	6.73e-10	5.84e-10			g	1	0.7
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21	0	This study	-72.1	014.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			843.0	273	6.25e-08	hargrave 2014-12-08 22:18:06	4.03e-10	6.31e-10	9.49e-10			g	1	1.0
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22	0	This study	-72.6	012.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			846.0	273	6.17e-08	hargrave 2015-01-12 11:08:38	4.41e-10	6.47e-10	1.23e-09			g	1	1.3
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23	0	This study	-74.0	016.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			849.0	273	6.06e-08	hargrave 2015-01-14 14:26:50	5.04e-10	9.91e-10	1.27e-09			g	1	1.5
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24	0	This study	-75.4	012.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			852.0	273	5.88e-08	hargrave 2015-01-15 14:41:46	4.34e-10	5.97e-10	1.30e-09			g	1	1.4
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25	0	This study	-75.3	017.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			855.0	273	5.71e-08	hargrave 2015-01-18 13:03:31	6.04e-10	7.91e-10	1.08e-09			g	1	1.4
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26	0	This study	-74.9	017.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			858.0	273	5.57e-08	hargrave 2015-01-20 12:22:38	3.06e-10	7.83e-10	6.65e-10			g	1	1.1
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27	0	This study	-78.2	021.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			863.0	273	5.14e-08	hargrave 2015-02-10 17:31:37	3.63e-10	6.37e-10	6.31e-10			g	1	1.0
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28	0	This study	-81.2	025.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			883.0	273	4.76e-08	hargrave 2015-02-11 17:29:26	3.79e-10	4.79e-10	9.49e-10			g	1	1.2
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29	0	This study	-81.9	021.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			903.0	273	3.95e-08	hargrave 2015-02-12 15:41:30	3.59e-10	3.83e-10	4.24e-10			g	1	0.8
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30	0	This study	-85.2	044.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			923.0	273	3.54e-08	hargrave 2015-02-13 17:57:36	1.89e-10	3.74e-10	5.06e-10			g	1	1.0
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31	0	This study	-86.8	002.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			933.0	273	2.82e-08	hargrave 2015-02-17 11:32:15	2.69e-10	2.80e-10	3.30e-10			g	1	0.9
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32	0	This study	-77.8	330.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			943.0	273	1.61e-08	hargrave 2015-02-18 09:51:41	8.97e-11	2.29e-10	3.62e-10			g	1	1.5
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33	0	This study	-70.2	167.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			953.0	273	3.90e-09	hargrave 2015-02-19 12:58:47	3.25e-11	4.52e-11	1.01e-10			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1	0	This study	-65.1	169.5	0	pmagpy-3.2.1		LT-NO:LP-DIR-T			273	273	2.87e-07		9.09e-10	7.03e-09	3.49e-09			g	1	1.6
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2	0	This study	-66.4	170.7	0	pmagpy-3.2.1		LT-LT-Z:LP-DIR-T			77	273	3.30e-07		9.45e-10	7.33e-09	3.37e-09			g	1	1.4
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3	0	This study	-71.4	173.3	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			373.0	273	4.62e-07		2.26e-09	5.49e-09	5.21e-09			g	1	0.9
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4	0	This study	-73.4	175.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			423.0	273	6.26e-07	hargrave 2014-10-22 16:01:25	8.78e-10	1.37e-08	4.16e-09			g	1	1.3
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5	0	This study	-72.5	172.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			473.0	273	6.10e-07	hargrave 2014-10-27 16:28:07	1.66e-09	1.23e-08	5.71e-09			g	1	1.3
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6	0	This study	-71.2	179.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			523.0	273	4.71e-07	hargrave 2014-10-28 13:51:20	2.29e-09	1.31e-08	4.84e-09			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7	0	This study	-65.3	183.5	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			573.0	273	2.75e-07	hargrave 2014-10-28 20:48:26	1.48e-09	4.08e-09	2.58e-09			g	1	1.0
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8	0	This study	-59.0	184.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			623.0	273	1.59e-07	hargrave 2014-10-29 21:00:50	5.44e-10	4.15e-09	1.01e-09			g	1	1.5
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9	0	This study	-57.3	181.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			673.0	273	1.23e-07	hargrave 2014-11-03 17:20:59	4.01e-10	3.49e-09	9.70e-10			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10	0	This study	-54.9	183.7	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			698.0	273	1.09e-07	hargrave 2014-11-04 12:11:18	3.93e-10	4.11e-09	5.55e-10			g	1	2.2
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11	0	This study	-52.2	183.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			723.0	273	9.41e-08	hargrave 2014-11-10 13:01:28	6.19e-10	2.98e-09	4.74e-10			g	1	1.8
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12	0	This study	-49.9	183.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			748.0	273	8.32e-08	hargrave 2014-11-10 22:19:54	9.71e-10	1.39e-09	1.05e-09			g	1	1.3
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13	0	This study	-46.7	186.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			773.0	273	7.35e-08	hargrave 2014-11-13 11:54:22	9.68e-10	4.62e-09	1.40e-09			g	1	3.8
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14	0	This study	-43.4	183.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			788.0	273	6.76e-08	hargrave 2014-11-17 17:34:47	3.06e-10	1.96e-09	5.04e-10			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15	0	This study	-41.1	185.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			803.0	273	6.36e-08	hargrave 2014-11-24 18:25:43	3.03e-10	1.15e-09	2.71e-10			g	1	1.1
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16	0	This study	-39.9	184.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			818.0	273	6.30e-08	hargrave 2014-12-01 17:07:16	6.37e-10	1.79e-09	3.50e-10			g	1	1.7
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17	0	This study	-38.9	183.4	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			823.0	273	5.76e-08	hargrave 2014-12-02 00:53:16	5.95e-10	9.75e-10	3.37e-10			g	1	1.1
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18	0	This study	-37.6	183.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			828.0	273	5.68e-08	hargrave 2014-12-05 13:50:05	6.93e-10	3.39e-09	1.01e-09			g	1	3.6
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19	0	This study	-35.8	186.2	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			833.0	273	5.43e-08	hargrave 2014-12-06 12:07:29	4.36e-10	1.22e-09	4.53e-10			g	1	1.3
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20	0	This study	-35.2	184.0	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			838.0	273	5.30e-08	hargrave 2014-12-08 15:27:26	3.98e-10	1.17e-09	3.65e-10			g	1	1.3
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21	0	This study	-34.2	183.1	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			843.0	273	5.16e-08	hargrave 2014-12-08 22:19:44	5.30e-10	1.29e-09	2.98e-10			g	1	1.5
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22	0	This study	-33.9	185.8	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			846.0	273	5.00e-08	hargrave 2015-01-12 11:10:18	7.72e-10	7.49e-10	6.56e-10			g	1	1.4
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23	0	This study	-33.3	182.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			849.0	273	4.86e-08	hargrave 2015-01-14 14:28:30	6.17e-10	1.05e-09	5.63e-10			g	1	1.5
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24	0	This study	-32.5	181.9	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			852.0	273	4.83e-08	hargrave 2015-01-15 14:43:20	7.65e-10	9.70e-10	5.27e-10			g	1	1.6
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25	0	This study	-32.6	185.6	0	pmagpy-3.2.1		LT-T-Z:LP-DIR-T			855.0	273	4.67e-08	hargrave 2015-01-18 13:04:52	3.95e-10	1.16e-09	6.82e-10			g	1	1.6
