tab 	pmag_specimens
direction_type	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_Z	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drat	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_grade	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc	specimen_tilt_correction
l	unknown	This study	418	0418a015p2a	0418a	0418a015p2a1	0418a015p2a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.750e+02	3.730e+02	K	-1.0	-0.986	0.151	0.149	u	8.9	12.1		l	11.6	22.9	0.257	0.127	3.0		22.7	3.9435e-05	21.1	12	6	4.000e-05	-1	1.2	0.7855	-1
l	unknown	This study	418	0418a015p2a	0418a	0418a015p2a3	0418a015p2a3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	4.010e+02	K	-1.0	-0.042	0.177	0.007	u	38.9	24.5		l	48.5	83.4	1.050	0.157	2.4		-34.2	1.6984e-06	29.7	16	6	4.000e-05	-1	4.5	0.6112	-1
l	unknown	This study	418	0418a030p1c	0418a	0418a030p1c1	0418a030p1c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.970e+02	K	-1.0	-0.264	0.066	0.017	u	28.8	310.9		l	408.6	413.1	0.443	0.238	2.1		-6.4	1.0552e-05	18.1	12	7	4.000e-05	-1	5.9	0.9573	-1
l	unknown	This study	418	0418a030p1d	0418a	0418a030p1d1	0418a030p1d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.710e+02	K	-1.0	-0.497	0.069	0.034	u	3.7	65.9		l	65.2	68.7	1.050	0.781	1.9		27.6	1.9874e-05	5.6	19	7	4.000e-05	-1	12.8	0.9217	-1
l	unknown	This study	418	0418a035p2a	0418a	0418a035p2a4	0418a035p2a4:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-0.986	0.059	0.058	u	1.7	330.1		l	34.7	31.4	0.772	0.666	1.8		8.2	3.9429e-05	3.0	13	6	4.000e-05	-1	10.1	0.9627	-1
l	unknown	This study	418	0418a035p2a	0418a	0418a035p2a5	0418a035p2a5:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.901	0.030	0.027	u	2.0	348.6		l	29.7	47.2	0.809	0.720	4.2		-56.6	3.6032e-05	1.8	14	6	4.000e-05	-1	22.4	0.9889	-1
l	unknown	This study	418	0418a035p2b	0418a	0418a035p2b4	0418a035p2b4:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.571	0.034	0.019	u	14.1	205.3		l	15.5	14.0	0.851	0.474	2.0		27.7	2.2834e-05	16.0	15	6	4.000e-05	-1	22.7	0.9851	-1
l	unknown	This study	418	0418a035p2b	0418a	0418a035p2b5	0418a035p2b5:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	4.820e+02	K	-1.0	-0.283	0.035	0.010	u	5.7	82.6		l	17.0	20.4	0.697	0.339	4.3		-23.1	1.1334e-05	7.2	10	6	4.000e-05	-1	17.3	0.9902	-1
l	unknown	This study	418	0418a035p2c	0418a	0418a035p2c1	0418a035p2c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	4.010e+02	K	-1.0	-0.056	0.225	0.013	u	20.5	184.8		l	59.9	72.2	1.088	0.187	1.2		-59.2	2.2578e-06	26.1	16	6	4.000e-05	-1	3.4	0.4155	-1
l	unknown	This study	418	0418a035p2c	0418a	0418a035p2c2	0418a035p2c2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.375	0.068	0.026	u	8.0	30.1		l	8.9	3.3	0.986	0.426	1.1		-59.2	1.4987e-05	11.1	15	6	4.000e-05	-1	13.1	0.9402	-1
l	unknown	This study	418	0418a035p2d	0418a	0418a035p2d3	0418a035p2d3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.361	0.037	0.014	u	21.3	306.4		l	12.0	0.7	0.567	0.297	1.2		-3.9	1.4440e-05	20.2	15	6	4.000e-05	-1	13.6	0.9819	-1
l	unknown	This study	418	0418a035p2d	0418a	0418a035p2d4	0418a035p2d4:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.603	0.107	0.065	u	18.8	98.6		l	21.1	18.8	0.553	0.260	2.3		1.3	2.4126e-05	22.0	15	6	4.000e-05	-1	4.6	0.8559	-1
l	unknown	This study	418	0418a066001	0418a	0418a0660013	0418a0660013:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.710e+02	K	-1.0	-0.249	0.072	0.018	u	32.7	27.6		l	308.6	327.2	0.238	0.144	2.8		53.8	9.9690e-06	27.8	15	7	4.000e-05	-1	2.7	0.9339	-1
l	unknown	This study	418	0418a066001	0418a	0418a0660014	0418a0660014:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.710e+02	K	-1.0	-0.341	0.022	0.008	u	3.2	9.3		l	90.5	94.9	0.934	0.604	4.2		-28.3	1.3651e-05	11.6	19	7	4.000e-05	-1	34.7	0.9916	-1
l	unknown	This study	418	0418a066004	0418a	0418a0660042	0418a0660042:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	4.730e+02	K	-1.0	-0.783	0.040	0.031	u	0.5	42.9		l	47.3	37.9	0.847	0.579	4.8		38.7	3.1330e-05	3.0	15	7	4.000e-05	-1	19.5	0.9795	-1
l	unknown	This study	418	0418a066004	0418a	0418a0660043	0418a0660043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	4.730e+02	K	-1.0	-0.582	0.029	0.017	u	2.1	273.5		l	52.1	39.5	0.848	0.507	6.9		61.5	2.3277e-05	3.2	15	7	4.000e-05	-1	26.5	0.9888	-1
l	unknown	This study	418	0418a067003	0418a	0418a0670033	0418a0670033:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.720e+02	6.480e+02	K	-1.0	-0.290	0.012	0.004	u	1.4	33.0		l	129.5	118.0	0.702	0.527	1.4		66.8	1.1617e-05	1.5	6	7	4.000e-05	-1	39.4	0.9994	-1
l	unknown	This study	418	0418a067003	0418a	0418a0670034	0418a0670034:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.720e+02	5.480e+02	K	-1.0	-0.287	0.012	0.003	u	1.5	353.9		l	127.2	114.9	0.788	0.576	6.0		-21.7	1.1468e-05	3.6	10	7	4.000e-05	-1	52.1	0.9989	-1
l	unknown	This study	420	0420x141000	0420x	0420x1410001	0420x1410001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.448	0.037	0.016	u	1.1	269.1		l	6.8	1.9	0.784	0.441	2.7		25.0	1.3454e-05	4.4	9	5	3.000e-05	-1	17.1	0.9906	-1
l	unknown	This study	420	0420x141000	0420x	0420x1410002	0420x1410002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-0.649	0.025	0.016	u	13.7	189.3		l	3.1	3.0	0.666	0.526	3.2		32.1	1.9460e-05	4.8	10	6	3.000e-05	-1	23.0	0.9952	-1
l	unknown	This study	420	0420x171000	0420x	0420x1710001	0420x1710001:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	-1.0	-0.523	0.049	0.025	u	4.0	122.8		l	6.4	5.5	0.951	0.741	3.1		-21.4	1.5676e-05	3.3	15	7	3.000e-05	-1	16.4	0.9693	-1
l	unknown	This study	420	0420x171000	0420x	0420x1710002	0420x1710002:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.230e+02	3.730e+02	K	-1.0	-2.308	0.172	0.396	u	27.9	9.7		l	11.7	13.0	0.299	0.240	14.1		2.2	6.9230e-05	14.8	7	4	3.000e-05	-1	1.4	0.8583	-1
l	unknown	This study	423	0423x05cp02	0423x	0423x05cp021	0423x05cp021:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.730e+02	3.730e+02	K	-1.0	-0.283	0.075	0.021	u	18.4	286.7		l	3.2	2.2	0.658	0.338	3.5		56.5	8.4789e-06	20.2	5	6	3.000e-05	-1	6.5	0.9831	-1
l	unknown	This study	423	0423x05cp02	0423x	0423x05cp022	0423x05cp022:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.250	0.086	0.022	u	3.0	327.2		l	13.5	9.8	0.975	0.789	1.7		-66.8	7.4992e-06	3.0	11	5	3.000e-05	-1	9.5	0.9338	-1
l	unknown	This study	423	0423x061p03	0423x	0423x061p031	0423x061p031:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	-1.0	-0.217	0.113	0.025	u	10.4	17.7		l	18.4	33.3	0.892	0.365	0.8		31.7	6.5076e-06	12.8	13	6	3.000e-05	-1	6.4	0.8636	-1
l	unknown	This study	423	0423x061p03	0423x	0423x061p032	0423x061p032:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	-1.0	-0.257	0.063	0.016	u	11.3	257.6		l	7.7	17.8	0.996	0.445	2.5		-33.8	7.6975e-06	8.9	15	7	3.000e-05	-1	13.7	0.9493	-1
l	unknown	This study	423	0423x081p01	0423x	0423x081p011	0423x081p011:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.252	0.114	0.029	u	10.5	194.6		l	11.6	18.5	0.940	0.485	1.4		49.0	7.5684e-06	10.6	11	5	3.000e-05	-1	7.1	0.8864	-1
l	unknown	This study	423	0423x081p01	0423x	0423x081p012	0423x081p012:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	4.230e+02	K	-1.0	-0.438	0.019	0.008	u	0.5	142.6		l	1.5	0.6	0.635	0.342	1.0		8.3	2.1919e-05	5.5	5	6	5.000e-05	-1	24.4	0.9990	-1
l	unknown	This study	447	0447a143076	0447a	0447a1430762	0447a1430762:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	4.230e+02	K	-1.0	-0.622	0.047	0.029	u	1.6	81.8		l	3.5	1.5	0.927	0.672	1.4		-62.3	3.1084e-05	6.2	16	8	5.000e-05	-1	16.8	0.9694	-1
l	unknown	This study	447	0447a172054	0447a	0447a1720541	0447a1720541:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	5.480e+02	K	-1.0	-0.680	0.073	0.049	u	7.4	156.0		l	101.0	180.2	0.494	0.519	2.5		15.7	3.4007e-05	7.0	9	9	5.000e-05	-1	5.7	0.9633	-1
l	unknown	This study	447	0447a172054	0447a	0447a1720542	0447a1720542:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	5.730e+02	K	-1.0	-0.079	0.191	0.015	u	44.4	0.6		l	5.5	9.7	0.791	0.288	1.9		-14.3	3.9327e-06	21.0	11	8	5.000e-05	-1	3.5	0.6986	-1
l	unknown	This study	447	0447a182119	0447a	0447a1821191	0447a1821191:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	5.480e+02	K	-1.0	-0.191	0.058	0.011	u	8.8	341.5		l	107.5	228.1	0.872	0.547	2.7		31.3	9.5525e-06	8.9	12	10	5.000e-05	-1	12.8	0.9665	-1
l	unknown	This study	447	0447a182119	0447a	0447a1821192	0447a1821192:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.730e+02	K	-1.0	-0.255	0.093	0.024	u	8.5	190.9		l	13.7	6.9	0.479	0.346	3.1		-40.4	1.2744e-05	9.7	9	7	5.000e-05	-1	3.9	0.9405	-1
l	unknown	This study	447	0447a254001	0447a	0447a2540013	0447a2540013:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	5.730e+02	K	-1.0	-0.637	0.043	0.027	u	1.2	9.3		l	2.7	9.4	0.811	0.594	3.0		-16.4	3.1838e-05	5.2	10	8	5.000e-05	-1	16.1	0.9852	-1
l	unknown	This study	448	0448a162p8d	0448a	0448a162p8d1	0448a162p8d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.980e+02	K	-1.0	-0.848	0.100	0.085	u	16.0	353.1		l	53.8	22.8	0.631	0.213	3.8		-19.7	2.5432e-05	14.2	8	6	3.000e-05	-1	5.2	0.9410	-1
l	unknown	This study	448	0448a171p1w	0448a	0448a171p1w1	0448a171p1w1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.230e+02	K	-1.0	-1.261	0.072	0.090	u	3.8	269.9		l	6.7	19.0	0.792	0.402	4.0		-1.6	3.7828e-05	9.7	12	6	3.000e-05	-1	9.9	0.9492	-1
l	unknown	This study	448	0448a171p1w	0448a	0448a171p1w2	0448a171p1w2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.730e+02	3.730e+02	K	-1.0	-1.106	1.148	1.269	u	16.4	356.4		l	611.2	548.6	0.020	0.014	81.8		-5.1	3.3169e-05	12.2	5	3	3.000e-05	-1	-0.0	0.9534	-1
l	unknown	This study	456	0456a131p06	0456a	0456a131p061	0456a131p061:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.637	0.054	0.034	u	3.2	307.3		l	8.7	12.9	0.885	0.567	2.8		-13.5	1.9106e-05	10.7	11	6	3.000e-05	-1	14.4	0.9739	-1
l	unknown	This study	456	0456a131p06	0456a	0456a131p062	0456a131p062:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-0.401	0.072	0.029	u	29.7	2.2		l	8.9	2.3	0.858	0.492	2.0		-32.1	1.2026e-05	11.2	11	5	3.000e-05	-1	10.0	0.9540	-1
l	unknown	This study	462	0462a394p07	0462a	0462a394p071	0462a394p071:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	4.730e+02	K	-1.0	-0.522	0.068	0.035	u	1.1	181.0		l	6.4	7.1	1.075	0.857	5.3		44.3	2.0876e-05	2.2	15	7	4.000e-05	-1	14.4	0.9412	-1
l	unknown	This study	462	0462a394p07	0462a	0462a394p072	0462a394p072:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	8.230e+02	4.730e+02	K	-1.0	-0.477	0.038	0.018	u	2.2	32.0		l	11.5	23.7	1.016	0.851	3.0		-61.7	1.9096e-05	3.1	15	7	4.000e-05	-1	24.1	0.9817	-1
l	unknown	This study	462	0462a394p10	0462a	0462a394p102	0462a394p102:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	2.730e+02	K	-1.0	-0.361	0.032	0.012	u	8.3	353.9		l	16.4	22.4	0.770	0.477	5.2		-47.9	1.4429e-05	5.5	11	7	4.000e-05	-1	20.7	0.9908	-1
l	unknown	This study	462	0462a394p10	0462a	0462a394p103	0462a394p103:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.230e+02	3.760e+02	K	-1.0	-0.261	0.022	0.006	u	5.3	5.1		l	22.7	21.7	0.763	0.497	2.6		-42.7	1.0434e-05	3.8	7	7	4.000e-05	-1	25.0	0.9975	-1
l	unknown	This study	462	0462a541p8c	0462a	0462a541p8c1	0462a541p8c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.760e+02	K	-1.0	-1.446	0.088	0.128	u	3.6	21.5		l	15.4	17.4	0.901	0.509	2.5		64.2	5.7843e-05	3.3	13	7	4.000e-05	-1	8.8	0.9163	-1
l	unknown	This study	462	0462a541p8c	0462a	0462a541p8c2	0462a541p8c2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	2.730e+02	K	-1.0	-0.155	0.160	0.025	u	163.3	189.9		l	33.3	23.6	1.113	0.378	6.2		53.1	6.1985e-06	24.7	18	7	4.000e-05	-1	6.0	0.6314	-1
l	unknown	This study	462	0462a581p8b	0462a	0462a581p8b1	0462a581p8b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.230e+02	K	-1.0	-0.376	0.050	0.019	u	5.7	142.3		l	17.9	20.4	0.990	0.748	0.3		56.6	1.5048e-05	7.6	15	7	4.000e-05	-1	17.8	0.9682	-1
l	unknown	This study	462	0462a581p8c	0462a	0462a581p8c1	0462a581p8c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	4.000e+02	K	-1.0	-0.527	0.068	0.036	u	4.1	29.6		l	7.3	0.2	0.996	0.813	2.0		24.1	2.1082e-05	5.1	15	7	4.000e-05	-1	13.1	0.9402	-1
l	unknown	This study	462	0462a596p5a	0462a	0462a596p5a1	0462a596p5a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.230e+02	4.000e+02	K	-1.0	-0.185	0.047	0.009	u	0.4	205.8		l	12.5	8.6	0.322	0.268	1.5		-7.8	7.4061e-06	9.2	6	7	4.000e-05	-1	5.1	0.9914	-1
l	unknown	This study	462	0462a623p7b	0462a	0462a623p7b3	0462a623p7b3:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	5.980e+02	K	-1.0	-0.409	0.071	0.029	u	3.9	80.0		l	5.3	11.9	0.695	0.419	1.3		14.9	1.6359e-05	6.0	8	7	4.000e-05	-1	8.3	0.9701	-1
l	unknown	This study	462	0462a693p03	0462a	0462a693p032	0462a693p032:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	2.730e+02	K	-1.0	-0.466	0.080	0.037	u	3.6	77.9		l	15.1	5.8	1.043	0.870	3.0		-23.8	1.8637e-05	9.0	18	7	4.000e-05	-1	11.9	0.9010	-1
l	unknown	This study	469	0469x461p01	0469x	0469x461p011	0469x461p011:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	-1.0	-0.541	0.042	0.023	u	3.6	287.7		l	19.7	12.9	0.875	0.734	1.0		-20.3	1.6237e-05	3.1	12	6	3.000e-05	-1	18.5	0.9826	-1
l	unknown	This study	469	0469x461p01	0469x	0469x461p012	0469x461p012:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.230e+02	4.230e+02	K	-1.0	-0.370	0.040	0.015	u	8.0	204.6		l	10.3	3.0	0.558	0.384	1.9		30.5	1.1101e-05	5.9	6	4	3.000e-05	-1	9.9	0.9935	-1
l	unknown	This study	470	0470a081091	0470a	0470a0810911	0470a0810911:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.480e+02	4.230e+02	K	-1.0	-0.601	0.029	0.017	u	1.5	185.1		l	17.0	13.0	0.893	0.541	1.1		8.4	3.0026e-05	6.0	14	9	5.000e-05	-1	28.0	0.9902	-1
l	unknown	This study	470	0470a085075	0470a	0470a0850751	0470a0850751:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	-1.0	-0.761	0.038	0.029	u	0.6	12.4		l	3.6	7.1	0.987	0.612	1.9		-61.6	3.8039e-05	9.6	18	8	5.000e-05	-1	23.8	0.9776	-1
l	unknown	This study	470	0470a085075	0470a	0470a0850752	0470a0850752:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	0.0	-0.902	0.031	0.028	u	0.6	62.4		l	4.6	12.9	1.004	0.949	0.7		-57.8	3.6081e-05	1.5	14	9	4.000e-05	1	29.4	0.9887	-1
l	unknown	This study	470	0470a085075	0470a	0470a0850753	0470a0850753:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	1.1	-1.036	0.020	0.021	u	0.9	238.5		l	6.2	12.3	0.960	0.891	1.1		25.8	4.1436e-05	2.1	15	9	4.000e-05	0	41.1	0.9946	-1
l	unknown	This study	470	0470a085075	0470a	0470a0850754	0470a0850754:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.980e+02	4.230e+02	K	1.3	-1.077	0.024	0.026	u	0.9	179.3		l	6.7	13.0	0.934	0.888	0.5		63.6	4.3077e-05	2.3	14	9	4.000e-05	1	34.1	0.9929	-1
