tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:55:00.00	286.2		g	88.8	3.704e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:13:51:00.00	356.6		g	0.5	3.769e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:53:00.00	89.1		g	0.8	3.643e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:17:58:00.00	186.1		g	-2.7	3.660e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:14:00.00	270.3		g	-1.9	4.146e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502d		mk107502d:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:26:00.00	295.5		g	-86.4	3.751e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:49:00.00	200.9		g	-85.9	6.048e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:56:00.00	170.8		g	84.6	6.419e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:51:00.00	358.6		g	1.5	5.424e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:03:15:53:00.00	99.2		g	-0.2	6.683e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	2.4	2012:07:03:17:59:00.00	176.8		g	-2.3	6.429e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	3.2	2012:07:04:10:14:00.00	256.6		g	-2.7	6.468e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107502	mk107502	mk107502e		mk107502e:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.5	2012:07:05:12:34:00.00	234.4		g	-87.9	6.330e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:38:00.00	297.0		g	-85.7	1.022e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:45:00.00	153.5		g	87.0	9.465e-08	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:37:00.00	358.6		g	-3.1	1.063e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	2.0	2012:07:03:15:36:00.00	90.9		g	-0.6	1.036e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:17:47:00.00	182.2		g	-1.6	1.127e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:02:00.00	270.4		g	-3.3	1.124e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901a		mk107901a:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:11:00.00	295.1		g	-86.0	1.197e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:41:00.00	296.1		g	-80.7	4.854e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:48:00.00	106.5		g	80.2	4.841e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:42:00.00	9.3		g	-3.4	4.893e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:45:00.00	87.8		g	8.1	4.385e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.5	2012:07:03:17:51:00.00	188.8		g	0.6	4.925e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:07:00.00	258.2		g	-10.1	4.567e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	mk107901	mk107901	mk107901h		mk107901h:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:15:00.00	291.9		g	-80.7	5.062e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:42:00.00	346.5		g	-82.5	1.549e-06	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:49:00.00	169.1		g	82.3	1.558e-06	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:42:00.00	350.4		g	-7.0	1.444e-06	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:03:15:45:00.00	106.4		g	1.5	1.265e-06	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:17:52:00.00	173.1		g	4.9	1.402e-06	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:04:10:07:00.00	282.6		g	-4.3	1.260e-06	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102d		pk1l0102d:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:15:00.00	345.0		g	-82.3	1.599e-06	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	1.5	2012:06:30:11:42:00.00	183.6		g	-74.1	7.331e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:49:00.00	15.2		g	79.1	7.241e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:13:43:00.00	359.6		g	12.7	5.585e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:46:00.00	91.3		g	1.9	8.177e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:17:52:00.00	180.6		g	-15.9	5.795e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:08:00.00	270.0		g	-4.0	8.232e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102e		pk1l0102e:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:15:00.00	196.9		g	-79.7	7.374e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:49:00.00	289.4		g	-85.2	8.293e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:56:00.00	111.5		g	85.0	8.190e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.5	2012:07:03:13:52:00.00	11.7		g	-1.6	7.185e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:54:00.00	83.9		g	3.7	8.088e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:18:00:00.00	191.8		g	-1.7	7.180e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:15:00.00	263.0		g	-6.4	8.281e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102i		pk1l0102i:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:27:00.00	282.8		g	-84.2	8.529e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:49:00.00	61.1		g	-84.8	5.109e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:57:00.00	236.3		g	85.4	5.114e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.5	2012:07:03:13:52:00.00	5.8		g	-1.5	5.778e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:55:00.00	84.7		g	-3.9	6.813e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.5	2012:07:03:18:00:00.00	188.8		g	-0.4	5.949e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:15:00.00	265.0		g	1.8	6.864e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0102	pk1l0102	pk1l0102j		pk1l0102j:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:27:00.00	56.0		g	-84.6	5.254e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:43:00.00	0.9		g	-82.5	7.979e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:50:00.00	184.5		g	82.3	7.328e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:13:44:00.00	5.1		g	-8.6	7.215e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:03:15:46:00.00	84.9		g	-1.4	8.822e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:17:53:00.00	188.1		g	5.6	7.440e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:08:00.00	261.9		g	-1.4	9.122e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105b		pk1l0105b:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.1	2012:07:05:12:16:00.00	359.9		g	-82.1	8.412e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:43:00.00	110.9		g	-76.9	1.917e-06	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:50:00.00	295.0		g	78.5	1.838e-06	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:44:00.00	8.7		g	4.9	1.973e-06	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:03:15:47:00.00	85.8		g	-10.1	2.240e-06	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:17:54:00.00	191.7		g	-6.2	2.030e-06	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:04:10:09:00.00	262.6		g	8.0	2.243e-06	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	pk1l0105	pk1l0105	pk1l0105d		pk1l0105d:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:16:00.00	116.9		g	-78.5	1.949e-06	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:44:00.00	286.5		g	-80.7	9.832e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:51:00.00	104.3		g	80.5	9.789e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:46:00.00	4.0		g	-3.5	9.333e-07	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:47:00.00	82.3		g	13.8	5.309e-07	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:17:54:00.00	184.4		g	0.0	9.432e-07	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.6	2012:07:04:10:10:00.00	264.6		g	-18.3	5.485e-07	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301b		su100301b:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:07:05:12:16:00.00	291.2		g	-80.6	9.643e-07	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:44:00.00	295.1		g	-86.1	3.026e-06	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:51:00.00	121.1		g	86.1	3.021e-06	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.4	2012:07:03:13:46:00.00	1.2		g	-2.5	3.008e-06	3	4	u	2.730e+02	SAN	0	6.000e-05	0.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:03:15:48:00.00	90.7		g	2.8	2.750e-06	4	4	u	2.730e+02	SAN	0	6.000e-05	90.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.3	2012:07:03:17:55:00.00	178.9		g	-0.7	3.119e-06	5	4	u	2.730e+02	SAN	0	6.000e-05	180.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.7	2012:07:04:10:10:00.00	269.3		g	-6.4	2.831e-06	6	4	u	2.730e+02	SAN	0	6.000e-05	270.0	0.0	8.530e+02
rshaar	This study	Cyprus	su100301	su100301	su100301c		su100301c:LP-AN-TRM	SIO-flo	LT-PTRM-I:LP-AN-TRM	pmagpy-2.206	0.9	2012:07:05:12:17:00.00	238.8		g	-83.1	3.231e-06	7	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100901	su100901	su100901f		su100901f:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:11:50:00.00	308.9		g	-84.2	2.528e-07	1	4	u	2.730e+02	SAN	0	6.000e-05	0.0	-90.0	8.530e+02
rshaar	This study	Cyprus	su100901	su100901	su100901f		su100901f:LP-AN-TRM	SIO-flo	LT-T-I:LP-AN-TRM	pmagpy-2.206	0.2	2012:06:30:13:58:00.00	126.0		g	84.2	2.686e-07	2	4	u	2.730e+02	SAN	0	6.000e-05	0.0	90.0	8.530e+02
