tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
This study	Snake River	sr09c	sr09	sr09c3	sr09c3 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		13.5	Recalculated from original measurements; supercedes published results.	l				76.5						2.2		9			0
This study	Snake River	sr09e	sr09	sr09e2	sr09e2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.14	0.01	T				u		5.4	Recalculated from original measurements; supercedes published results.	l				75.4						0.4		9			0
This study	Snake River	sr09f	sr09	sr09f1	sr09f1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	773	273	K				u		39	Recalculated from original measurements; supercedes published results.	p				-16.5						1.7		10			0
This study	Snake River	sr09f	sr09	sr09f2	sr09f2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		22	Recalculated from original measurements; supercedes published results.	l				75.9						0.5		8			0
This study	Snake River	sr09g	sr09	sr09g1	sr09g1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		5.6	Recalculated from original measurements; supercedes published results.	l				81.2						1.2		9			0
This study	Snake River	sr09i	sr09	sr09i1	sr09i1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		10.9	Recalculated from original measurements; supercedes published results.	l				81.2						3.3		9			0
This study	Snake River	sr11a	sr11	sr11a1	sr11a1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		340.5	Recalculated from original measurements; supercedes published results.	l				74.1						0.9		8			0
This study	Snake River	sr11b	sr11	sr11b1	sr11b1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.16	0.01	T				u		354	Recalculated from original measurements; supercedes published results.	l				70.3						2.1		10			0
This study	Snake River	sr11c	sr11	sr11c1	sr11c1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		342.7	Recalculated from original measurements; supercedes published results.	l				69.4						1.3		8			0
This study	Snake River	sr11e	sr11	sr11e2	sr11e2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		341.4	Recalculated from original measurements; supercedes published results.	l				73.4						0.9		8			0
This study	Snake River	sr11f	sr11	sr11f1	sr11f1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	848	273	K				u		136.6	Recalculated from original measurements; supercedes published results.	p				9.4						3.5		14			0
This study	Snake River	sr11g	sr11	sr11g2	sr11g2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.14	0.02	T				u		345.4	Recalculated from original measurements; supercedes published results.	l				77.1						0.8		8			0
This study	Snake River	sr11i	sr11	sr11i1	sr11i1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	0.18	0	T				u		77.1	Recalculated from original measurements; supercedes published results.	p				0.8						3.5		12			0
This study	Snake River	sr11j	sr11	sr11j3	sr11j3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.12	0.01	T				u		97.4	Recalculated from original measurements; supercedes published results.	l				-13.1						11.8		8			0
This study	Snake River	sr12a	sr12	sr12a3	sr12a3 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		15.4	Recalculated from original measurements; supercedes published results.	l				46.8						1.7		9			0
This study	Snake River	sr12b	sr12	sr12b1	sr12b1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		14.9	Recalculated from original measurements; supercedes published results.	l				45						2.2		9			0
This study	Snake River	sr12c	sr12	sr12c1	sr12c1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.14	0.02	T				u		16.2	Recalculated from original measurements; supercedes published results.	l				47.9						0.8		7			0
This study	Snake River	sr12e	sr12	sr12e1	sr12e1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		18.2	Recalculated from original measurements; supercedes published results.	l				48.5						4.2		9			0
This study	Snake River	sr12h	sr12	sr12h1	sr12h1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		12.5	Recalculated from original measurements; supercedes published results.	l				35.9						0.8		9			0
This study	Snake River	sr16a	sr16	sr16a1	sr16a1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	373	K				u		339	Recalculated from original measurements; supercedes published results.	l				60.6						2.9		13			0
This study	Snake River	sr16b	sr16	sr16b1	sr16b1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	373	K				u		356.9	Recalculated from original measurements; supercedes published results.	l				67.5						4.5		13			0
This study	Snake River	sr16c	sr16	sr16c1	sr16c1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	373	K				u		332.9	Recalculated from original measurements; supercedes published results.	l				65.6						2.7		13			0
This study	Snake River	sr16d	sr16	sr16d1	sr16d1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	373	K				u		347	Recalculated from original measurements; supercedes published results.	l				67.4						1.7		12			0
This study	Snake River	sr16e	sr16	sr16e1	sr16e1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		7.7	Recalculated from original measurements; supercedes published results.	l				65.3						1		9			0
This study	Snake River	sr16f	sr16	sr16f1	sr16f1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	673	K				u		342.2	Recalculated from original measurements; supercedes published results.	l				65.5						1.9		6			0
This study	Snake River	sr16g	sr16	sr16g2	sr16g2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		348.4	Recalculated from original measurements; supercedes published results.	l				64.7						0.5		9			0
This study	Snake River	sr19a	sr19	sr19a3	sr19a3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	0.16	0	T				u		71.9	Recalculated from original measurements; supercedes published results.	p				-0.9						4.8		11			0
This study	Snake River	sr19b	sr19	sr19b3	sr19b3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		169.6	Recalculated from original measurements; supercedes published results.	l				-64						2.2		9			0
This study	Snake River	sr19e	sr19	sr19e2	sr19e2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	923	473	K				u		190.8	Recalculated from original measurements; supercedes published results.	l				-34.8						3.1		14			0
This study	Snake River	sr19h	sr19	sr19h2	sr19h2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.02	T				u		168.4	Recalculated from original measurements; supercedes published results.	l				-65						1.2		10			0
This study	Snake River	sr19i	sr19	sr19i1	sr19i1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	848	273	K				u		145.8	Recalculated from original measurements; supercedes published results.	p				27.9						6.1		14			0
This study	Snake River	sr20c	sr20	sr20c1	sr20c1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		339.1	Recalculated from original measurements; supercedes published results.	l				56.2						2.1		9			0
This study	Snake River	sr20d	sr20	sr20d2	sr20d2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		342	Recalculated from original measurements; supercedes published results.	l				60.3						1.7		9			0
This study	Snake River	sr20e	sr20	sr20e1	sr20e1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.16	0.01	T				u		332	Recalculated from original measurements; supercedes published results.	l				55.3						1		10			0
This study	Snake River	sr20f	sr20	sr20f1	sr20f1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		337.1	Recalculated from original measurements; supercedes published results.	l				54						3.7		9			0
This study	Snake River	sr20g	sr20	sr20g1	sr20g1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		340.1	Recalculated from original measurements; supercedes published results.	l				60.1						1.6		9			0
This study	Snake River	sr20i	sr20	sr20i1	sr20i1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		330.4	Recalculated from original measurements; supercedes published results.	l				31.9						0.6		11			0
This study	Snake River	sr20i	sr20	sr20i2	sr20i2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	798	473	K				u		330.8	Recalculated from original measurements; supercedes published results.	l				31.1						2.3		9			0
This study	Snake River	sr20j	sr20	sr20j2	sr20j2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	923	723	K				u		328.3	Recalculated from original measurements; supercedes published results.	l				57.4						1.1		9			0
This study	Snake River	sr21b	sr21	sr21b2	sr21b2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	923	723	K				u		174.5	Recalculated from original measurements; supercedes published results.	l				-67.2						1		9			0
This study	Snake River	sr21d	sr21	sr21d1	sr21d1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		176.1	Recalculated from original measurements; supercedes published results.	l				-69.2						1.3		11			0
This study	Snake River	sr21g	sr21	sr21g2	sr21g2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	373	K				u		165.2	Recalculated from original measurements; supercedes published results.	l				-67.3						3.8		13			0
This study	Snake River	sr21h	sr21	sr21h1	sr21h1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	773	373	K				u		176.5	Recalculated from original measurements; supercedes published results.	l				-63.8						2.9		9			0
This study	Snake River	sr21j	sr21	sr21j2	sr21j2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	748	K				u		170.1	Recalculated from original measurements; supercedes published results.	l				-66.5						2		5			0
This study	Snake River	sr22a	sr22	sr22a1	sr22a1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	823	373	K				u		248.2	Recalculated from original measurements; supercedes published results.	p				45						4.3		11			0
This study	Snake River	sr22b	sr22	sr22b2	sr22b2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		12.7	Recalculated from original measurements; supercedes published results.	l				29.9						1.4		9			0
This study	Snake River	sr22d	sr22	sr22d3	sr22d3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		5.4	Recalculated from original measurements; supercedes published results.	l				35.7						2.2		8			0
This study	Snake River	sr22e	sr22	sr22e1	sr22e1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.02	T				u		1.8	Recalculated from original measurements; supercedes published results.	l				28.4						1.2		10			0
This study	Snake River	sr22f	sr22	sr22f1	sr22f1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		5.9	Recalculated from original measurements; supercedes published results.	l				30.1						1.9		9			0
This study	Snake River	sr22g	sr22	sr22g1	sr22g1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		5	Recalculated from original measurements; supercedes published results.	l				29.9						2.3		9			0
This study	Snake River	sr22i	sr22	sr22i2	sr22i2 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	673	K				u		4.7	Recalculated from original measurements; supercedes published results.	l				26.9						1.3		6			0
This study	Snake River	sr23a	sr23	sr23a1	sr23a1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		12.8	Recalculated from original measurements; supercedes published results.	l				45.8						1.6		11			0
This study	Snake River	sr23b	sr23	sr23b2	sr23b2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		17.7	Recalculated from original measurements; supercedes published results.	l				43.7						0.5		9			0
This study	Snake River	sr23c	sr23	sr23c2	sr23c2 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	848	373	K				u		308.7	Recalculated from original measurements; supercedes published results.	p				-22.7						6.4		13			0
This study	Snake River	sr23d	sr23	sr23d3	sr23d3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.02	T				u		12.9	Recalculated from original measurements; supercedes published results.	l				48.4						1		10			0
This study	Snake River	sr23e	sr23	sr23e1	sr23e1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	773	373	K				u		344.4	Recalculated from original measurements; supercedes published results.	p				-40.3						6.9		10			0
This study	Snake River	sr23f	sr23	sr23f1	sr23f1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	848	373	K				u		198.9	Recalculated from original measurements; supercedes published results.	p				46.4						3.6		13			0
This study	Snake River	sr23g	sr23	sr23g1	sr23g1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.12	0.06	T				u		14.1	Recalculated from original measurements; supercedes published results.	l				45.9						3		4			0
This study	Snake River	sr24a	sr24	sr24a1	sr24a1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.08	T				u		158.7	Recalculated from original measurements; supercedes published results.	l				-60.5						1.2		6			0
This study	Snake River	sr24b	sr24	sr24b3	sr24b3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		159.9	Recalculated from original measurements; supercedes published results.	l				-61						0.9		9			0
This study	Snake River	sr24c	sr24	sr24c2	sr24c2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		156.9	Recalculated from original measurements; supercedes published results.	l				-62.4						1.5		9			0
This study	Snake River	sr24d	sr24	sr24d1	sr24d1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		167.3	Recalculated from original measurements; supercedes published results.	l				-66.9						1.2		11			0
This study	Snake River	sr24i	sr24	sr24i2	sr24i2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	723	K				u		174	Recalculated from original measurements; supercedes published results.	l				-59.4						2.7		6			0
This study	Snake River	sr24j	sr24	sr24j2	sr24j2 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.14	0.01	T				u		196.7	Recalculated from original measurements; supercedes published results.	l				-61.4						7.4		9			0
This study	Snake River	sr25b	sr25	sr25b2	sr25b2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		1.5	Recalculated from original measurements; supercedes published results.	l				59.6						1.3		8			0
This study	Snake River	sr25c	sr25	sr25c2	sr25c2 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	873	273	K				u		179.9	Recalculated from original measurements; supercedes published results.	p				33.8						11.8		15			0
This study	Snake River	sr25d	sr25	sr25d2	sr25d2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		10.3	Recalculated from original measurements; supercedes published results.	l				64.1						1.6		8			0
This study	Snake River	sr25e	sr25	sr25e2	sr25e2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		0.1	Recalculated from original measurements; supercedes published results.	l				60.8						1.2		9			0
This study	Snake River	sr25f	sr25	sr25f3	sr25f3 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		1.5	Recalculated from original measurements; supercedes published results.	l				63.8						2		11			0
This study	Snake River	sr25h	sr25	sr25h1	sr25h1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		1.9	Recalculated from original measurements; supercedes published results.	l				60.9						2.8		11			0
This study	Snake River	sr26a	sr26	sr26a3	sr26a3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		2.6	Recalculated from original measurements; supercedes published results.	l				60.1						1.1		9			0
This study	Snake River	sr26b	sr26	sr26b2	sr26b2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	723	K				u		359.5	Recalculated from original measurements; supercedes published results.	l				57.4						1		6			0
This study	Snake River	sr26c	sr26	sr26c3	sr26c3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.16	0.04	T				u		17.5	Recalculated from original measurements; supercedes published results.	l				66						4.4		7			0
This study	Snake River	sr26e	sr26	sr26e2	sr26e2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	848	273	K				u		340.9	Recalculated from original measurements; supercedes published results.	p				-22.6						2.4		14			0
This study	Snake River	sr26e	sr26	sr26e3	sr26e3 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		356.5	Recalculated from original measurements; supercedes published results.	l				62.8						0.9		8			0
This study	Snake River	sr26f	sr26	sr26f1	sr26f1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		341.3	Recalculated from original measurements; supercedes published results.	l				65.6						4.7		8			0
This study	Snake River	sr26g	sr26	sr26g1	sr26g1 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	848	273	K				u		22.5	Recalculated from original measurements; supercedes published results.	p				-22.9						8.3		14			0
This study	Snake River	sr26i	sr26	sr26i1	sr26i1 : LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	0.18	0.01	T				u		353.1	Recalculated from original measurements; supercedes published results.	l				56.9						0.7		11			0
This study	Snake River	sr27a	sr27	sr27a2	sr27a2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	0.16	0	T				u		288.8	Recalculated from original measurements; supercedes published results.	p				-15.6						3.1		11			0
This study	Snake River	sr27c	sr27	sr27c1	sr27c1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	0.18	0	T				u		191.7	Recalculated from original measurements; supercedes published results.	p				-16.8						3.5		12			0
This study	Snake River	sr27c	sr27	sr27c2	sr27c2 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		229.6	Recalculated from original measurements; supercedes published results.	l				72.5						1.7		9			0
This study	Snake River	sr27d	sr27	sr27d1	sr27d1 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	798	473	K				u		218.6	Recalculated from original measurements; supercedes published results.	l				70.4						1.7		9			0
This study	Snake River	sr27e	sr27	sr27e2	sr27e2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFP:DA-DIR-GEO	0.18	0.01	T				u		210.6	Recalculated from original measurements; supercedes published results.	p				-16.9						1.5		11			0
This study	Snake River	sr28a	sr28	sr28a1	sr28a1 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.04	T				u		194.5	Recalculated from original measurements; supercedes published results.	l				-51.9						3		8			0
This study	Snake River	sr28b	sr28	sr28b1	sr28b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	723	K				u		210	Recalculated from original measurements; supercedes published results.	l				-55						2		4			0
This study	Snake River	sr28c	sr28	sr28c1	sr28c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	848	473	K				u		195.1	Recalculated from original measurements; supercedes published results.	l				-51.5						1.7		10			0
This study	Snake River	sr28c	sr28	sr28c2	sr28c2 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	848	673	K				u		192.9	Recalculated from original measurements; supercedes published results.	l				-54.1						3		7			0
This study	Snake River	sr28e	sr28	sr28e1	sr28e1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		200.9	Recalculated from original measurements; supercedes published results.	l				-46.8						2		9			0
This study	Snake River	sr28f	sr28	sr28f1	sr28f1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	523	K				u		197.2	Recalculated from original measurements; supercedes published results.	l				-47.5						1.5		8			0
This study	Snake River	sr28g	sr28	sr28g2	sr28g2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		193	Recalculated from original measurements; supercedes published results.	l				-53.9						2.7		9			0
This study	Snake River	sr28h	sr28	sr28h1	sr28h1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	848	473	K				u		196.3	Recalculated from original measurements; supercedes published results.	l				-48.2						1.7		10			0
This study	Snake River	sr29a	sr29	sr29a1	sr29a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		6.3	Recalculated from original measurements; supercedes published results.	l				62.8						1.6		9			0
This study	Snake River	sr29a	sr29	sr29a2	sr29a2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	848	473	K				u		4	Recalculated from original measurements; supercedes published results.	l				61.7						1.5		10			0
This study	Snake River	sr29b	sr29	sr29b1	sr29b1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		5.8	Recalculated from original measurements; supercedes published results.	l				61.9						1.9		9			0
This study	Snake River	sr29c	sr29	sr29c1	sr29c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		11.6	Recalculated from original measurements; supercedes published results.	l				61.3						1.2		9			0
This study	Snake River	sr29e	sr29	sr29e3	sr29e3 : LP-DIR-T	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	873	673	K				u		16.4	Recalculated from original measurements; supercedes published results.	l				64.4						2.1		8			0
This study	Snake River	sr29g	sr29	sr29g1	sr29g1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	848	473	K				u		9.4	Recalculated from original measurements; supercedes published results.	l				61.8						1.3		10			0
This study	Snake River	sr29g	sr29	sr29g2	sr29g2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.06	T				u		12.9	Recalculated from original measurements; supercedes published results.	l				62.9						2.7		7			0
This study	Snake River	sr29h	sr29	sr29h1	sr29h1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	823	473	K				u		9.9	Recalculated from original measurements; supercedes published results.	l				64.9						1.7		9			0
This study	Snake River	sr30a	sr30	sr30a1	sr30a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	473	K				u		14.2	Recalculated from original measurements; supercedes published results.	l				64.3						2.1		9			0
This study	Snake River	sr30a	sr30	sr30a2	sr30a2 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	848	473	K				u		9.9	Recalculated from original measurements; supercedes published results.	l				62.1						1.8		10			0
This study	Snake River	sr30b	sr30	sr30b2	sr30b2 : LP-DIR-AF	LP-DIR-AF:SO-CMD-NORTH:DE-BFL:DA-DIR-GEO	0.18	0.03	T				u		7.5	Recalculated from original measurements; supercedes published results.	l				67.4						0.9		9			0
This study	Snake River	sr30c	sr30	sr30c1	sr30c1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	473	K				u		359.4	Recalculated from original measurements; supercedes published results.	l				65.9						1.9		9			0
This study	Snake River	sr30d	sr30	sr30d2	sr30d2 : LP-DIR-T	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	373	K				u		9.4	Recalculated from original measurements; supercedes published results.	l				70.7						4		12			0
This study	Snake River	sr30e	sr30	sr30e1	sr30e1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	673	K				u		4.2	Recalculated from original measurements; supercedes published results.	l				70.5						2.2		5			0
This study	Snake River	sr30i	sr30	sr30i1	sr30i1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	523	K				u		6.7	Recalculated from original measurements; supercedes published results.	l				65.8						1.3		8			0
This study	Snake River	sr31a	sr31	sr31a1	sr31a1 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	823	473	K				u		23.9	Recalculated from original measurements; supercedes published results.	l				54						0.6		9			0
