tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_flag	magic_method_codes	measurement_sd_y	measurement_sd_x	er_citation_names	treatment_dc_field_theta	magic_software_packages	measurement_dec	er_analyst_mail_names	treatment_dc_field_phi	treatment_temp	measurement_standard	measurement_temp	measurement_csd	treatment_ac_field	magic_instrument_codes	measurement_magn_moment	treatment_dc_field	measurement_description	measurement_positions	measurement_inc	measurement_sd_z
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29	g	LT-T-Z:LP-DIR-T	2.53e-10	4.34e-10	This study		pmagpy-3.2.1	265.6			903.0		273	1.6	0	hargrave 2015-02-12 15:37:20	1.97e-08	0		1	-46.0	2.81e-10
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30	g	LT-T-Z:LP-DIR-T	2.92e-10	8.01e-10	This study		pmagpy-3.2.1	269.1			923.0		273	2.4	0	hargrave 2015-02-13 17:53:58	1.99e-08	0		1	-40.0	2.16e-10
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31	g	LT-T-Z:LP-DIR-T	3.16e-10	5.97e-10	This study		pmagpy-3.2.1	268.6			933.0		273	2.3	0	hargrave 2015-02-17 11:28:49	1.78e-08	0		1	-42.4	3.07e-10
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32	g	LT-T-Z:LP-DIR-T	3.34e-10	4.89e-10	This study		pmagpy-3.2.1	272.3			943.0		273	2.8	0	hargrave 2015-02-18 09:46:48	1.35e-08	0		1	-39.3	3.35e-10
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33	g	LT-T-Z:LP-DIR-T	1.06e-10	2.07e-10	This study		pmagpy-3.2.1	234.4			953.0		273	3.5	0	hargrave 2015-02-19 12:55:38	3.99e-09	0		1	-27.9	9.14e-11
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1	g	LT-NO:LP-DIR-T	1.06e-09	1.26e-08	This study		pmagpy-3.2.1	77.2			273		273	3.0	0		2.46e-07	0		1	-44.9	2.46e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2	g	LT-LT-Z:LP-DIR-T	1.30e-09	1.12e-08	This study		pmagpy-3.2.1	73.1			77		273	2.5	0		2.72e-07	0		1	-46.1	3.48e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3	g	LT-T-Z:LP-DIR-T	4.82e-09	1.03e-08	This study		pmagpy-3.2.1	66.0			373.0		273	2.0	0		3.68e-07	0		1	-49.3	6.14e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4	g	LT-T-Z:LP-DIR-T	2.52e-09	2.08e-08	This study		pmagpy-3.2.1	057.3			423.0		273	2.5	0	hargrave 2014-10-22 15:58:15	5.06e-07	0		1	-51.8	7.78e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5	g	LT-T-Z:LP-DIR-T	2.75e-09	3.17e-08	This study		pmagpy-3.2.1	061.1			473.0		273	3.8	0	hargrave 2014-10-27 16:24:50	5.02e-07	0		1	-52.1	1.03e-08
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6	g	LT-T-Z:LP-DIR-T	5.43e-09	3.67e-08	This study		pmagpy-3.2.1	066.0			523.0		273	5.4	0	hargrave 2014-10-28 13:47:48	4.01e-07	0		1	-51.9	7.43e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7	g	LT-T-Z:LP-DIR-T	3.27e-09	2.20e-08	This study		pmagpy-3.2.1	069.5			573.0		273	4.9	0	hargrave 2014-10-28 20:45:11	2.63e-07	0		1	-50.3	3.89e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8	g	LT-T-Z:LP-DIR-T	5.81e-10	9.67e-09	This study		pmagpy-3.2.1	077.3			623.0		273	3.5	0	hargrave 2014-10-29 20:57:46	1.59e-07	0		1	-51.0	1.56e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9	g	LT-T-Z:LP-DIR-T	5.86e-10	8.78e-09	This study		pmagpy-3.2.1	081.7			673.0		273	4.1	0	hargrave 2014-11-03 17:17:53	1.25e-07	0		1	-49.9	1.49e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10	g	LT-T-Z:LP-DIR-T	5.18e-10	7.17e-09	This study		pmagpy-3.2.1	083.5			698.0		273	3.7	0	hargrave 2014-11-04 12:08:13	1.13e-07	0		1	-49.3	1.12e-09
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11	g	LT-T-Z:LP-DIR-T	6.20e-10	8.02e-09	This study		pmagpy-3.2.1	089.4			723.0		273	4.6	0	hargrave 2014-11-10 12:58:13	1.01e-07	0		1	-47.8	9.47e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12	g	LT-T-Z:LP-DIR-T	4.97e-10	3.65e-09	This study		pmagpy-3.2.1	092.2			748.0		273	2.3	0	hargrave 2014-11-10 22:16:43	9.23e-08	0		1	-46.9	7.45e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13	g	LT-T-Z:LP-DIR-T	1.36e-09	6.65e-09	This study		pmagpy-3.2.1	099.3			773.0		273	4.6	0	hargrave 2014-11-13 11:50:50	8.52e-08	0		1	-44.6	9.94e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14	g	LT-T-Z:LP-DIR-T	9.47e-10	3.04e-09	This study		pmagpy-3.2.1	101.8			788.0		273	2.3	0	hargrave 2014-11-17 17:31:35	7.92e-08	0		1	-42.8	6.72e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15	g	LT-T-Z:LP-DIR-T	5.01e-10	1.10e-09	This study		pmagpy-3.2.1	103.3			803.0		273	0.9	0	hargrave 2014-11-24 18:22:26	7.67e-08	0		1	-42.7	5.65e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16	g	LT-T-Z:LP-DIR-T	7.70e-10	1.39e-09	This study		pmagpy-3.2.1	103.7			818.0		273	1.2	0	hargrave 2014-12-01 17:04:09	7.61e-08	0		1	-41.8	8.06e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17	g	LT-T-Z:LP-DIR-T	6.73e-10	1.33e-09	This study		pmagpy-3.2.1	103.3			823.0		273	1.2	0	hargrave 2014-12-02 00:50:08	7.05e-08	0		1	-41.7	6.66e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18	g	LT-T-Z:LP-DIR-T	1.42e-09	4.01e-09	This study		pmagpy-3.2.1	105.8			828.0		273	3.5	0	hargrave 2014-12-05 13:46:21	6.86e-08	0		1	-41.4	6.06e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19	g	LT-T-Z:LP-DIR-T	2.97e-10	4.49e-10	This study		pmagpy-3.2.1	106.3			833.0		273	0.5	0	hargrave 2014-12-06 12:03:37	6.56e-08	0		1	-39.4	5.00e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20	g	LT-T-Z:LP-DIR-T	5.57e-10	7.97e-10	This study		pmagpy-3.2.1	107.1			838.0		273	0.9	0	hargrave 2014-12-08 15:24:19	6.34e-08	0		1	-40.2	6.00e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21	g	LT-T-Z:LP-DIR-T	5.48e-10	5.10e-10	This study		pmagpy-3.2.1	106.6			843.0		273	0.8	0	hargrave 2014-12-08 22:16:29	6.09e-08	0		1	-39.2	6.18e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22	g	LT-T-Z:LP-DIR-T	1.59e-09	3.29e-09	This study		pmagpy-3.2.1	111.5			846.0		273	3.5	0	hargrave 2015-01-12 11:07:07	5.92e-08	0		1	-39.3	3.90e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23	g	LT-T-Z:LP-DIR-T	8.67e-10	1.85e-09	This study		pmagpy-3.2.1	110.9			849.0		273	2.0	0	hargrave 2015-01-14 14:25:16	5.86e-08	0		1	-39.5	3.95e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24	g	LT-T-Z:LP-DIR-T	5.93e-10	1.07e-09	This study		pmagpy-3.2.1	110.1			852.0		273	1.3	0	hargrave 2015-01-15 14:40:11	5.84e-08	0		1	-39.3	6.83e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25	g	LT-T-Z:LP-DIR-T	1.35e-09	2.53e-09	This study		pmagpy-3.2.1	113.1			855.0		273	2.8	0	hargrave 2015-01-18 13:02:08	5.75e-08	0		1	-40.2	5.04e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26	g	LT-T-Z:LP-DIR-T	6.22e-10	1.35e-09	This study		pmagpy-3.2.1	113.4			858.0		273	1.4	0	hargrave 2015-01-20 12:21:08	5.74e-08	0		1	-39.4	4.12e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27	g	LT-T-Z:LP-DIR-T	7.29e-10	1.47e-09	This study		pmagpy-3.2.1	113.4			863.0		273	1.7	0	hargrave 2015-02-10 17:29:40	5.53e-08	0		1	-38.0	3.27e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28	g	LT-T-Z:LP-DIR-T	7.00e-10	7.42e-10	This study		pmagpy-3.2.1	115.9			883.0		273	1.0	0	hargrave 2015-02-11 17:27:24	5.22e-08	0		1	-36.7	4.53e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29	g	LT-T-Z:LP-DIR-T	6.33e-10	9.51e-10	This study		pmagpy-3.2.1	116.6			903.0		273	1.4	0	hargrave 2015-02-12 15:39:33	4.54e-08	0		1	-34.3	4.96e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30	g	LT-T-Z:LP-DIR-T	3.56e-10	1.04e-09	This study		pmagpy-3.2.1	122.8			923.0		273	1.4	0	hargrave 2015-02-13 17:55:58	4.10e-08	0		1	-32.9	2.07e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31	g	LT-T-Z:LP-DIR-T	3.88e-10	4.21e-10	This study		pmagpy-3.2.1	122.6			933.0		273	1.0	0	hargrave 2015-02-17 11:30:40	3.27e-08	0		1	-33.6	2.55e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32	g	LT-T-Z:LP-DIR-T	6.76e-10	9.59e-10	This study		pmagpy-3.2.1	122.0			943.0		273	4.2	0	hargrave 2015-02-18 09:48:39	1.56e-08	0		1	-34.3	1.02e-10
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33	g	LT-T-Z:LP-DIR-T	1.22e-10	1.21e-10	This study		pmagpy-3.2.1	128.2			953.0		273	2.4	0	hargrave 2015-02-19 12:57:15	3.94e-09	0		1	-37.5	1.85e-11
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1	g	LT-NO:LP-DIR-T	2.01e-08	7.33e-09	This study		pmagpy-3.2.1	15.6			273		273	3.0	0		4.09e-07	0		1	-38.2	1.49e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2	g	LT-LT-Z:LP-DIR-T	1.25e-08	5.05e-09	This study		pmagpy-3.2.1	14.5			77		273	1.7	0		4.63e-07	0		1	-37.5	1.64e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3	g	LT-T-Z:LP-DIR-T	3.58e-09	3.61e-09	This study		pmagpy-3.2.1	7.1			373.0		273	0.4	0		6.21e-07	0		1	-38.2	2.55e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4	g	LT-T-Z:LP-DIR-T	2.75e-08	4.56e-09	This study		pmagpy-3.2.1	003.2			423.0		273	2.1	0	hargrave 2014-10-22 15:59:53	7.92e-07	0		1	-38.7	6.47e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5	g	LT-T-Z:LP-DIR-T	1.87e-08	4.90e-09	This study		pmagpy-3.2.1	002.7			473.0		273	1.4	0	hargrave 2014-10-27 16:26:22	7.70e-07	0		1	-39.1	4.23e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6	g	LT-T-Z:LP-DIR-T	3.21e-08	5.53e-09	This study		pmagpy-3.2.1	004.0			523.0		273	3.2	0	hargrave 2014-10-28 13:49:35	5.77e-07	0		1	-41.2	3.25e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7	g	LT-T-Z:LP-DIR-T	1.46e-08	3.92e-09	This study		pmagpy-3.2.1	009.1			573.0		273	2.6	0	hargrave 2014-10-28 20:46:49	3.38e-07	0		1	-43.6	1.64e-09
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8	g	LT-T-Z:LP-DIR-T	6.33e-09	1.44e-09	This study		pmagpy-3.2.1	003.1			623.0		273	1.8	0	hargrave 2014-10-29 20:59:18	2.10e-07	0		1	-47.7	7.48e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9	g	LT-T-Z:LP-DIR-T	7.30e-09	1.47e-09	This study		pmagpy-3.2.1	004.7			673.0		273	2.3	0	hargrave 2014-11-03 17:19:27	1.86e-07	0		1	-48.9	7.48e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10	g	LT-T-Z:LP-DIR-T	4.39e-09	8.53e-10	This study		pmagpy-3.2.1	003.4			698.0		273	1.5	0	hargrave 2014-11-04 12:09:44	1.70e-07	0		1	-51.2	9.38e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11	g	LT-T-Z:LP-DIR-T	4.41e-09	7.23e-10	This study		pmagpy-3.2.1	006.6			723.0		273	1.6	0	hargrave 2014-11-10 12:59:52	1.56e-07	0		1	-52.6	7.23e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12	g	LT-T-Z:LP-DIR-T	3.73e-09	1.48e-09	This study		pmagpy-3.2.1	005.0			748.0		273	1.6	0	hargrave 2014-11-10 22:18:21	1.40e-07	0		1	-54.3	7.26e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13	g	LT-T-Z:LP-DIR-T	3.97e-09	1.47e-09	This study		pmagpy-3.2.1	009.2			773.0		273	2.0	0	hargrave 2014-11-13 11:52:27	1.22e-07	0		1	-56.9	8.08e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14	g	LT-T-Z:LP-DIR-T	2.96e-09	5.23e-10	This study		pmagpy-3.2.1	009.5			788.0		273	1.6	0	hargrave 2014-11-17 17:33:08	1.04e-07	0		1	-60.2	4.09e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15	g	LT-T-Z:LP-DIR-T	1.14e-09	4.33e-10	This study		pmagpy-3.2.1	010.6			803.0		273	0.7	0	hargrave 2014-11-24 18:24:04	9.46e-08	0		1	-61.7	3.32e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16	g	LT-T-Z:LP-DIR-T	8.66e-10	1.25e-09	This study		pmagpy-3.2.1	013.4			818.0		273	0.9	0	hargrave 2014-12-01 17:05:43	8.90e-08	0		1	-64.2	4.61e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17	g	LT-T-Z:LP-DIR-T	7.78e-10	1.05e-09	This study		pmagpy-3.2.1	010.6			823.0		273	0.8	0	hargrave 2014-12-02 00:51:42	8.17e-08	0		1	-65.4	5.17e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18	g	LT-T-Z:LP-DIR-T	7.97e-10	9.54e-10	This study		pmagpy-3.2.1	008.5			828.0		273	0.9	0	hargrave 2014-12-05 13:48:00	7.61e-08	0		1	-68.1	3.97e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19	g	LT-T-Z:LP-DIR-T	8.73e-10	5.47e-10	This study		pmagpy-3.2.1	013.8			833.0		273	0.9	0	hargrave 2014-12-06 12:05:58	6.99e-08	0		1	-70.7	4.56e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20	g	LT-T-Z:LP-DIR-T	6.73e-10	5.84e-10	This study		pmagpy-3.2.1	015.8			838.0		273	0.7	0	hargrave 2014-12-08 15:25:53	6.66e-08	0		1	-71.9	3.77e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21	g	LT-T-Z:LP-DIR-T	6.31e-10	9.49e-10	This study		pmagpy-3.2.1	014.2			843.0		273	1.0	0	hargrave 2014-12-08 22:18:06	6.25e-08	0		1	-72.1	4.03e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22	g	LT-T-Z:LP-DIR-T	6.47e-10	1.23e-09	This study		pmagpy-3.2.1	012.4			846.0		273	1.3	0	hargrave 2015-01-12 11:08:38	6.17e-08	0		1	-72.6	4.41e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23	g	LT-T-Z:LP-DIR-T	9.91e-10	1.27e-09	This study		pmagpy-3.2.1	016.3			849.0		273	1.5	0	hargrave 2015-01-14 14:26:50	6.06e-08	0		1	-74.0	5.04e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24	g	LT-T-Z:LP-DIR-T	5.97e-10	1.30e-09	This study		pmagpy-3.2.1	012.8			852.0		273	1.4	0	hargrave 2015-01-15 14:41:46	5.88e-08	0		1	-75.4	4.34e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25	g	LT-T-Z:LP-DIR-T	7.91e-10	1.08e-09	This study		pmagpy-3.2.1	017.9			855.0		273	1.4	0	hargrave 2015-01-18 13:03:31	5.71e-08	0		1	-75.3	6.04e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26	g	LT-T-Z:LP-DIR-T	7.83e-10	6.65e-10	This study		pmagpy-3.2.1	017.4			858.0		273	1.1	0	hargrave 2015-01-20 12:22:38	5.57e-08	0		1	-74.9	3.06e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27	g	LT-T-Z:LP-DIR-T	6.37e-10	6.31e-10	This study		pmagpy-3.2.1	021.7			863.0		273	1.0	0	hargrave 2015-02-10 17:31:37	5.14e-08	0		1	-78.2	3.63e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28	g	LT-T-Z:LP-DIR-T	4.79e-10	9.49e-10	This study		pmagpy-3.2.1	025.0			883.0		273	1.2	0	hargrave 2015-02-11 17:29:26	4.76e-08	0		1	-81.2	3.79e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29	g	LT-T-Z:LP-DIR-T	3.83e-10	4.24e-10	This study		pmagpy-3.2.1	021.0			903.0		273	0.8	0	hargrave 2015-02-12 15:41:30	3.95e-08	0		1	-81.9	3.59e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30	g	LT-T-Z:LP-DIR-T	3.74e-10	5.06e-10	This study		pmagpy-3.2.1	044.7			923.0		273	1.0	0	hargrave 2015-02-13 17:57:36	3.54e-08	0		1	-85.2	1.89e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31	g	LT-T-Z:LP-DIR-T	2.80e-10	3.30e-10	This study		pmagpy-3.2.1	002.6			933.0		273	0.9	0	hargrave 2015-02-17 11:32:15	2.82e-08	0		1	-86.8	2.69e-10
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32	g	LT-T-Z:LP-DIR-T	2.29e-10	3.62e-10	This study		pmagpy-3.2.1	330.8			943.0		273	1.5	0	hargrave 2015-02-18 09:51:41	1.61e-08	0		1	-77.8	8.97e-11
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33	g	LT-T-Z:LP-DIR-T	4.52e-11	1.01e-10	This study		pmagpy-3.2.1	167.9			953.0		273	1.7	0	hargrave 2015-02-19 12:58:47	3.90e-09	0		1	-70.2	3.25e-11
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1	g	LT-NO:LP-DIR-T	7.03e-09	3.49e-09	This study		pmagpy-3.2.1	169.5			273		273	1.6	0		2.87e-07	0		1	-65.1	9.09e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2	g	LT-LT-Z:LP-DIR-T	7.33e-09	3.37e-09	This study		pmagpy-3.2.1	170.7			77		273	1.4	0		3.30e-07	0		1	-66.4	9.45e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3	g	LT-T-Z:LP-DIR-T	5.49e-09	5.21e-09	This study		pmagpy-3.2.1	173.3			373.0		273	0.9	0		4.62e-07	0		1	-71.4	2.26e-09
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4	g	LT-T-Z:LP-DIR-T	1.37e-08	4.16e-09	This study		pmagpy-3.2.1	175.4			423.0		273	1.3	0	hargrave 2014-10-22 16:01:25	6.26e-07	0		1	-73.4	8.78e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5	g	LT-T-Z:LP-DIR-T	1.23e-08	5.71e-09	This study		pmagpy-3.2.1	172.6			473.0		273	1.3	0	hargrave 2014-10-27 16:28:07	6.10e-07	0		1	-72.5	1.66e-09
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6	g	LT-T-Z:LP-DIR-T	1.31e-08	4.84e-09	This study		pmagpy-3.2.1	179.4			523.0		273	1.7	0	hargrave 2014-10-28 13:51:20	4.71e-07	0		1	-71.2	2.29e-09
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7	g	LT-T-Z:LP-DIR-T	4.08e-09	2.58e-09	This study		pmagpy-3.2.1	183.5			573.0		273	1.0	0	hargrave 2014-10-28 20:48:26	2.75e-07	0		1	-65.3	1.48e-09
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8	g	LT-T-Z:LP-DIR-T	4.15e-09	1.01e-09	This study		pmagpy-3.2.1	184.8			623.0		273	1.5	0	hargrave 2014-10-29 21:00:50	1.59e-07	0		1	-59.0	5.44e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9	g	LT-T-Z:LP-DIR-T	3.49e-09	9.70e-10	This study		pmagpy-3.2.1	181.4			673.0		273	1.7	0	hargrave 2014-11-03 17:20:59	1.23e-07	0		1	-57.3	4.01e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10	g	LT-T-Z:LP-DIR-T	4.11e-09	5.55e-10	This study		pmagpy-3.2.1	183.7			698.0		273	2.2	0	hargrave 2014-11-04 12:11:18	1.09e-07	0		1	-54.9	3.93e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11	g	LT-T-Z:LP-DIR-T	2.98e-09	4.74e-10	This study		pmagpy-3.2.1	183.6			723.0		273	1.8	0	hargrave 2014-11-10 13:01:28	9.41e-08	0		1	-52.2	6.19e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12	g	LT-T-Z:LP-DIR-T	1.39e-09	1.05e-09	This study		pmagpy-3.2.1	183.8			748.0		273	1.3	0	hargrave 2014-11-10 22:19:54	8.32e-08	0		1	-49.9	9.71e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13	g	LT-T-Z:LP-DIR-T	4.62e-09	1.40e-09	This study		pmagpy-3.2.1	186.6			773.0		273	3.8	0	hargrave 2014-11-13 11:54:22	7.35e-08	0		1	-46.7	9.68e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14	g	LT-T-Z:LP-DIR-T	1.96e-09	5.04e-10	This study		pmagpy-3.2.1	183.2			788.0		273	1.7	0	hargrave 2014-11-17 17:34:47	6.76e-08	0		1	-43.4	3.06e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15	g	LT-T-Z:LP-DIR-T	1.15e-09	2.71e-10	This study		pmagpy-3.2.1	185.0			803.0		273	1.1	0	hargrave 2014-11-24 18:25:43	6.36e-08	0		1	-41.1	3.03e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16	g	LT-T-Z:LP-DIR-T	1.79e-09	3.50e-10	This study		pmagpy-3.2.1	184.9			818.0		273	1.7	0	hargrave 2014-12-01 17:07:16	6.30e-08	0		1	-39.9	6.37e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17	g	LT-T-Z:LP-DIR-T	9.75e-10	3.37e-10	This study		pmagpy-3.2.1	183.4			823.0		273	1.1	0	hargrave 2014-12-02 00:53:16	5.76e-08	0		1	-38.9	5.95e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18	g	LT-T-Z:LP-DIR-T	3.39e-09	1.01e-09	This study		pmagpy-3.2.1	183.0			828.0		273	3.6	0	hargrave 2014-12-05 13:50:05	5.68e-08	0		1	-37.6	6.93e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19	g	LT-T-Z:LP-DIR-T	1.22e-09	4.53e-10	This study		pmagpy-3.2.1	186.2			833.0		273	1.3	0	hargrave 2014-12-06 12:07:29	5.43e-08	0		1	-35.8	4.36e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20	g	LT-T-Z:LP-DIR-T	1.17e-09	3.65e-10	This study		pmagpy-3.2.1	184.0			838.0		273	1.3	0	hargrave 2014-12-08 15:27:26	5.30e-08	0		1	-35.2	3.98e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21	g	LT-T-Z:LP-DIR-T	1.29e-09	2.98e-10	This study		pmagpy-3.2.1	183.1			843.0		273	1.5	0	hargrave 2014-12-08 22:19:44	5.16e-08	0		1	-34.2	5.30e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22	g	LT-T-Z:LP-DIR-T	7.49e-10	6.56e-10	This study		pmagpy-3.2.1	185.8			846.0		273	1.4	0	hargrave 2015-01-12 11:10:18	5.00e-08	0		1	-33.9	7.72e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23	g	LT-T-Z:LP-DIR-T	1.05e-09	5.63e-10	This study		pmagpy-3.2.1	182.6			849.0		273	1.5	0	hargrave 2015-01-14 14:28:30	4.86e-08	0		1	-33.3	6.17e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24	g	LT-T-Z:LP-DIR-T	9.70e-10	5.27e-10	This study		pmagpy-3.2.1	181.9			852.0		273	1.6	0	hargrave 2015-01-15 14:43:20	4.83e-08	0		1	-32.5	7.65e-10
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25	g	LT-T-Z:LP-DIR-T	1.16e-09	6.82e-10	This study		pmagpy-3.2.1	185.6			855.0		273	1.6	0	hargrave 2015-01-18 13:04:52	4.67e-08	0		1	-32.6	3.95e-10
