tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
Lisa Tauxe	This study	McMurdo	mc136a	mc136	mc136a2	mc136a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	698	423	K					A	u		15	p					-20.2						18.6		7			0
Lisa Tauxe	This study	McMurdo	mc136c	mc136	mc136c1	mc136c1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.1	0	T					A	u		197	p					1.8						4		11			0
Lisa Tauxe	This study	McMurdo	mc136d	mc136	mc136d1	mc136d1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.015	T					A	u		105.6	l					15.9						2.8		8			0
Lisa Tauxe	This study	McMurdo	mc136d	mc136	mc136d2	mc136d2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		103.4	l					20.6						2.8		10			0
Lisa Tauxe	This study	McMurdo	mc136e	mc136	mc136e1	mc136e1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		102.9	l					18.9						4.7		10			0
Lisa Tauxe	This study	McMurdo	mc136g	mc136	mc136g1	mc136g1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.02	T					A	u		96.4	l					15.7						5.2		8			0
Lisa Tauxe	This study	McMurdo	mc136i	mc136	mc136i1	mc136i1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		203.7	p					0.3						6.7		9			0
Lisa Tauxe	This study	McMurdo	mc137a	mc137	mc137a1	mc137a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		60.6	l					34.5						4.8		9			0
Lisa Tauxe	This study	McMurdo	mc137d	mc137	mc137d1	mc137d1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.05	0.005	T					A	u		341.1	p					6.6						2.4		7			0
Lisa Tauxe	This study	McMurdo	mc137h	mc137	mc137h1	mc137h1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		342.1	p					5.2						4		9			0
Lisa Tauxe	This study	McMurdo	mc137j	mc137	mc137j2	mc137j2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.04	0	T					A	u		339.6	p					6.4						3.8		7			0
Lisa Tauxe	This study	McMurdo	mc137l	mc137	mc137l1	mc137l1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.03	0	T					A	u		336.7	p					4.9						2.6		6			0
Lisa Tauxe	This study	McMurdo	mc138a	mc138	mc138a1	mc138a1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		352.2	p					3.1						1.6		9			0
Lisa Tauxe	This study	McMurdo	mc138b	mc138	mc138b1	mc138b1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.06	0	T					A	u		351	p					4						3.4		10			0
Lisa Tauxe	This study	McMurdo	mc138d	mc138	mc138d1	mc138d1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		351.2	p					5.8						4.3		10			0
Lisa Tauxe	This study	McMurdo	mc138g	mc138	mc138g1	mc138g1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.025	T					A	u		87.4	l					11.5						4.3		6			0
Lisa Tauxe	This study	McMurdo	mc138h	mc138	mc138h1	mc138h1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	0.05	0	T					A	u		348.5	p					7.9						2.8		8			0
Lisa Tauxe	This study	McMurdo	mc139a	mc139	mc139a1	mc139a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	823	573	K					A	u		80.9	p					-0.2						10.2		9			0
Lisa Tauxe	This study	McMurdo	mc139a	mc139	mc139a2	mc139a2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		159	l					81						0.9		10			0
Lisa Tauxe	This study	McMurdo	mc139c	mc139	mc139c1	mc139c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	723	423	K					A	u		161.4	l					76.9						13.7		7			0
Lisa Tauxe	This study	McMurdo	mc139d	mc139	mc139d1	mc139d1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		165.6	l					77.6						2.3		9			0
Lisa Tauxe	This study	McMurdo	mc139e	mc139	mc139e1	mc139e1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		175.6	l					79.9						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc139h	mc139	mc139h1	mc139h1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		161.9	l					77						1.3		12			0
Lisa Tauxe	This study	McMurdo	mc139j	mc139	mc139j2	mc139j2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		181.3	l					78.9						1.3		10			0
Lisa Tauxe	This study	McMurdo	mc13a	mc13	mc13a	mc13a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	373	K					A	u		112.7	l					-67.2						2.9		6			0
Lisa Tauxe	This study	McMurdo	mc13b	mc13	mc13b	mc13b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFP:DA-DIR-GEO	pmagpy-2.58	848	373	K					A	u		112	p					16.4						3.2		12			0
Lisa Tauxe	This study	McMurdo	mc13c	mc13	mc13c	mc13c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	723	473	K					A	u		124.8	l					-71.7						2.7		6			0
Lisa Tauxe	This study	McMurdo	mc13d	mc13	mc13d	mc13d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	673	373	K					A	u		115.3	l					-71						1.2		7			0
Lisa Tauxe	This study	McMurdo	mc13e	mc13	mc13e	mc13e-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		92.2	l					-73.3						0.9		10			0
Lisa Tauxe	This study	McMurdo	mc13f	mc13	mc13f	mc13f-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		99.2	l					-63.3						1.8		11			0
Lisa Tauxe	This study	McMurdo	mc13g	mc13	mc13g	mc13g-LP-DIR-AF	LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.16	0.005	T					A	u		117.4	l					-71.3						0.9		12			0
Lisa Tauxe	This study	McMurdo	mc13h	mc13	mc13h	mc13h-LP-DIR-T	LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		114	l					-71						1.3		9			0
Lisa Tauxe	This study	McMurdo	mc140a	mc140	mc140a1	mc140a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		345.9	l					-81.3						4.9		12			0
Lisa Tauxe	This study	McMurdo	mc140b	mc140	mc140b1	mc140b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	803	423	K					A	u		34.8	p					6.3						5		10			0
Lisa Tauxe	This study	McMurdo	mc140c	mc140	mc140c1	mc140c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFP:DA-DIR-GEO	pmagpy-2.58	803	423	K					A	u		193.8	p					-12.5						9.2		10			0
Lisa Tauxe	This study	McMurdo	mc140d	mc140	mc140d1	mc140d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	273	K					A	u		343.7	l					-75						4.7		13			0
Lisa Tauxe	This study	McMurdo	mc140e	mc140	mc140e1	mc140e1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		320.2	l					-80.3						1.3		13			0
Lisa Tauxe	This study	McMurdo	mc140g	mc140	mc140g1	mc140g1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		356.6	l					-76.9						0.9		13			0
Lisa Tauxe	This study	McMurdo	mc140h	mc140	mc140h1	mc140h1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		345.8	l					-80.2						1.9		13			0
Lisa Tauxe	This study	McMurdo	mc140j	mc140	mc140j1	mc140j1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		347.5	l					-79.8						1.4		13			0
Lisa Tauxe	This study	McMurdo	mc141b	mc141	mc141b1	mc141b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		148.2	l					82.4						3.3		6			0
Lisa Tauxe	This study	McMurdo	mc141b	mc141	mc141b2	mc141b2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		155.4	l					84.2						1		13			0
Lisa Tauxe	This study	McMurdo	mc141c	mc141	mc141c1	mc141c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		148.4	l					82.8						4		6			0
Lisa Tauxe	This study	McMurdo	mc141g	mc141	mc141g1	mc141g1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		111.8	l					80.1						1.4		13			0
Lisa Tauxe	This study	McMurdo	mc141h	mc141	mc141h3	mc141h3-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		117.1	l					84.2						1		13			0
Lisa Tauxe	This study	McMurdo	mc141k	mc141	mc141k2	mc141k2-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0	T					A	u		110	l					81.3						3.2		13			0
Lisa Tauxe	This study	McMurdo	mc141l	mc141	mc141l1	mc141l1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		174.1	l					86.3						0.8		13			0
Lisa Tauxe	This study	McMurdo	mc142b	mc142	mc142b2	mc142b2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		313.8	l					85.2						0.9		13			0
Lisa Tauxe	This study	McMurdo	mc142c	mc142	mc142c1	mc142c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	523	K					A	u		329.9	l					87.5						4.2		10			0
Lisa Tauxe	This study	McMurdo	mc142c	mc142	mc142c2	mc142c2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		332.9	l					86.1						2		13			0
Lisa Tauxe	This study	McMurdo	mc142d	mc142	mc142d1	mc142d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		330.2	l					83.9						4.2		11			0
Lisa Tauxe	This study	McMurdo	mc142e	mc142	mc142e1	mc142e1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		310.8	l					86.6						1.9		13			0
Lisa Tauxe	This study	McMurdo	mc142e	mc142	mc142e2	mc142e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		304.8	l					86.7						2.5		12			0
Lisa Tauxe	This study	McMurdo	mc142f	mc142	mc142f2	mc142f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		284	l					85.4						3.2		12			0
Lisa Tauxe	This study	McMurdo	mc142i	mc142	mc142i2	mc142i2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		327.8	l					78.6						2.2		13			0
Lisa Tauxe	This study	McMurdo	mc142k	mc142	mc142k1	mc142k1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		307.9	l					83.2						2.1		13			0
Lisa Tauxe	This study	McMurdo	mc142k	mc142	mc142k2	mc142k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	843	473	K					A	u		283.9	l					81						2.5		13			0
Lisa Tauxe	This study	McMurdo	mc143a	mc143	mc143a1	mc143a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		27.9	l					-42.6						4.3		10			0
Lisa Tauxe	This study	McMurdo	mc143b	mc143	mc143b1	mc143b1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		32.9	l					-36.5						5.2		9			0
Lisa Tauxe	This study	McMurdo	mc143c	mc143	mc143c1	mc143c1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		33.3	l					-57.6						2.6		9			0
Lisa Tauxe	This study	McMurdo	mc143d	mc143	mc143d2	mc143d2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		27.7	l					-44.9						4.6		9			0
Lisa Tauxe	This study	McMurdo	mc143g	mc143	mc143g1	mc143g1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		31.5	l					-43.9						3		8			0
Lisa Tauxe	This study	McMurdo	mc143h	mc143	mc143h1	mc143h1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		30.7	l					-53.8						2.7		8			0
Lisa Tauxe	This study	McMurdo	mc143i	mc143	mc143i1	mc143i1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		28.2	l					-49						3.6		8			0
Lisa Tauxe	This study	McMurdo	mc144a	mc144	mc144a1	mc144a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		221.9	l					82.7						3.3		11			0
Lisa Tauxe	This study	McMurdo	mc144b	mc144	mc144b1	mc144b1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		205.6	l					82.8						1.8		11			0
Lisa Tauxe	This study	McMurdo	mc144d	mc144	mc144d1	mc144d1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		215.3	l					77.8						1.8		10			0
Lisa Tauxe	This study	McMurdo	mc144e	mc144	mc144e1	mc144e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	843	523	K					A	u		205.7	l					73.4						2.8		14			0
Lisa Tauxe	This study	McMurdo	mc144f	mc144	mc144f1	mc144f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	843	523	K					A	u		193.5	l					74.6						3.7		14			0
Lisa Tauxe	This study	McMurdo	mc144h	mc144	mc144h1	mc144h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		162.3	l					78.5						7.4		12			0
Lisa Tauxe	This study	McMurdo	mc144h	mc144	mc144h2	mc144h2-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		158.6	l					80.1						2.1		11			0
Lisa Tauxe	This study	McMurdo	mc144j	mc144	mc144j1	mc144j1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		179.6	l					84.4						2.1		11			0
Lisa Tauxe	This study	McMurdo	mc144j	mc144	mc144j2	mc144j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	813	623	K					A	u		106.6	p					-5.4						3.8		8			0
Lisa Tauxe	This study	McMurdo	mc144k	mc144	mc144k1	mc144k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		213	l					78.3						6.2		7			0
Lisa Tauxe	This study	McMurdo	mc145b	mc145	mc145b1	mc145b1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		25	l					4.2						3.7		13			0
Lisa Tauxe	This study	McMurdo	mc145f	mc145	mc145f1	mc145f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	833	423	K					A	u		35.6	l					3.8						4.6		13			0
Lisa Tauxe	This study	McMurdo	mc145i	mc145	mc145i1	mc145i1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		27.2	l					2.6						2.3		12			0
Lisa Tauxe	This study	McMurdo	mc145j	mc145	mc145j1	mc145j1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		26.5	l					-0.4						4.6		12			0
Lisa Tauxe	This study	McMurdo	mc145k	mc145	mc145k2	mc145k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	848	273	K					A	u		29.4	l					1.6						3		17			0
Lisa Tauxe	This study	McMurdo	mc145l	mc145	mc145l1	mc145l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	848	273	K					A	u		27.8	l					4.5						3.4		17			0
Lisa Tauxe	This study	McMurdo	mc146a	mc146	mc146a1	mc146a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		252.5	l					62.3						2		10			0
Lisa Tauxe	This study	McMurdo	mc146d	mc146	mc146d1	mc146d1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		257	l					62.7						1.8		11			0
Lisa Tauxe	This study	McMurdo	mc146e	mc146	mc146e1	mc146e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	838	423	K					A	u		219.1	l					65.9						1.7		14			0
Lisa Tauxe	This study	McMurdo	mc146f	mc146	mc146f1	mc146f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	838	473	K					A	u		222.6	l					65						2		13			0
Lisa Tauxe	This study	McMurdo	mc146h	mc146	mc146h1	mc146h1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		238.4	l					56.6						2.7		10			0
Lisa Tauxe	This study	McMurdo	mc146j	mc146	mc146j1	mc146j1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.04	T					A	u		230.2	l					59.8						1.9		8			0
Lisa Tauxe	This study	McMurdo	mc146j	mc146	mc146j2	mc146j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	823	523	K					A	u		19.2	p					21.9						9.5		10			0
Lisa Tauxe	This study	McMurdo	mc146k	mc146	mc146k1	mc146k1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		232.3	l					57.5						1.8		10			0
Lisa Tauxe	This study	McMurdo	mc147a	mc147	mc147a1	mc147a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		221.9	l					65.2						3.8		7			0
Lisa Tauxe	This study	McMurdo	mc147c	mc147	mc147c1	mc147c1-LP-DIR-AF	LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		219.8	l					68.9						1.7		12			0
Lisa Tauxe	This study	McMurdo	mc147i	mc147	mc147i1	mc147i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	673	K					A	u		214	l					67.1						3		7			0
Lisa Tauxe	This study	McMurdo	mc147j	mc147	mc147j2	mc147j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		229.5	l					66.9						2.1		11			0
Lisa Tauxe	This study	McMurdo	mc147k	mc147	mc147k2	mc147k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	473	K					A	u		215.2	l					68.6						2.1		11			0
Lisa Tauxe	This study	McMurdo	mc148a	mc148	mc148a1	mc148a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		293.1	l					-81.4						1.9		13			0
Lisa Tauxe	This study	McMurdo	mc148b	mc148	mc148b1	mc148b1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		212.8	l					-86.9						1.8		13			0
Lisa Tauxe	This study	McMurdo	mc148f	mc148	mc148f1	mc148f1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		241.8	l					-83.7						0.8		13			0
Lisa Tauxe	This study	McMurdo	mc148i	mc148	mc148i1	mc148i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	843	523	K					A	u		281	l					-75.2						2.8		13			0
Lisa Tauxe	This study	McMurdo	mc148j	mc148	mc148j1	mc148j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	843	698	K					A	u		297.9	l					-72.9						1.9		9			0
Lisa Tauxe	This study	McMurdo	mc148k	mc148	mc148k1	mc148k1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		286.6	l					-76.7						1.9		13			0
Lisa Tauxe	This study	McMurdo	mc149a	mc149	mc149a1	mc149a1-LP-DIR-AF	LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		52.3	l					44.9						1.2		13			0
