tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_names	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_int	site_int_n	site_int_sigma	site_int_sigma_perc	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
Lisa Tauxe	This study	McMurdo		mc203	mc203a1 : mc203c1 : mc203d1 : mc203g1 : mc203h1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.8	A	137	Direction included in Pmag_Results.	77.1	4	4	Ma					1785.1	5	5	0	r	4.9978	0
Lisa Tauxe	This study	McMurdo		mc204	mc204a1 : mc204c1 : mc204h1 : mc204k1 : mc204l1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	99.4	Direction included in Pmag_Results.	-75.8	0.04	0.05	Ma					586.7	5	5	0	n	4.9932	0
Lisa Tauxe	This study	McMurdo		mc205	mc205a1 : mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.3	A	284.7	Direction included in Pmag_Results.	-34.6	0.368	0.01	Ma					1716.6	9	7	2	t	8.9959	0
Lisa Tauxe	This study	McMurdo		mc206	mc206a1 : mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.3	A	327.6	Direction included in Pmag_Results.	-32	0.5	0.5	Ma					217.6	10	8	2	t	9.9632	0
Lisa Tauxe	This study	McMurdo		mc207	mc207a1 : mc207d1 : mc207g2 : mc207h2 : mc207k2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.3	A	46.8	Direction included in Pmag_Results.	-70.6	4	4	Ma					313.2	5	5	0	n	4.9872	0
Lisa Tauxe	This study	McMurdo		mc208	mc208a1 : mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.9	A	38.1	Direction included in Pmag_Results.	-66.6	4	4	Ma					315.1	6	5	1	n	5.9857	0
Lisa Tauxe	This study	McMurdo		mc209	mc209a1 : mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.2	A	60.3	Direction included in Pmag_Results.	-61.6	4	4	Ma					979.8	6	5	1	n	5.9954	0
Lisa Tauxe	This study	McMurdo		mc21	mc21a : mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	329.7	Direction included in Pmag_Results.	79.3	4	4	Ma					309.1	8	8	0	r	7.9774	0
Lisa Tauxe	This study	McMurdo		mc210	mc210a2 : mc210b2 : mc210c2 : mc210e1 : mc210i2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.9	A	50	Direction included in Pmag_Results.	-69.5	4	4	Ma					1627.2	5	5	0	n	4.9975	0
Lisa Tauxe	This study	McMurdo		mc211	mc211a1 : mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.5	A	5	Direction included in Pmag_Results.	-56	4	4	Ma					604.2	7	7	0	n	6.9901	0
Lisa Tauxe	This study	McMurdo		mc212	mc212a1 : mc212b2 : mc212c2 : mc212d2 : mc212g2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.2	A	43.6	Direction included in Pmag_Results.	19.2	2.6	0.15	Ma					1207.4	5	5	0	t	4.9967	0
Lisa Tauxe	This study	McMurdo		mc213	mc213e2 : mc213f2 : mc213g2 : mc213h2 : mc213i2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.3	A	180.6	Direction included in Pmag_Results.	70.7	2.5	2.5	Ma					323.6	5	5	0	r	4.9876	0
Lisa Tauxe	This study	McMurdo		mc214	mc214a2 : mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1	A	177.5	Direction included in Pmag_Results.	77.4	2.5	2.5	Ma					2549	10	10	0	r	9.9965	0
Lisa Tauxe	This study	McMurdo		mc215	mc215a1 : mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.1	A	341.2	Direction included in Pmag_Results.	-79.2	0.342	0.01	Ma					590.4	9	8	1	n	8.9873	0
Lisa Tauxe	This study	McMurdo		mc216	mc216a2 : mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5.8	A	345.1	Direction included in Pmag_Results.	-45.2	0.508	0.01	Ma					135.2	6	6	0	n	5.963	0
Lisa Tauxe	This study	McMurdo		mc217	mc217a2 : mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.5	A	285	Direction included in Pmag_Results.	-71.5	0.157	0.005	Ma					129.7	9	9	0	n	8.9383	0
Lisa Tauxe	This study	McMurdo		mc218	mc218b2 : mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5.8	A	348.6	Direction included in Pmag_Results.	-82	0.026	0.005	Ma					108.2	7	7	0	n	6.9446	0
Lisa Tauxe	This study	McMurdo		mc219	mc219a1 : mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.8	A	226.9	Direction included in Pmag_Results.	75.2	1.334	0.122	Ma					862.2	9	9	0	r	8.9907	0
Lisa Tauxe	This study	McMurdo		mc220	mc220a1 : mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.1	A	21.9	Direction included in Pmag_Results.	-82.9	0.531	0.02	Ma					516.1	10	10	0	n	9.9826	0
Lisa Tauxe	This study	McMurdo		mc221	mc221b1 : mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	275.7	Direction included in Pmag_Results.	-82.8	0.121	0.005	Ma					470.3	6	5	1	n	5.9904	0
Lisa Tauxe	This study	McMurdo		mc222	mc222a1 : mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.1	A	190.4	Direction included in Pmag_Results.	-52.7	0.11	0.006	Ma					273.9	6	5	1	t	5.9836	0
Lisa Tauxe	This study	McMurdo		mc223	mc223a1 : mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.7	A	73.2	Direction included in Pmag_Results.	-85.6	0.378	0.014	Ma					327.9	10	10	0	n	9.9726	0
Lisa Tauxe	This study	McMurdo		mc224	mc224a1 : mc224b2 : mc224c2 : mc224e2 : mc224f2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.5	A	190.2	Direction included in Pmag_Results.	-61.6	0.033	0.006	Ma					927.2	5	5	0	t	4.9957	0
Lisa Tauxe	This study	McMurdo		mc225	mc225a1 : mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.9	A	114.6	Direction included in Pmag_Results.	-74.8	0.057	0.005	Ma					928.1	8	5	3	n	7.9941	0
Lisa Tauxe	This study	McMurdo		mc226	mc226a1 : mc226b2 : mc226d2 : mc226f2 : mc226g2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.6	A	17.9	Direction included in Pmag_Results.	-51.8	0.243	0.001	Ma					2216.5	5	5	0	n	4.9982	0
Lisa Tauxe	This study	McMurdo		mc227	mc227b2 : mc227c2 : mc227d2 : mc227f2 : mc227h2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	1.4	A	220.3	Direction included in Pmag_Results.	60.3	4.5	0.3	Ma					2807.9	5	5	0	r	4.9986	0
Lisa Tauxe	This study	McMurdo		mc228	mc228a1 : mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.9	A	217.5	Direction included in Pmag_Results.	63.9	2.5	2.5	Ma					276.7	10	10	0	r	9.9675	0
Lisa Tauxe	This study	McMurdo		mc229	mc229a2 : mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3	A	100	Direction included in Pmag_Results.	73	1.07	0.09	Ma					346.4	8	8	0	r	7.9798	0
Lisa Tauxe	This study	McMurdo		mc26	mc26a : mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.8	A	13.4	Direction included in Pmag_Results.	-55.8	4	4	Ma					217.7	8	8	0	n	7.9678	0
Lisa Tauxe	This study	McMurdo		mc28	mc28a : mc28b : mc28c : mc28d : mc28f : mc28g : mc28h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	6.7	A	80.4	Direction included in Pmag_Results.	-84.1	0.06	0.003	Ma					82.1	7	7	0	n	6.9269	0
Lisa Tauxe	This study	McMurdo		mc29	mc29a : mc29b : mc29c : mc29e : mc29f : mc29g : mc29h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3	A	12	Direction included in Pmag_Results.	-78.7	0.18	0.04	Ma					395.5	7	7	0	n	6.9848	0
Lisa Tauxe	This study	McMurdo		mc30	mc30a : mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.7	A	242.7	Direction included in Pmag_Results.	68.3	4	4	Ma					141.2	8	8	0	r	7.9504	0
Lisa Tauxe	This study	McMurdo		mc31	mc31b : mc31c : mc31d : mc31f : mc31h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	298.7	Direction included in Pmag_Results.	-86.1	4	4	Ma					586.8	5	5	0	n	4.9932	0
Lisa Tauxe	This study	McMurdo		mc32	mc32a : mc32b : mc32d : mc32e : mc32f : mc32g : mc32h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	265	Direction included in Pmag_Results.	-74.6	4	4	Ma					346.5	7	7	0	n	6.9827	0
Lisa Tauxe	This study	McMurdo		mc33	mc33a : mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3	A	9.6	Direction included in Pmag_Results.	-75.7	4	4	Ma					349.4	8	8	0	n	7.98	0
Lisa Tauxe	This study	McMurdo		mc34	mc34a : mc34b : mc34c : mc34d : mc34e : mc34f : mc34h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.4	A	279	Direction included in Pmag_Results.	-81.4	4	4	Ma					309.9	7	7	0	n	6.9806	0
Lisa Tauxe	This study	McMurdo		mc35	mc35a : mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.4	A	293.6	Direction included in Pmag_Results.	-84	0.12	0.01	Ma					273	8	8	0	n	7.9744	0
Lisa Tauxe	This study	McMurdo		mc36	mc36a : mc36b : mc36d : mc36e : mc36f : mc36g : mc36h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5	A	349.1	Direction included in Pmag_Results.	-83	0.12	0.01	Ma					149.2	7	7	0	n	6.9598	0
Lisa Tauxe	This study	McMurdo		mc37	mc37a : mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.2	A	210.6	Direction included in Pmag_Results.	82.2	4.47	0.02	Ma					300.6	8	8	0	r	7.9767	0
Lisa Tauxe	This study	McMurdo		mc38	mc38a : mc38b : mc38c : mc38e : mc38f : mc38g : mc38h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	3.8	A	296.5	Direction included in Pmag_Results.	-78	4	4	Ma					258.4	7	7	0	n	6.9768	0
Lisa Tauxe	This study	McMurdo		mc39	mc39a : mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.1	A	263.1	Direction included in Pmag_Results.	-85.9	0.084	0.004	Ma					188	8	7	1	n	7.9654	0
Lisa Tauxe	This study	McMurdo		mc40	mc40a : mc40b : mc40c : mc40e : mc40f : mc40g : mc40h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5.1	A	192.7	Direction included in Pmag_Results.	-83.1	4	4	Ma					140.5	7	7	0	n	6.9573	0
Lisa Tauxe	This study	McMurdo		mc41	mc41b : mc41c : mc41d : mc41e : mc41f : mc41h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	6.3	A	270.9	Direction included in Pmag_Results.	-78.1	0.28	0.01	Ma					114.5	6	6	0	n	5.9563	0
Lisa Tauxe	This study	McMurdo		mc43	mc43a : mc43b : mc43c : mc43e : mc43f : mc43g	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5.1	A	291.8	Direction included in Pmag_Results.	-87.8	4	4	Ma					177.1	6	5	1	n	5.9746	0
Lisa Tauxe	This study	McMurdo		mc44	mc44a : mc44b : mc44c : mc44d : mc44e : mc44f : mc44g : mc44h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.5	A	324.2	Direction included in Pmag_Results.	-73.9	4	4	Ma					153.2	8	8	0	n	7.9543	0
Lisa Tauxe	This study	McMurdo		mc48	mc48b : mc48c : mc48d : mc48e : mc48f : mc48g : mc48h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	4.8	A	77	Direction included in Pmag_Results.	-56.6	4	4	Ma					165.4	7	6	1	n	6.9668	0
Lisa Tauxe	This study	McMurdo		mc49	mc49a : mc49b : mc49d : mc49e : mc49g : mc49h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	5.7	A	157	Direction included in Pmag_Results.	75	1.14	0.01	Ma					140.2	6	6	0	r	5.9643	0
Lisa Tauxe	This study	McMurdo		mc50	mc50a : mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h	DE-FM:DA-DIR-GEO	pmagpy-2.60	DE-SPEC	2.6	A	191.3	Direction included in Pmag_Results.	71.4	1.9	0.05	Ma					458.9	8	8	0	r	7.9847	0
Lisa Tauxe	This study	McMurdo	mc01a : mc01b : mc01d : mc01g	mc01	mc01a : mc01b : mc01d : mc01g	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						1.18	0.005	Ma	0.00001654	4	0.000003374	20.4							
Lisa Tauxe	This study	McMurdo	mc08a : mc08b : mc08g	mc08	mc08a : mc08b : mc08g	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.65	0.025	Ma	0.00004336	3	0.000001508	3.479							
Lisa Tauxe	This study	McMurdo	mc09a : mc09b : mc09d	mc09	mc09a : mc09b : mc09d	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.074	0.0075	Ma	0.0000271	3	0.000001007	3.715							
Lisa Tauxe	This study	McMurdo	mc10d	mc10	mc10d	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00003737	1	0	0							
Lisa Tauxe	This study	McMurdo	mc103e	mc103	mc103e1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						1.421	0.015	Ma	0.000021	1	0	0							
Lisa Tauxe	This study	McMurdo	mc105a : mc105c : mc105d : mc105j	mc105	mc105a2 : mc105c1 : mc105d1 : mc105j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.86	0.035	Ma	0.00002862	4	0.000001917	6.697							
Lisa Tauxe	This study	McMurdo	mc107e	mc107	mc107e2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						2.57	0.19	Ma	0.00001524	1	0	0							
Lisa Tauxe	This study	McMurdo	mc109a : mc109c : mc109d	mc109	mc109a1 : mc109c1 : mc109d1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.261	0.02	Ma	0.0000348	3	0.000001152	3.309							
Lisa Tauxe	This study	McMurdo	mc11b : mc11c : mc11e	mc11	mc11b : mc11c : mc11e	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00004328	3	0.00001135	26.23							
Lisa Tauxe	This study	McMurdo	mc111d : mc111e	mc111	mc111d2 : mc111e2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.99	0.02	Ma	0.0000279	2	0.0000004299	1.541							
Lisa Tauxe	This study	McMurdo	mc113j : mc113m	mc113	mc113j1 : mc113m1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		6.73	0.085	Ma	0.00001182	2	0.000000454	3.842							
Lisa Tauxe	This study	McMurdo	mc115a : mc115b	mc115	mc115a2 : mc115b1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		2.46	0.155	Ma	0.00002461	2	0.0000004299	1.747							
Lisa Tauxe	This study	McMurdo	mc116b : mc116j	mc116	mc116b1 : mc116j2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.14	0.055	Ma	0.00003977	2	0.000001761	4.427							
Lisa Tauxe	This study	McMurdo	mc117a : mc117b : mc117d : mc117e	mc117	mc117a1 : mc117b1 : mc117d2 : mc117e2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		2.28	0.12	Ma	0.00002641	4	0.0000007253	2.747							
Lisa Tauxe	This study	McMurdo	mc119a : mc119b : mc119d : mc119e : mc119f	mc119	mc119a1 : mc119b1 : mc119d2 : mc119e2 : mc119f2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.08	0.11	Ma	0.00004097	5	0.000001947	4.753							
Lisa Tauxe	This study	McMurdo	mc120a : mc120b : mc120b : mc120c : mc120f	mc120	mc120a1 : mc120b1 : mc120b2 : mc120c1 : mc120f1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.756	0.025	Ma	0.00002432	5	0.0000007249	2.981							
Lisa Tauxe	This study	McMurdo	mc121c : mc121d : mc121e : mc121f : mc121g : mc121k : mc121k	mc121	mc121c1 : mc121d1 : mc121e1 : mc121f2 : mc121g1 : mc121k1 : mc121k2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	IE-SPEC						2.505	0.03	Ma	0.00002466	7	0.000007086	28.73							
Lisa Tauxe	This study	McMurdo	mc123a : mc123b : mc123b : mc123c	mc123	mc123a2 : mc123b1 : mc123b2 : mc123c3	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.93	0.025	Ma	0.00003004	4	0.000002256	7.511							
Lisa Tauxe	This study	McMurdo	mc125i	mc125	mc125i1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						4.26	0.09	Ma	0.00002592	1	0	0							
Lisa Tauxe	This study	McMurdo	mc127a : mc127c	mc127	mc127a2 : mc127c1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.942	0.034	Ma	0.00003849	2	0.000001522	3.954							
Lisa Tauxe	This study	McMurdo	mc128b : mc128c : mc128j	mc128	mc128b2 : mc128c2 : mc128j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.00003429	3	0.000002688	7.839							
Lisa Tauxe	This study	McMurdo	mc13a : mc13b : mc13c	mc13	mc13a : mc13b : mc13c	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.055	0.005	Ma	0.00003041	3	0.000002177	7.158							
Lisa Tauxe	This study	McMurdo	mc131b : mc131c : mc131d : mc131e : mc131g	mc131	mc131b1 : mc131c2 : mc131d2 : mc131e1 : mc131g1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.00001679	5	0.0000008907	5.304							
Lisa Tauxe	This study	McMurdo	mc132e : mc132f : mc132g : mc132h : mc132i : mc132j : mc132k	mc132	mc132e2 : mc132f2 : mc132g2 : mc132h2 : mc132i2 : mc132j1 : mc132k1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.000003294	7	0.0000001438	4.365							
Lisa Tauxe	This study	McMurdo	mc133f : mc133g	mc133	mc133f1 : mc133g1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		4	4	Ma	0.0000463	2	0.000003454	7.46							
Lisa Tauxe	This study	McMurdo	mc135c	mc135	mc135c2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00004108	1	0	0							
Lisa Tauxe	This study	McMurdo	mc139c	mc139	mc139c1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						0.882	0.04	Ma	0.00001976	1	0	0							
Lisa Tauxe	This study	McMurdo	mc14b : mc14d : mc14h	mc14	mc14b : mc14d : mc14h	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	IE-SPEC						4	4	Ma	0.00006945	3	0.00001431	20.61							
Lisa Tauxe	This study	McMurdo	mc140a : mc140b : mc140c : mc140d	mc140	mc140a1 : mc140b1 : mc140c1 : mc140d1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						2.043	0.045	Ma	0.00001746	4	0.000002706	15.5							
Lisa Tauxe	This study	McMurdo	mc142c : mc142d : mc142k	mc142	mc142c1 : mc142d1 : mc142k2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	IE-SPEC						1.225	0.01	Ma	0.00001563	3	0.00000274	17.54							
Lisa Tauxe	This study	McMurdo	mc144e : mc144f : mc144h : mc144k	mc144	mc144e1 : mc144f1 : mc144h1 : mc144k1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC						1.25	0.5	Ma	0.00001425	4	0.000005946	41.73							
Lisa Tauxe	This study	McMurdo	mc145c : mc145f : mc145k : mc145l	mc145	mc145c2 : mc145f1 : mc145k2 : mc145l1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.9	0.06	Ma	0.000006942	4	0.0000002155	3.105							
Lisa Tauxe	This study	McMurdo	mc146e : mc146f	mc146	mc146e1 : mc146f1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.37	0.21	Ma	0.00001721	2	0.0000007085	4.118							
Lisa Tauxe	This study	McMurdo	mc147a : mc147i : mc147j : mc147k	mc147	mc147a1 : mc147i1 : mc147j2 : mc147k2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.63	0.16	Ma	0.00002277	4	0.000002539	11.15							
Lisa Tauxe	This study	McMurdo	mc148d : mc148i : mc148j	mc148	mc148d1 : mc148i1 : mc148j1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		0.718	0.33	Ma	0.00005156	3	0.000001558	3.021							
Lisa Tauxe	This study	McMurdo	mc15b : mc15c : mc15h	mc15	mc15b : mc15c : mc15h	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT:DA-AC-AARM	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		1.33	0.01	Ma	0.00002802	3	0.000002569	9.167							
Lisa Tauxe	This study	McMurdo	mc153c	mc153	mc153c1	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.60	IE-SPEC						2.53	0.065	Ma	0.00003448	1	0	0							
Lisa Tauxe	This study	McMurdo	mc154a : mc154j	mc154	mc154a2 : mc154j2	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	IE-SPEC				Intensity included in Pmag_Results.		2.19	0.04	Ma	0.00000797	2	0.0000009535	11.96							
