tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Snake River	sr29g	sr29	sr29g1	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.480e+02	4.730e+02	K		A	u	0.6	150.0		l	30.9	1.3	10	-1
	This study	Snake River	sr29g	sr29	sr29g2	sr29g2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	6.000e-02	T		A	u	0.9	151.0		l	29.1	2.7	7	-1
	This study	Snake River	sr29h	sr29	sr29h1	sr29h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	0.7	150.1		l	41.4	1.7	9	-1
	This study	Snake River	sr30a	sr30	sr30a1	sr30a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	2.2	183.6		l	48.5	2.1	9	-1
	This study	Snake River	sr30a	sr30	sr30a2	sr30a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.480e+02	4.730e+02	K		A	u	1.7	187.1		l	50.3	1.8	10	-1
	This study	Snake River	sr30b	sr30	sr30b2	sr30b2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	3.000e-02	T		A	u	0.8	225.2		l	71.1	0.9	9	-1
	This study	Snake River	sr30c	sr30	sr30c1	sr30c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	0.6	197.7		l	35.2	1.9	9	-1
	This study	Snake River	sr30d	sr30	sr30d2	sr30d2-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	3.730e+02	K		A	u	0.3	186.6		l	32.3	4.0	12	-1
	This study	Snake River	sr30e	sr30	sr30e1	sr30e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	6.730e+02	K		A	u	0.4	203.6		l	33.4	2.2	5	-1
	This study	Snake River	sr30i	sr30	sr30i1	sr30i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	5.230e+02	K		A	u	1.2	212.2		l	40.8	1.3	8	-1
	This study	Snake River	sr31a	sr31	sr31a1	sr31a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	0.8	93.0		l	86.0	0.6	9	-1
	This study	Snake River	sr31a	sr31	sr31a2	sr31a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.480e+02	4.730e+02	K		A	u	0.6	104.4		l	85.5	1.6	10	-1
	This study	Snake River	sr31b	sr31	sr31b1	sr31b1-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.980e+02	7.230e+02	K		A	u	0.3	356.2		l	70.2	0.5	8	-1
	This study	Snake River	sr31b	sr31	sr31b3	sr31b3-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.480e+02	4.730e+02	K		A	u	0.5	360.0		l	69.8	0.8	10	-1
	This study	Snake River	sr31c	sr31	sr31c1	sr31c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	0.5	75.0		l	74.8	1.3	9	-1
	This study	Snake River	sr31d	sr31	sr31d1	sr31d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	5.730e+02	K		A	u	0.4	307.2		l	73.1	0.8	7	-1
	This study	Snake River	sr31f	sr31	sr31f1	sr31f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	6.730e+02	K		A	u	1.2	215.6		l	63.3	1.5	5	-1
	This study	Snake River	sr31h	sr31	sr31h2	sr31h2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.600e-01	3.000e-02	T		A	u	0.3	218.9		l	30.2	0.9	8	-1
	This study	Snake River	sr34a	sr34	sr34a1	sr34a1-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.730e+02	7.480e+02	K		A	u	0.2	41.2		l	-33.0	0.7	6	-1
	This study	Snake River	sr34b	sr34	sr34b1	sr34b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	7.730e+02	K		A	u	0.9	39.9		l	-33.9	1.2	3	-1
	This study	Snake River	sr34c	sr34	sr34c1	sr34c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	1.3	57.2		l	-40.8	2.9	9	-1
	This study	Snake River	sr34f	sr34	sr34f2	sr34f2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	0.9	75.1		l	-47.4	0.6	8	-1
	This study	Snake River	sr34f	sr34	sr34f3	sr34f3-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI		LP-DIR-T:DE-BFP	pmagpy-2.132	8.480e+02	2.730e+02	K		A	u	90.0	115.6		p	37.6	4.9	13	-1
	This study	Snake River	sr34i	sr34	sr34i3	sr34i3-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	1.4	295.4		l	-52.0	1.5	8	-1
	This study	Snake River	sr34j	sr34	sr34j1	sr34j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	5.730e+02	K		A	u	1.2	320.1		l	-40.9	1.0	7	-1
	This study	Snake River	sr34k	sr34	sr34k1	sr34k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	6.230e+02	K		A	u	2.0	296.7		l	-43.6	2.8	6	-1
	This study	Snake River	sr36a	sr36	sr36a2	sr36a2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	8.000e-02	T		A	u	1.9	31.4		l	-70.4	0.8	6	-1
	This study	Snake River	sr36b	sr36	sr36b1	sr36b1-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	1.0	25.6		l	-41.8	1.1	8	-1
	This study	Snake River	sr36c	sr36	sr36c1	sr36c1-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	2.000e-02	T		A	u	2.3	3.1		l	-43.9	3.9	10	-1
	This study	Snake River	sr36d	sr36	sr36d1	sr36d1-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	6.6	9.2		l	-19.6	2.2	8	-1
	This study	Snake River	sr36d	sr36	sr36d2	sr36d2-LP-DIR-T		LP-DIR-T:DE-BFP	pmagpy-2.132	8.480e+02	2.730e+02	K		A	u	90.0	98.2		p	15.9	8.9	14	-1
	This study	Snake River	sr36e	sr36	sr36e1	sr36e1-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	4.5	351.9		l	-34.3	4.0	8	-1
	This study	Snake River	sr36i	sr36	sr36i2	sr36i2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	1.9	347.5		l	-34.4	2.5	8	-1
	This study	Snake River	sr37a	sr37	sr37a2	sr37a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.230e+02	K		A	u	1.6	39.5		l	-11.4	4.5	10	-1
	This study	Snake River	sr37b	sr37	sr37b1	sr37b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	3.730e+02	K		A	u	6.2	41.0		l	-13.2	16.0	11	-1
	This study	Snake River	sr37g	sr37	sr37g2	sr37g2-LP-DIR-AF		LP-DIR-AF:DE-BFP	pmagpy-2.132	1.800e-01	2.000e-02	T		A	u	90.0	3.6		p	31.0	6.4	10	-1
	This study	Snake River	sr37i	sr37	sr37i2	sr37i2-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.730e+02	6.230e+02	K		A	u	0.8	34.2		l	-22.2	3.7	9	-1
	This study	Snake River	sr37j	sr37	sr37j1	sr37j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.730e+02	4.230e+02	K		A	u	0.6	45.1		l	-38.6	1.2	12	-1
	This study	Snake River	sr37j	sr37	sr37j2	sr37j2-LP-DIR-AF		LP-DIR-AF:DE-BFP	pmagpy-2.132	1.800e-01	0.000e+00	T		A	u	90.0	353.5		p	36.7	3.7	12	-1
	This study	Snake River	sr39a	sr39	sr39a1	sr39a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	6.730e+02	K		A	u	1.9	40.4		l	-46.1	1.5	5	-1
	This study	Snake River	sr39b	sr39	sr39b1	sr39b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	7.230e+02	K		A	u	2.4	45.9		l	1.6	2.0	4	-1
	This study	Snake River	sr39c	sr39	sr39c1	sr39c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	4.730e+02	K		A	u	4.1	48.9		l	-11.2	8.2	9	-1
	This study	Snake River	sr39g	sr39	sr39g3	sr39g3-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	3.000e-02	T		A	u	0.8	38.0		l	-13.6	1.2	9	-1
	This study	Snake River	sr39h	sr39	sr39h3	sr39h3-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	1.000e-02	T		A	u	0.9	32.8		l	19.5	1.9	11	-1
	This study	Snake River	sr39i	sr39	sr39i1	sr39i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.730e+02	5.730e+02	K		A	u	1.0	43.2		l	14.2	1.8	9	-1
	This study	Snake River	sr39j	sr39	sr39j2	sr39j2-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	9.230e+02	7.980e+02	K		A	u	0.4	44.0		l	-15.2	0.4	6	-1
	This study	Snake River	sr40a	sr40	sr40a1	sr40a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	2.730e+02	3.730e+02	K		A	u	3.4	28.6		l	-30.0	5.2	11	-1
	This study	Snake River	sr40c	sr40	sr40c2	sr40c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	3.730e+02	K		A	u	4.5	45.2		l	-56.1	4.2	11	-1
	This study	Snake River	sr40d	sr40	sr40d1	sr40d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	2.730e+02	K		A	u	4.4	34.4		l	-41.8	9.3	12	-1
	This study	Snake River	sr40e	sr40	sr40e1	sr40e1-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.730e+02	6.730e+02	K		A	u	0.1	36.9		l	-57.9	3.4	8	-1
	This study	Snake River	sr40f	sr40	sr40f3	sr40f3-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	4.000e-02	T		A	u	4.4	29.4		l	-38.6	1.9	8	-1
	This study	Snake River	sr40g	sr40	sr40g1	sr40g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	6.730e+02	K		A	u	3.5	60.8		l	-58.3	3.9	5	-1
	This study	Snake River	sr42b	sr42	sr42b1	sr42b1-LP-DIR-T		LP-DIR-T:DE-BFL	pmagpy-2.132	8.230e+02	3.730e+02	K		A	u	0.8	220.1		l	25.8	1.8	12	-1
	This study	Snake River	sr42c	sr42	sr42c3	sr42c3-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.000e-01	1.000e-02	T		A	u	1.0	276.5		l	60.2	0.6	7	-1
	This study	Snake River	sr42f	sr42	sr42f2	sr42f2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.800e-01	3.000e-02	T		A	u	0.6	104.6		l	61.0	1.5	9	-1
	This study	Snake River	sr42h	sr42	sr42h2	sr42h2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.600e-01	3.000e-02	T		A	u	0.3	322.6		l	70.3	1.0	8	-1
	This study	Snake River	sr42j	sr42	sr42j2	sr42j2-LP-DIR-AF		LP-DIR-AF:DE-BFL	pmagpy-2.132	1.000e-01	3.000e-02	T		A	u	0.7	197.4		l	54.0	0.7	5	-1
