tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	external_database_ids	external_database_names	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-110.00	318-U1359B-005H_2A-110.00	318-U1359B-005H_2A-110.00	""	LIMS	318-U1359B-005H_2A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	325.1		g	83.4	2.474e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-110.00	318-U1359B-005H_2A-110.00	318-U1359B-005H_2A-110.00	""	LIMS	318-U1359B-005H_2A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	339.9		g	54.4	2.906e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-115.00	318-U1359B-005H_2A-115.00	318-U1359B-005H_2A-115.00	""	LIMS	318-U1359B-005H_2A-115.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	323.5		g	85.2	2.951e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-115.00	318-U1359B-005H_2A-115.00	318-U1359B-005H_2A-115.00	""	LIMS	318-U1359B-005H_2A-115.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	347.4		g	60.5	2.858e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-120.00	318-U1359B-005H_2A-120.00	318-U1359B-005H_2A-120.00	""	LIMS	318-U1359B-005H_2A-120.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	22.7		g	83.2	4.102e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-120.00	318-U1359B-005H_2A-120.00	318-U1359B-005H_2A-120.00	""	LIMS	318-U1359B-005H_2A-120.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	357.2		g	66.9	3.051e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-125.00	318-U1359B-005H_2A-125.00	318-U1359B-005H_2A-125.00	""	LIMS	318-U1359B-005H_2A-125.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	48		g	81.6	5.570e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-125.00	318-U1359B-005H_2A-125.00	318-U1359B-005H_2A-125.00	""	LIMS	318-U1359B-005H_2A-125.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	14.7		g	62.3	3.698e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-130.00	318-U1359B-005H_2A-130.00	318-U1359B-005H_2A-130.00	""	LIMS	318-U1359B-005H_2A-130.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	331.9		g	82.4	5.183e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-130.00	318-U1359B-005H_2A-130.00	318-U1359B-005H_2A-130.00	""	LIMS	318-U1359B-005H_2A-130.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	1.1		g	38.9	4.061e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-135.00	318-U1359B-005H_2A-135.00	318-U1359B-005H_2A-135.00	""	LIMS	318-U1359B-005H_2A-135.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	347.1		g	79.4	2.818e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-135.00	318-U1359B-005H_2A-135.00	318-U1359B-005H_2A-135.00	""	LIMS	318-U1359B-005H_2A-135.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	351.7		g	38.7	2.459e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-140.00	318-U1359B-005H_2A-140.00	318-U1359B-005H_2A-140.00	""	LIMS	318-U1359B-005H_2A-140.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	11		g	82.8	1.737e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-140.00	318-U1359B-005H_2A-140.00	318-U1359B-005H_2A-140.00	""	LIMS	318-U1359B-005H_2A-140.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	1.9		g	63.2	1.816e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-145.00	318-U1359B-005H_2A-145.00	318-U1359B-005H_2A-145.00	""	LIMS	318-U1359B-005H_2A-145.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	218.3		g	82.3	6.404e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-145.00	318-U1359B-005H_2A-145.00	318-U1359B-005H_2A-145.00	""	LIMS	318-U1359B-005H_2A-145.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	356.3		g	59.1	8.101e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-15.00	318-U1359B-005H_2A-15.00	318-U1359B-005H_2A-15.00	""	LIMS	318-U1359B-005H_2A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	245.4		g	77.9	2.950e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-15.00	318-U1359B-005H_2A-15.00	318-U1359B-005H_2A-15.00	""	LIMS	318-U1359B-005H_2A-15.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	283.1		g	27.4	2.463e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-150.00	318-U1359B-005H_2A-150.00	318-U1359B-005H_2A-150.00	""	LIMS	318-U1359B-005H_2A-150.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	189.3		g	73.1	1.170e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-150.00	318-U1359B-005H_2A-150.00	318-U1359B-005H_2A-150.00	""	LIMS	318-U1359B-005H_2A-150.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	185		g	31.4	3.550e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-20.00	318-U1359B-005H_2A-20.00	318-U1359B-005H_2A-20.00	""	LIMS	318-U1359B-005H_2A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	221.1		g	75.4	3.339e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-20.00	318-U1359B-005H_2A-20.00	318-U1359B-005H_2A-20.00	""	LIMS	318-U1359B-005H_2A-20.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	238		g	18.7	5.868e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-25.00	318-U1359B-005H_2A-25.00	318-U1359B-005H_2A-25.00	""	LIMS	318-U1359B-005H_2A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	197.4		g	78.7	3.255e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-25.00	318-U1359B-005H_2A-25.00	318-U1359B-005H_2A-25.00	""	LIMS	318-U1359B-005H_2A-25.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	186.9		g	-5.91E1	2.697e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-30.00	318-U1359B-005H_2A-30.00	318-U1359B-005H_2A-30.00	""	LIMS	318-U1359B-005H_2A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	191.6		g	80.1	3.053e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-30.00	318-U1359B-005H_2A-30.00	318-U1359B-005H_2A-30.00	""	LIMS	318-U1359B-005H_2A-30.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	191.6		g	-6.72E1	1.050e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-35.00	318-U1359B-005H_2A-35.00	318-U1359B-005H_2A-35.00	""	LIMS	318-U1359B-005H_2A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	345.6		g	81.6	4.156e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-35.00	318-U1359B-005H_2A-35.00	318-U1359B-005H_2A-35.00	""	LIMS	318-U1359B-005H_2A-35.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	62.3		g	-4.37E1	3.249e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-40.00	318-U1359B-005H_2A-40.00	318-U1359B-005H_2A-40.00	""	LIMS	318-U1359B-005H_2A-40.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	0.6		g	70.9	5.793e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-40.00	318-U1359B-005H_2A-40.00	318-U1359B-005H_2A-40.00	""	LIMS	318-U1359B-005H_2A-40.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	31.6		g	-5.31E1	6.856e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-45.00	318-U1359B-005H_2A-45.00	318-U1359B-005H_2A-45.00	""	LIMS	318-U1359B-005H_2A-45.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	5.4		g	51.5	9.733e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-45.00	318-U1359B-005H_2A-45.00	318-U1359B-005H_2A-45.00	""	LIMS	318-U1359B-005H_2A-45.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	349.8		g	-9.1E0	1.922e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-5.00	318-U1359B-005H_2A-5.00	318-U1359B-005H_2A-5.00	""	LIMS	318-U1359B-005H_2A-5.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	135.4		g	75.7	9.794e-08	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-5.00	318-U1359B-005H_2A-5.00	318-U1359B-005H_2A-5.00	""	LIMS	318-U1359B-005H_2A-5.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	59.7		g	32.8	1.053e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-50.00	318-U1359B-005H_2A-50.00	318-U1359B-005H_2A-50.00	""	LIMS	318-U1359B-005H_2A-50.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	15.2		g	70.1	1.598e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-50.00	318-U1359B-005H_2A-50.00	318-U1359B-005H_2A-50.00	""	LIMS	318-U1359B-005H_2A-50.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	351.5		g	10.7	1.693e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-55.00	318-U1359B-005H_2A-55.00	318-U1359B-005H_2A-55.00	""	LIMS	318-U1359B-005H_2A-55.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	250.1		g	82.5	1.487e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-55.00	318-U1359B-005H_2A-55.00	318-U1359B-005H_2A-55.00	""	LIMS	318-U1359B-005H_2A-55.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	313.6		g	39.1	8.634e-09	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-60.00	318-U1359B-005H_2A-60.00	318-U1359B-005H_2A-60.00	""	LIMS	318-U1359B-005H_2A-60.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	268.1		g	77.7	1.655e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-60.00	318-U1359B-005H_2A-60.00	318-U1359B-005H_2A-60.00	""	LIMS	318-U1359B-005H_2A-60.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	295.9		g	21.9	1.122e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-65.00	318-U1359B-005H_2A-65.00	318-U1359B-005H_2A-65.00	""	LIMS	318-U1359B-005H_2A-65.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	305.3		g	80.2	3.336e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-65.00	318-U1359B-005H_2A-65.00	318-U1359B-005H_2A-65.00	""	LIMS	318-U1359B-005H_2A-65.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	291.1		g	38	2.398e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-70.00	318-U1359B-005H_2A-70.00	318-U1359B-005H_2A-70.00	""	LIMS	318-U1359B-005H_2A-70.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	136		g	82.7	5.072e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-70.00	318-U1359B-005H_2A-70.00	318-U1359B-005H_2A-70.00	""	LIMS	318-U1359B-005H_2A-70.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	146.2		g	51.4	9.223e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-75.00	318-U1359B-005H_2A-75.00	318-U1359B-005H_2A-75.00	""	LIMS	318-U1359B-005H_2A-75.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	114.6		g	64.3	6.310e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-75.00	318-U1359B-005H_2A-75.00	318-U1359B-005H_2A-75.00	""	LIMS	318-U1359B-005H_2A-75.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	118.2		g	35.8	2.349e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-80.00	318-U1359B-005H_2A-80.00	318-U1359B-005H_2A-80.00	""	LIMS	318-U1359B-005H_2A-80.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	102.9		g	67.6	5.692e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-80.00	318-U1359B-005H_2A-80.00	318-U1359B-005H_2A-80.00	""	LIMS	318-U1359B-005H_2A-80.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	107.8		g	35.1	2.031e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-85.00	318-U1359B-005H_2A-85.00	318-U1359B-005H_2A-85.00	""	LIMS	318-U1359B-005H_2A-85.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	77.6		g	79	4.726e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-85.00	318-U1359B-005H_2A-85.00	318-U1359B-005H_2A-85.00	""	LIMS	318-U1359B-005H_2A-85.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	83.9		g	43.8	8.512e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-90.00	318-U1359B-005H_2A-90.00	318-U1359B-005H_2A-90.00	""	LIMS	318-U1359B-005H_2A-90.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	59.9		g	80.6	4.349e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-90.00	318-U1359B-005H_2A-90.00	318-U1359B-005H_2A-90.00	""	LIMS	318-U1359B-005H_2A-90.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	72.3		g	36	4.163e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-95.00	318-U1359B-005H_2A-95.00	318-U1359B-005H_2A-95.00	""	LIMS	318-U1359B-005H_2A-95.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	36		g	83.9	3.354e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_2A-95.00	318-U1359B-005H_2A-95.00	318-U1359B-005H_2A-95.00	""	LIMS	318-U1359B-005H_2A-95.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	332.7		g	38.7	1.902e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-0.00	318-U1359B-005H_3A-0.00	318-U1359B-005H_3A-0.00	"3348666089.219"	LIMS	318-U1359B-005H_3A-0.00:LT-NO	ODP-SRM:ODP-SRM-AF	LT-NO	pmagpy-3.2.1		202010:02:10:23:29:00.00	12.7		g	80.6	1.302e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-10.00	318-U1359B-005H_3A-10.00	318-U1359B-005H_3A-10.00	""	LIMS	318-U1359B-005H_3A-10.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	345.1		g	82.8	1.698e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-10.00	318-U1359B-005H_3A-10.00	318-U1359B-005H_3A-10.00	""	LIMS	318-U1359B-005H_3A-10.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	35.1		g	34	2.052e-08	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-100.00	318-U1359B-005H_3A-100.00	318-U1359B-005H_3A-100.00	""	LIMS	318-U1359B-005H_3A-100.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	28.4		g	77.5	9.612e-07	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-100.00	318-U1359B-005H_3A-100.00	318-U1359B-005H_3A-100.00	""	LIMS	318-U1359B-005H_3A-100.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	38.1		g	69.8	4.203e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-105.00	318-U1359B-005H_3A-105.00	318-U1359B-005H_3A-105.00	""	LIMS	318-U1359B-005H_3A-105.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	9.1		g	73.4	1.079e-06	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-105.00	318-U1359B-005H_3A-105.00	318-U1359B-005H_3A-105.00	""	LIMS	318-U1359B-005H_3A-105.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	10.3		g	66.4	4.969e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-110.00	318-U1359B-005H_3A-110.00	318-U1359B-005H_3A-110.00	""	LIMS	318-U1359B-005H_3A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	0.9		g	66.4	1.166e-06	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-110.00	318-U1359B-005H_3A-110.00	318-U1359B-005H_3A-110.00	""	LIMS	318-U1359B-005H_3A-110.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-AF-Z:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	3.7		g	55	5.310e-07	2		u	2.730e+02	2.000e-02	0	0	0	2.730e+02
SUGISAKI	This study	318	U1359B	318-U1359B-005H_3A-115.00	318-U1359B-005H_3A-115.00	318-U1359B-005H_3A-115.00	""	LIMS	318-U1359B-005H_3A-115.00:LP-DIR-AF	ODP-SRM:ODP-SRM-AF	LT-NO:LP-DIR-AF	pmagpy-3.2.1		202010:02:10:23:29:00.00	0.6		g	57.7	1.203e-06	1		u	2.730e+02	0.000e+00	0	0	0	2.730e+02
