tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_formation_name	er_fossil_name	er_location_name	er_member_name	er_mineral_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_csd	measurement_date	measurement_dec	measurement_demagn_code	measurement_description	measurement_elevation	measurement_flag	measurement_freq	measurement_height	measurement_inc	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magn_mass	measurement_magn_moment	measurement_magn_volume	measurement_magnitude	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_positions	measurement_r2	measurement_sd	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_sweep_rate	measurement_temp	measurement_temp_change	measurement_time_zone	treatment_ac_field	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_dc_field_phi	treatment_dc_field_theta	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
	This study	318			U1359A			318-U1359A-003H_1A-0.4	318-U1359A-003H_1A-0.4	318-U1359A-003H_1A-0.4		318-U1359A-003H-1A-0-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										2.1				g			-54.5						0.000000431			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.45	318-U1359A-003H_1A-0.45	318-U1359A-003H_1A-0.45		318-U1359A-003H-1A-0-45-LT-AF-Z		LT-AF-Z	pmagpy-2.36										0.9				g			-53						0.000000522			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.5	318-U1359A-003H_1A-0.5	318-U1359A-003H_1A-0.5		318-U1359A-003H-1A-0-5-LT-AF-Z		LT-AF-Z	pmagpy-2.36										0.8				g			-60.5						0.000000343			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.55	318-U1359A-003H_1A-0.55	318-U1359A-003H_1A-0.55		318-U1359A-003H-1A-0-55-LT-AF-Z		LT-AF-Z	pmagpy-2.36										344.6				g			-79.8						0.000000193			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.6	318-U1359A-003H_1A-0.6	318-U1359A-003H_1A-0.6		318-U1359A-003H-1A-0-6-LT-AF-Z		LT-AF-Z	pmagpy-2.36										352.3				g			-67.5						0.000000299			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.65	318-U1359A-003H_1A-0.65	318-U1359A-003H_1A-0.65		318-U1359A-003H-1A-0-65-LT-AF-Z		LT-AF-Z	pmagpy-2.36										5.9				g			-61.9						0.000000387			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.7	318-U1359A-003H_1A-0.7	318-U1359A-003H_1A-0.7		318-U1359A-003H-1A-0-7-LT-AF-Z		LT-AF-Z	pmagpy-2.36										12.4				g			-66						0.000000327			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.75	318-U1359A-003H_1A-0.75	318-U1359A-003H_1A-0.75		318-U1359A-003H-1A-0-75-LT-AF-Z		LT-AF-Z	pmagpy-2.36										3.7				g			-63.1						0.000000333			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.8	318-U1359A-003H_1A-0.8	318-U1359A-003H_1A-0.8		318-U1359A-003H-1A-0-8-LT-AF-Z		LT-AF-Z	pmagpy-2.36										12.2				g			-48.5						0.000000429			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.85	318-U1359A-003H_1A-0.85	318-U1359A-003H_1A-0.85		318-U1359A-003H-1A-0-85-LT-AF-Z		LT-AF-Z	pmagpy-2.36										7.6				g			-62.2						0.000000401			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.9	318-U1359A-003H_1A-0.9	318-U1359A-003H_1A-0.9		318-U1359A-003H-1A-0-9-LT-AF-Z		LT-AF-Z	pmagpy-2.36										332.2				g			-77.8						0.00000047			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-0.95	318-U1359A-003H_1A-0.95	318-U1359A-003H_1A-0.95		318-U1359A-003H-1A-0-95-LT-AF-Z		LT-AF-Z	pmagpy-2.36										345.5				g			-78.6						0.000000475			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1	318-U1359A-003H_1A-1	318-U1359A-003H_1A-1		318-U1359A-003H-1A-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										349.8				g			-77.9						0.000000368			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.05	318-U1359A-003H_1A-1.05	318-U1359A-003H_1A-1.05		318-U1359A-003H-1A-1-05-LT-AF-Z		LT-AF-Z	pmagpy-2.36										343.5				g			-64.9						0.000000378			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.1	318-U1359A-003H_1A-1.1	318-U1359A-003H_1A-1.1		318-U1359A-003H-1A-1-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										350.1				g			-47.3						0.000000436			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.15	318-U1359A-003H_1A-1.15	318-U1359A-003H_1A-1.15		318-U1359A-003H-1A-1-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										345.8				g			-55.4						0.000000336			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.2	318-U1359A-003H_1A-1.2	318-U1359A-003H_1A-1.2		318-U1359A-003H-1A-1-2-LT-AF-Z		LT-AF-Z	pmagpy-2.36										341.8				g			-72.4						0.000000258			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.25	318-U1359A-003H_1A-1.25	318-U1359A-003H_1A-1.25		318-U1359A-003H-1A-1-25-LT-AF-Z		LT-AF-Z	pmagpy-2.36										351.3				g			-72.9						0.000000194			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.3	318-U1359A-003H_1A-1.3	318-U1359A-003H_1A-1.3		318-U1359A-003H-1A-1-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										352.2				g			-75.8						0.000000137			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.35	318-U1359A-003H_1A-1.35	318-U1359A-003H_1A-1.35		318-U1359A-003H-1A-1-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										326.2				g			-74.8						0.000000146			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_1A-1.4	318-U1359A-003H_1A-1.4	318-U1359A-003H_1A-1.4		318-U1359A-003H-1A-1-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										332.9				g			-74.8						0.000000165			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.1	318-U1359A-003H_2A-0.1	318-U1359A-003H_2A-0.1		318-U1359A-003H-2A-0-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										354.9				g			-75.4						0.00000024			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.15	318-U1359A-003H_2A-0.15	318-U1359A-003H_2A-0.15		318-U1359A-003H-2A-0-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										323.5				g			-75.8						0.000000165			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.3	318-U1359A-003H_2A-0.3	318-U1359A-003H_2A-0.3		318-U1359A-003H-2A-0-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										312				g			-62						0.0000000714			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.35	318-U1359A-003H_2A-0.35	318-U1359A-003H_2A-0.35		318-U1359A-003H-2A-0-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										325.4				g			-72.7						0.000000121			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.4	318-U1359A-003H_2A-0.4	318-U1359A-003H_2A-0.4		318-U1359A-003H-2A-0-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										311.8				g			-77.7						0.000000203			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.45	318-U1359A-003H_2A-0.45	318-U1359A-003H_2A-0.45		318-U1359A-003H-2A-0-45-LT-AF-Z		LT-AF-Z	pmagpy-2.36										327.8				g			-75.4						0.000000344			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.5	318-U1359A-003H_2A-0.5	318-U1359A-003H_2A-0.5		318-U1359A-003H-2A-0-5-LT-AF-Z		LT-AF-Z	pmagpy-2.36										338.9				g			-72.4						0.00000045			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.55	318-U1359A-003H_2A-0.55	318-U1359A-003H_2A-0.55		318-U1359A-003H-2A-0-55-LT-AF-Z		LT-AF-Z	pmagpy-2.36										337.5				g			-77.2						0.000000498			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.6	318-U1359A-003H_2A-0.6	318-U1359A-003H_2A-0.6		318-U1359A-003H-2A-0-6-LT-AF-Z		LT-AF-Z	pmagpy-2.36										335.2				g			-76.3						0.000000507			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.65	318-U1359A-003H_2A-0.65	318-U1359A-003H_2A-0.65		318-U1359A-003H-2A-0-65-LT-AF-Z		LT-AF-Z	pmagpy-2.36										345.4				g			-78.8						0.000000465			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.7	318-U1359A-003H_2A-0.7	318-U1359A-003H_2A-0.7		318-U1359A-003H-2A-0-7-LT-AF-Z		LT-AF-Z	pmagpy-2.36										2.9				g			-80.9						0.000000467			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.75	318-U1359A-003H_2A-0.75	318-U1359A-003H_2A-0.75		318-U1359A-003H-2A-0-75-LT-AF-Z		LT-AF-Z	pmagpy-2.36										335.7				g			-79.2						0.000000428			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.8	318-U1359A-003H_2A-0.8	318-U1359A-003H_2A-0.8		318-U1359A-003H-2A-0-8-LT-AF-Z		LT-AF-Z	pmagpy-2.36										336.3				g			-76.1						0.000000445			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.85	318-U1359A-003H_2A-0.85	318-U1359A-003H_2A-0.85		318-U1359A-003H-2A-0-85-LT-AF-Z		LT-AF-Z	pmagpy-2.36										357.6				g			-73.5						0.000000451			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.9	318-U1359A-003H_2A-0.9	318-U1359A-003H_2A-0.9		318-U1359A-003H-2A-0-9-LT-AF-Z		LT-AF-Z	pmagpy-2.36										354.6				g			-71						0.000000481			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-0.95	318-U1359A-003H_2A-0.95	318-U1359A-003H_2A-0.95		318-U1359A-003H-2A-0-95-LT-AF-Z		LT-AF-Z	pmagpy-2.36										343.9				g			-66.9						0.000000449			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1	318-U1359A-003H_2A-1	318-U1359A-003H_2A-1		318-U1359A-003H-2A-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										338.9				g			-71.2						0.000000205			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.05	318-U1359A-003H_2A-1.05	318-U1359A-003H_2A-1.05		318-U1359A-003H-2A-1-05-LT-AF-Z		LT-AF-Z	pmagpy-2.36										196.9				g			-74.2						0.000000084			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.1	318-U1359A-003H_2A-1.1	318-U1359A-003H_2A-1.1		318-U1359A-003H-2A-1-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										148.9				g			-80.6						0.000000107			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.15	318-U1359A-003H_2A-1.15	318-U1359A-003H_2A-1.15		318-U1359A-003H-2A-1-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										331.9				g			-74.1						0.000000251			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.2	318-U1359A-003H_2A-1.2	318-U1359A-003H_2A-1.2		318-U1359A-003H-2A-1-2-LT-AF-Z		LT-AF-Z	pmagpy-2.36										339				g			-71.5						0.000000429			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.25	318-U1359A-003H_2A-1.25	318-U1359A-003H_2A-1.25		318-U1359A-003H-2A-1-25-LT-AF-Z		LT-AF-Z	pmagpy-2.36										349.5				g			-75.8						0.000000488			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.3	318-U1359A-003H_2A-1.3	318-U1359A-003H_2A-1.3		318-U1359A-003H-2A-1-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										342.2				g			-65.3						0.000000554			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.35	318-U1359A-003H_2A-1.35	318-U1359A-003H_2A-1.35		318-U1359A-003H-2A-1-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										352.7				g			-51.9						0.000000653			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_2A-1.4	318-U1359A-003H_2A-1.4	318-U1359A-003H_2A-1.4		318-U1359A-003H-2A-1-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										358.8				g			-58.8						0.00000038			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.1	318-U1359A-003H_3A-0.1	318-U1359A-003H_3A-0.1		318-U1359A-003H-3A-0-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										346.4				g			-80.3						0.000000462			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.15	318-U1359A-003H_3A-0.15	318-U1359A-003H_3A-0.15		318-U1359A-003H-3A-0-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										337.9				g			-76.9						0.000000539			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.2	318-U1359A-003H_3A-0.2	318-U1359A-003H_3A-0.2		318-U1359A-003H-3A-0-2-LT-AF-Z		LT-AF-Z	pmagpy-2.36										317.3				g			-67.4						0.000000696			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.25	318-U1359A-003H_3A-0.25	318-U1359A-003H_3A-0.25		318-U1359A-003H-3A-0-25-LT-AF-Z		LT-AF-Z	pmagpy-2.36										322.8				g			-64.5						0.000000553			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.3	318-U1359A-003H_3A-0.3	318-U1359A-003H_3A-0.3		318-U1359A-003H-3A-0-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										337.3				g			-76.8						0.000000222			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.35	318-U1359A-003H_3A-0.35	318-U1359A-003H_3A-0.35		318-U1359A-003H-3A-0-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										313.9				g			-85.7						0.00000018			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.4	318-U1359A-003H_3A-0.4	318-U1359A-003H_3A-0.4		318-U1359A-003H-3A-0-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										322				g			-77.7						0.000000359			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.45	318-U1359A-003H_3A-0.45	318-U1359A-003H_3A-0.45		318-U1359A-003H-3A-0-45-LT-AF-Z		LT-AF-Z	pmagpy-2.36										325				g			-71.3						0.000000545			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.5	318-U1359A-003H_3A-0.5	318-U1359A-003H_3A-0.5		318-U1359A-003H-3A-0-5-LT-AF-Z		LT-AF-Z	pmagpy-2.36										327.9				g			-67.6						0.00000057			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.55	318-U1359A-003H_3A-0.55	318-U1359A-003H_3A-0.55		318-U1359A-003H-3A-0-55-LT-AF-Z		LT-AF-Z	pmagpy-2.36										334.5				g			-68.2						0.000000387			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.6	318-U1359A-003H_3A-0.6	318-U1359A-003H_3A-0.6		318-U1359A-003H-3A-0-6-LT-AF-Z		LT-AF-Z	pmagpy-2.36										327.4				g			-82.1						0.00000029			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.65	318-U1359A-003H_3A-0.65	318-U1359A-003H_3A-0.65		318-U1359A-003H-3A-0-65-LT-AF-Z		LT-AF-Z	pmagpy-2.36										5.2				g			-78.5						0.000000433			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.7	318-U1359A-003H_3A-0.7	318-U1359A-003H_3A-0.7		318-U1359A-003H-3A-0-7-LT-AF-Z		LT-AF-Z	pmagpy-2.36										334.9				g			-77.9						0.00000051			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.75	318-U1359A-003H_3A-0.75	318-U1359A-003H_3A-0.75		318-U1359A-003H-3A-0-75-LT-AF-Z		LT-AF-Z	pmagpy-2.36										299.6				g			-72.6						0.000000746			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.8	318-U1359A-003H_3A-0.8	318-U1359A-003H_3A-0.8		318-U1359A-003H-3A-0-8-LT-AF-Z		LT-AF-Z	pmagpy-2.36										301.6				g			-69.3						0.000000989			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.85	318-U1359A-003H_3A-0.85	318-U1359A-003H_3A-0.85		318-U1359A-003H-3A-0-85-LT-AF-Z		LT-AF-Z	pmagpy-2.36										299.6				g			-71						0.000000985			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.9	318-U1359A-003H_3A-0.9	318-U1359A-003H_3A-0.9		318-U1359A-003H-3A-0-9-LT-AF-Z		LT-AF-Z	pmagpy-2.36										298.7				g			-65.7						0.000000905			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-0.95	318-U1359A-003H_3A-0.95	318-U1359A-003H_3A-0.95		318-U1359A-003H-3A-0-95-LT-AF-Z		LT-AF-Z	pmagpy-2.36										306.5				g			-69.8						0.00000056			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1	318-U1359A-003H_3A-1	318-U1359A-003H_3A-1		318-U1359A-003H-3A-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										26.5				g			-81.5						0.000000262			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.05	318-U1359A-003H_3A-1.05	318-U1359A-003H_3A-1.05		318-U1359A-003H-3A-1-05-LT-AF-Z		LT-AF-Z	pmagpy-2.36										13.2				g			-79.7						0.000000232			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.1	318-U1359A-003H_3A-1.1	318-U1359A-003H_3A-1.1		318-U1359A-003H-3A-1-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										354				g			-70.7						0.000000219			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.15	318-U1359A-003H_3A-1.15	318-U1359A-003H_3A-1.15		318-U1359A-003H-3A-1-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										338.8				g			-68.4						0.000000254			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.2	318-U1359A-003H_3A-1.2	318-U1359A-003H_3A-1.2		318-U1359A-003H-3A-1-2-LT-AF-Z		LT-AF-Z	pmagpy-2.36										333.1				g			-70						0.000000373			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.25	318-U1359A-003H_3A-1.25	318-U1359A-003H_3A-1.25		318-U1359A-003H-3A-1-25-LT-AF-Z		LT-AF-Z	pmagpy-2.36										334.3				g			-76.6						0.000000363			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.3	318-U1359A-003H_3A-1.3	318-U1359A-003H_3A-1.3		318-U1359A-003H-3A-1-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										329.1				g			-79.8						0.000000458			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.35	318-U1359A-003H_3A-1.35	318-U1359A-003H_3A-1.35		318-U1359A-003H-3A-1-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										311.1				g			-76.4						0.000000567			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_3A-1.4	318-U1359A-003H_3A-1.4	318-U1359A-003H_3A-1.4		318-U1359A-003H-3A-1-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										299.2				g			-79.8						0.000000586			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.3	318-U1359A-003H_4A-0.3	318-U1359A-003H_4A-0.3		318-U1359A-003H-4A-0-3-LT-AF-Z		LT-AF-Z	pmagpy-2.36										247.1				g			-69.2						0.000000273			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.35	318-U1359A-003H_4A-0.35	318-U1359A-003H_4A-0.35		318-U1359A-003H-4A-0-35-LT-AF-Z		LT-AF-Z	pmagpy-2.36										322.7				g			-70.6						0.000000279			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.4	318-U1359A-003H_4A-0.4	318-U1359A-003H_4A-0.4		318-U1359A-003H-4A-0-4-LT-AF-Z		LT-AF-Z	pmagpy-2.36										342.8				g			-73						0.000000259			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.45	318-U1359A-003H_4A-0.45	318-U1359A-003H_4A-0.45		318-U1359A-003H-4A-0-45-LT-AF-Z		LT-AF-Z	pmagpy-2.36										1.2				g			-72.8						0.000000208			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.5	318-U1359A-003H_4A-0.5	318-U1359A-003H_4A-0.5		318-U1359A-003H-4A-0-5-LT-AF-Z		LT-AF-Z	pmagpy-2.36										337.3				g			-74.3						0.000000174			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.55	318-U1359A-003H_4A-0.55	318-U1359A-003H_4A-0.55		318-U1359A-003H-4A-0-55-LT-AF-Z		LT-AF-Z	pmagpy-2.36										344.6				g			-72.9						0.000000162			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.6	318-U1359A-003H_4A-0.6	318-U1359A-003H_4A-0.6		318-U1359A-003H-4A-0-6-LT-AF-Z		LT-AF-Z	pmagpy-2.36										4.4				g			-76.4						0.000000162			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.65	318-U1359A-003H_4A-0.65	318-U1359A-003H_4A-0.65		318-U1359A-003H-4A-0-65-LT-AF-Z		LT-AF-Z	pmagpy-2.36										334.6				g			-75.1						0.000000191			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.7	318-U1359A-003H_4A-0.7	318-U1359A-003H_4A-0.7		318-U1359A-003H-4A-0-7-LT-AF-Z		LT-AF-Z	pmagpy-2.36										335.7				g			-75.6						0.000000227			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.75	318-U1359A-003H_4A-0.75	318-U1359A-003H_4A-0.75		318-U1359A-003H-4A-0-75-LT-AF-Z		LT-AF-Z	pmagpy-2.36										340.1				g			-76.1						0.000000267			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.8	318-U1359A-003H_4A-0.8	318-U1359A-003H_4A-0.8		318-U1359A-003H-4A-0-8-LT-AF-Z		LT-AF-Z	pmagpy-2.36										329.2				g			-73.9						0.000000301			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.85	318-U1359A-003H_4A-0.85	318-U1359A-003H_4A-0.85		318-U1359A-003H-4A-0-85-LT-AF-Z		LT-AF-Z	pmagpy-2.36										321.3				g			-74.4						0.000000229			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.9	318-U1359A-003H_4A-0.9	318-U1359A-003H_4A-0.9		318-U1359A-003H-4A-0-9-LT-AF-Z		LT-AF-Z	pmagpy-2.36										48.2				g			-87.3						0.000000129			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-0.95	318-U1359A-003H_4A-0.95	318-U1359A-003H_4A-0.95		318-U1359A-003H-4A-0-95-LT-AF-Z		LT-AF-Z	pmagpy-2.36										356.9				g			-85						0.000000146			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1	318-U1359A-003H_4A-1	318-U1359A-003H_4A-1		318-U1359A-003H-4A-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										328.9				g			-79.6						0.000000202			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1.05	318-U1359A-003H_4A-1.05	318-U1359A-003H_4A-1.05		318-U1359A-003H-4A-1-05-LT-AF-Z		LT-AF-Z	pmagpy-2.36										321.5				g			-79.6						0.000000219			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1.1	318-U1359A-003H_4A-1.1	318-U1359A-003H_4A-1.1		318-U1359A-003H-4A-1-1-LT-AF-Z		LT-AF-Z	pmagpy-2.36										358.8				g			-79.3						0.000000189			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1.15	318-U1359A-003H_4A-1.15	318-U1359A-003H_4A-1.15		318-U1359A-003H-4A-1-15-LT-AF-Z		LT-AF-Z	pmagpy-2.36										309.3				g			-66.8						0.000000238			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1.2	318-U1359A-003H_4A-1.2	318-U1359A-003H_4A-1.2		318-U1359A-003H-4A-1-2-LT-AF-Z		LT-AF-Z	pmagpy-2.36										319.7				g			-74						0.000000274			1												u		273			0.02				0				0	0					273			
	This study	318			U1359A			318-U1359A-003H_4A-1.25	318-U1359A-003H_4A-1.25	318-U1359A-003H_4A-1.25		318-U1359A-003H-4A-1-25-LT-AF-Z		LT-AF-Z	pmagpy-2.36										324.4				g			-77.4						0.000000263			1												u		273			0.02				0				0	0					273			
