tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	10.1016/j.pepi.2008.03.006			22.92	18.54	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.17E-11		273	25	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	6.73E+02
	10.1016/j.pepi.2008.03.006			66.63	31.41	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.73E-12		273	26	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			0	0	0	7.73E+02
	10.1016/j.pepi.2008.03.006			3.15	8.49	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.42E-11		273	27	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	7.73E+02
	10.1016/j.pepi.2008.03.006			53.91	27.85	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.64E-12		273	28	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	7.73E+02
	10.1016/j.pepi.2008.03.006			86.55	62.56	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.43E-13		273	29	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			0	0	0	8.73E+02
	10.1016/j.pepi.2008.03.006			1.98	7.78	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.38E-11		273	30	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	6.73E+02
	10.1016/j.pepi.2008.03.006			358.18	8.05	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.57E-11		273	31	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			105.00	56.42	TS01-16A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.26E-13		273	32	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-16A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			73.23	2.94	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.94E-11		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	273
	10.1016/j.pepi.2008.03.006			75.11	1.61	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.59E-11		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	4.48E+02
	10.1016/j.pepi.2008.03.006			64.66	1.59	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.72E-11		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	4.48E+02
	10.1016/j.pepi.2008.03.006			73.65	1.23	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.32E-11		273	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	4.93E+02
	10.1016/j.pepi.2008.03.006			59.25	-0.74	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.55E-11		273	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	4.93E+02
	10.1016/j.pepi.2008.03.006			72.30	1.33	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.31E-11		273	5	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	4.93E+02
	10.1016/j.pepi.2008.03.006			71.73	1.58	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.14E-11		273	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	5.23E+02
	10.1016/j.pepi.2008.03.006			61.73	0.1	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.27E-11		273	7	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	4.48E+02
	10.1016/j.pepi.2008.03.006			54.29	2.46	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.47E-11		273	8	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	5.23E+02
	10.1016/j.pepi.2008.03.006			74.13	2.15	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.88E-11		273	9	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	5.73E+02
	10.1016/j.pepi.2008.03.006			47.82	2.59	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.34E-11		273	10	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	5.73E+02
	10.1016/j.pepi.2008.03.006			73.81	2.04	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.87E-11		273	11	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	5.73E+02
	10.1016/j.pepi.2008.03.006			73.93	1.89	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.59E-11		273	12	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	6.23E+02
	10.1016/j.pepi.2008.03.006			49.91	-1.63	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.99E-11		273	13	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	5.23E+02
	10.1016/j.pepi.2008.03.006			40.08	3.47	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.29E-11		273	14	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	6.23E+02
	10.1016/j.pepi.2008.03.006			74.05	3.33	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.31E-11		273	15	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	6.73E+02
	10.1016/j.pepi.2008.03.006			30.49	3.49	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.29E-11		273	16	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	6.73E+02
	10.1016/j.pepi.2008.03.006			72.22	2.26	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.29E-11		273	17	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	6.73E+02
	10.1016/j.pepi.2008.03.006			72.53	3.32	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.09E-11		273	18	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	7.13E+02
	10.1016/j.pepi.2008.03.006			27.70	3.17	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.10E-11		273	19	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	6.23E+02
	10.1016/j.pepi.2008.03.006			23.31	3.74	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.42E-11		273	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.13E+02
	10.1016/j.pepi.2008.03.006			73.61	4.23	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	7.09E-12		273	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	7.53E+02
	10.1016/j.pepi.2008.03.006			16.79	3.43	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.15E-11		273	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	6.73E+02
	10.1016/j.pepi.2008.03.006			12.90	-5.33	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.51E-11		273	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.53E+02
	10.1016/j.pepi.2008.03.006			68.87	3.69	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	6.46E-12		273	24	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.53E+02
	10.1016/j.pepi.2008.03.006			73.18	5.27	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.56E-12		273	25	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	7.93E+02
	10.1016/j.pepi.2008.03.006			4.38	-7.63	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.61E-11		273	26	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.93E+02
	10.1016/j.pepi.2008.03.006			69.62	4.58	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.42E-12		273	27	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.93E+02
	10.1016/j.pepi.2008.03.006			75.20	18.13	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	5.50E-13		273	28	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			0	0	0	8.73E+02
	10.1016/j.pepi.2008.03.006			357.43	2.9	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.45E-11		273	29	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	7.53E+02
	10.1016/j.pepi.2008.03.006			358.06	3.41	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.15E-11		273	30	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			71.00	38.99	TS01-17A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.72E-13		273	31	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-17A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			73.37	5.54	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.51E-11		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	273
	10.1016/j.pepi.2008.03.006			74.17	3.8	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.90E-11		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	4.48E+02
	10.1016/j.pepi.2008.03.006			57.71	4.23	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.15E-11		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.48E+02
	10.1016/j.pepi.2008.03.006			73.17	3.77	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.71E-11		273	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	4.73E+02
	10.1016/j.pepi.2008.03.006			52.28	4.69	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.05E-11		273	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.73E+02
	10.1016/j.pepi.2008.03.006			72.52	4.55	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.69E-11		273	5	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.73E+02
	10.1016/j.pepi.2008.03.006			73.64	4.56	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.55E-11		273	6	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	4.98E+02
	10.1016/j.pepi.2008.03.006			55.12	4.34	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.83E-11		273	7	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.48E+02
	10.1016/j.pepi.2008.03.006			45.45	4.81	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.00E-11		273	8	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.98E+02
	10.1016/j.pepi.2008.03.006			73.00	4.62	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.42E-11		273	9	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	5.23E+02
	10.1016/j.pepi.2008.03.006			43.82	4.68	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.94E-11		273	10	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	5.23E+02
	10.1016/j.pepi.2008.03.006			72.69	4.67	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.38E-11		273	11	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	5.23E+02
	10.1016/j.pepi.2008.03.006			73.76	4.55	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.20E-11		273	12	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	5.73E+02
	10.1016/j.pepi.2008.03.006			42.10	4.78	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.66E-11		273	13	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	4.98E+02
	10.1016/j.pepi.2008.03.006			37.03	4.12	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.85E-11		273	14	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	5.73E+02
	10.1016/j.pepi.2008.03.006			73.50	4.24	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.01E-11		273	15	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	6.23E+02
	10.1016/j.pepi.2008.03.006			32.80	4.49	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.64E-11		273	16	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	5.73E+02
	10.1016/j.pepi.2008.03.006			33.63	4.4	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.82E-11		273	17	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	6.23E+02
	10.1016/j.pepi.2008.03.006			71.19	4.5	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	9.72E-12		273	18	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	6.23E+02
	10.1016/j.pepi.2008.03.006			73.96	5.92	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	7.21E-12		273	19	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	6.93E+02
	10.1016/j.pepi.2008.03.006			19.76	4.28	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.87E-11		273	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	6.93E+02
	10.1016/j.pepi.2008.03.006			74.98	4.9	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.23E-12		273	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	7.48E+02
	10.1016/j.pepi.2008.03.006			14.93	3.77	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.64E-11		273	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	6.23E+02
	10.1016/j.pepi.2008.03.006			12.53	3.84	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.02E-11		273	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	7.48E+02
	10.1016/j.pepi.2008.03.006			68.57	8.89	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	4.13E-12		273	24	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	7.48E+02
	10.1016/j.pepi.2008.03.006			72.41	6.55	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.38E-12		273	25	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	7.83E+02
	10.1016/j.pepi.2008.03.006			6.12	3.15	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.05E-11		273	26	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	7.83E+02
	10.1016/j.pepi.2008.03.006			70.79	46.2	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	3.52E-13		273	27	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			0	0	0	8.73E+02
	10.1016/j.pepi.2008.03.006			2.56	3.31	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.87E-11		273	28	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	7.48E+02
	10.1016/j.pepi.2008.03.006			3.21	3.04	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.41E-11		273	29	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			64.62	28.2	TS01-18A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	2.39E-13		273	30	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-18A-2	u			4.50E-05	0	90	8.73E+02
	10.1016/j.pepi.2008.03.006			71.42	-11.32	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.94E-11		273	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			0	0	0	273
	10.1016/j.pepi.2008.03.006			71.71	-13.8	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.76E-11		273	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			0	0	0	3.73E+02
	10.1016/j.pepi.2008.03.006			63.95	-12.04	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.81E-11		273	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			4.50E-05	0	90	3.73E+02
	10.1016/j.pepi.2008.03.006			70.50	-13.7	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.43E-11		273	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			0	0	0	4.23E+02
	10.1016/j.pepi.2008.03.006			53.67	-8.01	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.67E-11		273	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			4.50E-05	0	90	4.23E+02
	10.1016/j.pepi.2008.03.006			70.63	-11.3	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.04E-11		273	5	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			0	0	0	4.73E+02
	10.1016/j.pepi.2008.03.006			59.27	-9.06	TS01-19A-2:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	1.13E-11		273	6	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD	g		TS01-19A-2	u			4.50E-05	0	90	3.73E+02
