"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Treatment Type","Treatment Value","Inclination background & drift corrected (deg)","Declination background & drift corrected (deg)","Intensity background & drift corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Sample orientation","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments"
"999","U999","A","1","H","3","A","115.0","7.150","7.150","NRM","0","5.5","32.3","1.9151E-6","-12.4","175.0","3.2795E-6","-4.0761E-10","3.5514E-11","-1.1104E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","117.5","7.175","7.175","NRM","0","-28.3","66.7","1.0917E-6","-20.9","173.0","2.9615E-6","-3.5089E-10","4.2947E-11","-1.6617E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","120.0","7.200","7.200","NRM","0","-14.4","46.0","1.7046E-6","-23.3","154.1","2.0335E-6","-2.1475E-10","1.0406E-10","-1.2657E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","122.5","7.225","7.225","NRM","0","-13.7","47.6","1.7213E-6","-16.0","163.1","2.4488E-6","-2.8768E-10","8.7545E-11","-1.0638E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","125.0","7.250","7.250","NRM","0","-9.5","40.3","1.1449E-6","-10.7","179.8","3.2215E-6","-4.0437E-10","1.6518E-12","-9.4345E-11","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","127.5","7.275","7.275","NRM","0","18.0","7.8","2.8519E-6","-5.4","184.2","2.5429E-6","-3.2252E-10","-2.3951E-11","-3.7660E-11","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","130.0","7.300","7.300","NRM","0","16.1","6.3","4.0362E-6","-2.7","162.8","1.0040E-6","-1.2236E-10","3.7991E-11","-7.3768E-12","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","132.5","7.325","7.325","NRM","0","-34.7","59.3","7.6135E-7","-17.6","177.3","2.7511E-6","-3.3468E-10","1.5692E-11","-1.3084E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","135.0","7.350","7.350","NRM","0","-47.3","132.6","1.4052E-6","-19.9","184.7","3.3297E-6","-3.9870E-10","-3.3036E-11","-1.7821E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","137.5","7.375","7.375","NRM","0","-12.5","32.8","2.0361E-6","-26.8","181.5","2.2680E-6","-2.5850E-10","-6.6072E-12","-1.6112E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","140.0","7.400","7.400","NRM","0","-0.9","29.3","2.9418E-6","-29.7","174.7","2.2521E-6","-2.4878E-10","2.3125E-11","-1.7588E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","142.5","7.425","7.425","NRM","0","-5.6","49.0","2.2769E-6","-20.2","182.0","2.9700E-6","-3.5575E-10","-1.2388E-11","-1.6190E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","145.0","7.450","7.450","NRM","0","10.6","46.6","2.4883E-6","-4.0","186.2","2.9361E-6","-3.7196E-10","-4.0469E-11","-3.2613E-11","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","147.5","7.475","7.475","NRM","0","20.5","39.8","3.1480E-6","-13.4","180.0","4.4281E-6","-5.5023E-10","0.0000E+0","-1.6190E-10","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","150.0","7.500","7.500","NRM","0","27.9","70.9","2.3066E-6","-39.6","180.9","1.0290E-5","-1.0121E-9","-1.5692E-11","-1.0339E-9","","","2019-01-25 03:50:48","SRM","SHLF9693231","112708521",""
"999","U999","A","1","H","3","A","0.0","6.000","6.000","IN-LINE AF DEMAG","10","54.9","162.9","8.9444E-6","-22.1","197.3","8.1886E-5","-9.2535E-9","-2.8783E-9","-4.8570E-9","SECTION HALF : ARCHIVE","47745311","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","2.5","6.025","6.025","IN-LINE AF DEMAG","10","1.3","184.3","1.3789E-5","-44.4","206.4","4.2475E-5","-3.4708E-9","-1.7237E-9","-4.6827E-9","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","5.0","6.050","6.050","IN-LINE AF DEMAG","10","-22.1","196.4","4.9504E-6","-69.6","313.4","1.6377E-5","5.0080E-10","-5.3023E-10","-2.4176E-9","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","7.5","6.075","6.075","IN-LINE AF DEMAG","10","-19.0","229.5","1.3308E-6","-59.5","343.0","5.9639E-6","3.6952E-10","-1.1315E-10","-8.0950E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","10.0","6.100","6.100","IN-LINE AF DEMAG","10","-1.0","228.2","2.0042E-6","-75.6","299.6","2.4766E-6","3.8897E-11","-6.8550E-11","-3.7777E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","12.5","6.125","6.125","IN-LINE AF DEMAG","10","-6.5","227.8","2.0885E-6","-61.5","192.2","2.1208E-6","-1.2642E-10","-2.7255E-11","-2.9352E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","15.0","6.150","6.150","IN-LINE AF DEMAG","10","15.1","265.9","9.5288E-7","-56.7","135.3","1.0731E-6","-5.3484E-11","5.2858E-11","-1.4132E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","17.5","6.175","6.175","IN-LINE AF DEMAG","10","28.6","312.2","1.6878E-6","-28.4","116.0","1.2840E-6","-6.3208E-11","1.2967E-10","-9.6286E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","20.0","6.200","6.200","IN-LINE AF DEMAG","10","36.4","322.7","2.2888E-6","5.0","134.8","7.0457E-7","-6.3208E-11","6.3594E-11","9.7063E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","22.5","6.225","6.225","IN-LINE AF DEMAG","10","51.8","340.2","2.9540E-6","84.8","297.6","1.2104E-6","6.4829E-12","-1.2389E-11","1.8985E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","25.0","6.250","6.250","IN-LINE AF DEMAG","10","81.2","166.1","2.5378E-6","37.3","201.4","1.4477E-6","-1.3695E-10","-5.3684E-11","1.3822E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","27.5","6.275","6.275","IN-LINE AF DEMAG","10","50.0","166.1","2.5636E-6","7.5","151.6","1.9572E-6","-2.1799E-10","1.1810E-10","3.9990E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","30.0","6.300","6.300","IN-LINE AF DEMAG","10","32.0","161.0","1.8905E-6","1.5","119.5","2.1397E-6","-1.3452E-10","2.3786E-10","8.5415E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","32.5","6.325","6.325","IN-LINE AF DEMAG","10","17.8","186.1","1.1050E-6","0.6","91.4","1.5586E-6","-4.8622E-12","1.9904E-10","2.7178E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","35.0","6.350","6.350","IN-LINE AF DEMAG","10","-16.6","206.0","3.1431E-6","-41.8","175.9","1.2201E-6","-1.1588E-10","8.2590E-12","-1.2812E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","37.5","6.375","6.375","IN-LINE AF DEMAG","10","-31.3","216.5","1.7876E-6","-51.8","227.9","1.9291E-6","-1.0211E-10","-1.1315E-10","-2.3877E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","40.0","6.400","6.400","IN-LINE AF DEMAG","10","10.0","4.8","3.6615E-6","-23.8","345.2","1.8504E-6","2.0907E-10","-5.5335E-11","-1.1764E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","42.5","6.425","6.425","IN-LINE AF DEMAG","10","22.7","0.8","5.0099E-6","10.6","358.9","2.9694E-6","3.7277E-10","-7.4331E-12","8.6191E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","45.0","6.450","6.450","IN-LINE AF DEMAG","10","48.8","245.8","2.1687E-6","50.1","302.5","1.3267E-6","5.8346E-11","-9.1675E-11","1.6035E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","47.5","6.475","6.475","IN-LINE AF DEMAG","10","21.9","204.5","3.4857E-6","35.0","203.2","2.3078E-6","-2.2204E-10","-9.4979E-11","2.0849E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","50.0","6.500","6.500","IN-LINE AF DEMAG","10","83.7","307.1","1.9513E-6","57.1","178.4","2.1396E-6","-1.4830E-10","4.1295E-12","2.8303E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","52.5","6.525","6.525","IN-LINE AF DEMAG","10","53.9","9.3","2.2455E-6","49.2","157.4","1.6190E-6","-1.2480E-10","5.2032E-11","1.9296E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","55.0","6.550","6.550","IN-LINE AF DEMAG","10","80.8","187.0","1.3177E-6","8.6","167.5","2.0240E-6","-2.4959E-10","5.5335E-11","4.7755E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","57.5","6.575","6.575","IN-LINE AF DEMAG","10","85.7","94.2","1.8198E-6","-3.6","152.0","1.5615E-6","-1.7585E-10","9.3327E-11","-1.5530E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","60.0","6.600","6.600","IN-LINE AF DEMAG","10","74.8","32.3","1.9024E-6","-39.0","139.4","1.0740E-6","-8.1036E-11","6.9376E-11","-1.0638E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","62.5","6.625","6.625","IN-LINE AF DEMAG","10","51.2","165.6","1.2980E-6","-46.3","183.4","1.8661E-6","-1.6450E-10","-9.9108E-12","-2.1237E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","65.0","6.650","6.650","IN-LINE AF DEMAG","10","72.8","163.4","1.0961E-6","-54.9","217.2","1.2470E-6","-7.2932E-11","-5.5335E-11","-1.6074E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","67.5","6.675","6.675","IN-LINE AF DEMAG","10","51.9","199.6","6.7414E-7","-57.2","236.8","1.3673E-6","-5.1863E-11","-7.9286E-11","-1.8092E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","70.0","6.700","6.700","IN-LINE AF DEMAG","10","-12.8","198.3","1.3813E-6","-45.1","203.0","2.2735E-6","-1.8881E-10","-8.0112E-11","-2.5353E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","72.5","6.725","6.725","IN-LINE AF DEMAG","10","17.5","349.9","6.3867E-7","-42.7","194.9","1.7775E-6","-1.6126E-10","-4.2947E-11","-1.8985E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","75.0","6.750","6.750","IN-LINE AF DEMAG","10","22.4","7.2","2.6126E-6","-56.1","287.8","6.3272E-7","1.3776E-11","-4.2947E-11","-8.2697E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","77.5","6.775","6.775","IN-LINE AF DEMAG","10","13.7","94.4","4.3087E-7","-38.7","259.8","1.3294E-6","-2.3500E-11","-1.3049E-10","-1.3084E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","80.0","6.800","6.800","IN-LINE AF DEMAG","10","-20.7","176.8","2.0768E-6","-33.2","238.5","1.8841E-6","-1.0535E-10","-1.7179E-10","-1.6229E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","82.5","6.825","6.825","IN-LINE AF DEMAG","10","22.3","5.7","1.5177E-6","-32.1","296.1","7.1415E-7","3.4035E-11","-6.9376E-11","-5.9791E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","85.0","6.850","6.850","IN-LINE AF DEMAG","10","25.4","9.9","2.4418E-6","-32.1","168.7","1.3972E-6","-1.4830E-10","2.9732E-11","-1.1686E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","87.5","6.875","6.875","IN-LINE AF DEMAG","10","42.6","30.7","1.7305E-6","-24.6","134.7","9.9070E-7","-8.1036E-11","8.1764E-11","-6.4838E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","90.0","6.900","6.900","IN-LINE AF DEMAG","10","14.5","157.4","9.1672E-7","6.8","67.1","1.2300E-6","6.0777E-11","1.4371E-10","2.2907E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","92.5","6.925","6.925","IN-LINE AF DEMAG","10","-34.2","159.2","8.7139E-7","40.3","83.9","1.1673E-6","1.2155E-11","1.1315E-10","1.1880E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","95.0","6.950","6.950","IN-LINE AF DEMAG","10","-16.3","46.2","7.0713E-7","43.6","186.9","1.6312E-6","-1.4992E-10","-1.8170E-11","1.7704E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","97.5","6.975","6.975","IN-LINE AF DEMAG","10","13.1","19.3","2.0997E-6","51.3","238.1","1.4975E-6","-6.3208E-11","-1.0159E-10","1.8403E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","100.0","7.000","7.000","IN-LINE AF DEMAG","10","8.6","15.9","1.6840E-6","48.7","8.9","1.1384E-6","9.4812E-11","1.4866E-11","1.3472E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","102.5","7.025","7.025","IN-LINE AF DEMAG","10","8.4","62.5","1.0075E-6","33.1","75.9","1.3366E-6","3.4845E-11","1.3875E-10","1.1492E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","105.0","7.050","7.050","IN-LINE AF DEMAG","10","25.9","93.1","9.1609E-7","47.6","87.1","1.6599E-6","7.2932E-12","1.4288E-10","1.9296E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","107.5","7.075","7.075","IN-LINE AF DEMAG","10","65.6","210.1","5.8605E-7","80.6","119.0","1.7738E-6","-1.7828E-11","3.2210E-11","2.7566E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","110.0","7.100","7.100","IN-LINE AF DEMAG","10","42.2","319.6","1.2615E-6","56.3","201.1","1.9753E-6","-1.3047E-10","-5.0380E-11","2.5896E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","112.5","7.125","7.125","IN-LINE AF DEMAG","10","31.8","354.3","1.6599E-6","25.4","193.5","2.3326E-6","-2.6175E-10","-6.2768E-11","1.5763E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","115.0","7.150","7.150","IN-LINE AF DEMAG","10","23.3","24.9","8.4074E-7","13.6","181.7","1.9718E-6","-2.4473E-10","-7.4331E-12","7.2991E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","117.5","7.175","7.175","IN-LINE AF DEMAG","10","-5.7","56.1","9.6503E-7","29.6","120.5","8.1938E-7","-4.6191E-11","7.8460E-11","6.3673E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","120.0","7.200","7.200","IN-LINE AF DEMAG","10","-33.3","102.6","1.2624E-6","-0.7","127.4","1.2944E-6","-1.0048E-10","1.3132E-10","-2.3295E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","122.5","7.225","7.225","IN-LINE AF DEMAG","10","-37.4","132.8","1.6447E-6","-5.0","158.0","2.1150E-6","-2.4959E-10","1.0076E-10","-2.9119E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","125.0","7.250","7.250","IN-LINE AF DEMAG","10","8.1","15.3","1.9137E-6","76.5","46.7","9.8876E-7","2.0259E-11","2.1473E-11","1.5142E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","127.5","7.275","7.275","IN-LINE AF DEMAG","10","21.8","2.2","3.3185E-6","77.7","350.4","1.2642E-6","3.4035E-11","-5.7813E-12","1.9451E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","130.0","7.300","7.300","IN-LINE AF DEMAG","10","19.9","2.6","2.4743E-6","65.2","96.8","8.9907E-7","-5.6725E-12","4.7902E-11","1.2851E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","132.5","7.325","7.325","IN-LINE AF DEMAG","10","-43.3","147.5","9.5103E-7","1.9","160.0","1.0945E-6","-1.3128E-10","4.7902E-11","5.8238E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","135.0","7.350","7.350","IN-LINE AF DEMAG","10","-43.0","148.8","1.7004E-6","-8.5","173.7","1.0194E-6","-1.2804E-10","1.4040E-11","-2.3683E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","137.5","7.375","7.375","IN-LINE AF DEMAG","10","-17.6","37.4","1.6132E-6","12.7","65.7","2.6897E-7","1.3776E-11","3.0558E-11","9.3180E-12","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","140.0","7.400","7.400","IN-LINE AF DEMAG","10","-5.4","34.4","2.0066E-6","-15.8","127.8","4.0830E-7","-3.0794E-11","3.9643E-11","-1.7471E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","142.5","7.425","7.425","IN-LINE AF DEMAG","10","-28.7","95.5","1.4415E-6","-10.7","183.4","1.7593E-6","-2.2042E-10","-1.3214E-11","-5.1637E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","145.0","7.450","7.450","IN-LINE AF DEMAG","10","5.4","61.9","1.7423E-6","32.7","185.9","1.2731E-6","-1.3614E-10","-1.4040E-11","1.0832E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","147.5","7.475","7.475","IN-LINE AF DEMAG","10","18.5","47.2","2.2835E-6","-4.9","176.1","2.3610E-6","-2.9983E-10","2.0647E-11","-3.1448E-11","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","150.0","7.500","7.500","IN-LINE AF DEMAG","10","36.3","94.0","2.0152E-6","-41.5","179.6","7.8844E-6","-7.5445E-10","4.9554E-12","-8.2270E-10","","","2019-01-25 03:54:17","SRM","SHLF9693231","112708531",""
"999","U999","A","1","H","3","A","0.0","6.000","6.000","IN-LINE AF DEMAG","20","56.6","189.0","7.5930E-6","-22.8","199.0","8.2328E-5","-9.1684E-9","-3.1582E-9","-5.0205E-9","SECTION HALF : ARCHIVE","47745361","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","2.5","6.025","6.025","IN-LINE AF DEMAG","20","2.0","188.9","1.1633E-5","-45.8","209.7","4.1380E-5","-3.1985E-9","-1.8252E-9","-4.6757E-9","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","5.0","6.050","6.050","IN-LINE AF DEMAG","20","-15.6","196.4","4.3209E-6","-68.4","315.8","1.5840E-5","5.3403E-10","-5.1867E-10","-2.3198E-9","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","7.5","6.075","6.075","IN-LINE AF DEMAG","20","-50.9","261.6","1.1167E-6","-58.2","349.1","6.6508E-6","4.3922E-10","-8.4242E-11","-8.9065E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","10.0","6.100","6.100","IN-LINE AF DEMAG","20","-9.6","221.9","1.9364E-6","-82.7","275.1","2.8010E-6","4.0518E-12","-4.5425E-11","-4.3756E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","12.5","6.125","6.125","IN-LINE AF DEMAG","20","-10.5","222.1","2.2012E-6","-56.4","186.8","2.5609E-6","-1.7990E-10","-2.1473E-11","-3.3584E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","15.0","6.150","6.150","IN-LINE AF DEMAG","20","-0.0","231.9","1.4377E-6","-40.5","174.0","1.9369E-6","-1.8719E-10","1.9822E-11","-1.9801E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","17.5","6.175","6.175","IN-LINE AF DEMAG","20","31.3","330.0","2.2430E-6","-18.7","93.9","1.1698E-6","-9.7243E-12","1.4123E-10","-5.9014E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","20.0","6.200","6.200","IN-LINE AF DEMAG","20","39.7","318.9","1.8113E-6","-11.4","151.1","1.3670E-6","-1.4992E-10","8.2590E-11","-4.2708E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","22.5","6.225","6.225","IN-LINE AF DEMAG","20","33.5","203.1","1.4650E-6","-8.3","180.2","3.1091E-6","-3.9302E-10","-1.6518E-12","-7.0662E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","25.0","6.250","6.250","IN-LINE AF DEMAG","20","78.3","114.0","1.7593E-6","-2.9","192.1","1.1694E-6","-1.4586E-10","-3.1384E-11","-9.3180E-12","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","27.5","6.275","6.275","IN-LINE AF DEMAG","20","62.6","29.1","2.2610E-6","7.3","63.6","1.0917E-6","6.1587E-11","1.2388E-10","2.1742E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","30.0","6.300","6.300","IN-LINE AF DEMAG","20","35.1","175.8","1.2856E-6","-13.0","124.4","1.6815E-6","-1.1831E-10","1.7261E-10","-5.9791E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","32.5","6.325","6.325","IN-LINE AF DEMAG","20","4.0","197.4","1.7618E-6","-14.3","133.8","1.5336E-6","-1.3128E-10","1.3710E-10","-5.9791E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","35.0","6.350","6.350","IN-LINE AF DEMAG","20","-11.2","211.2","2.2770E-6","-47.0","162.4","7.5155E-7","-6.2398E-11","1.9822E-11","-8.6580E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","37.5","6.375","6.375","IN-LINE AF DEMAG","20","-37.7","175.8","1.0782E-6","-60.5","179.5","1.6624E-6","-1.0454E-10","8.2590E-13","-2.2790E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","40.0","6.400","6.400","IN-LINE AF DEMAG","20","-1.0","32.2","2.7900E-6","-67.7","91.1","1.7741E-6","-1.6207E-12","8.5894E-11","-2.5857E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","42.5","6.425","6.425","IN-LINE AF DEMAG","20","11.9","23.6","2.9359E-6","-43.4","62.2","1.4578E-6","6.3208E-11","1.1976E-10","-1.5763E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","45.0","6.450","6.450","IN-LINE AF DEMAG","20","36.4","123.9","9.4190E-7","-14.1","81.7","1.1723E-6","2.1069E-11","1.4371E-10","-4.5037E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","47.5","6.475","6.475","IN-LINE AF DEMAG","20","0.8","128.1","9.1096E-7","-9.3","82.0","1.2503E-6","2.1880E-11","1.5610E-10","-3.1837E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","50.0","6.500","6.500","IN-LINE AF DEMAG","20","-0.3","25.2","1.6520E-6","-25.1","109.5","9.4657E-7","-3.6466E-11","1.0324E-10","-6.3285E-11","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","52.5","6.525","6.525","IN-LINE AF DEMAG","20","-24.6","347.6","5.8513E-7","-24.0","180.8","2.5005E-6","-2.9173E-10","-4.1295E-12","-1.6035E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","55.0","6.550","6.550","IN-LINE AF DEMAG","20","50.6","28.5","4.6696E-7","-21.8","166.5","2.2414E-6","-2.5850E-10","6.1942E-11","-1.3123E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","57.5","6.575","6.575","IN-LINE AF DEMAG","20","47.3","28.4","1.1730E-6","-40.1","145.1","1.9513E-6","-1.5640E-10","1.0902E-10","-1.9801E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","60.0","6.600","6.600","IN-LINE AF DEMAG","20","40.7","13.3","1.9658E-6","-69.8","110.3","1.5389E-6","-2.3500E-11","6.3594E-11","-2.2751E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
"999","U999","A","1","H","3","A","62.5","6.625","6.625","IN-LINE AF DEMAG","20","38.3","12.2","2.6651E-6","-45.5","3.0","1.3960E-6","1.2480E-10","6.6072E-12","-1.5685E-10","","","2019-01-25 03:58:02","SRM","SHLF9693231","112708541",""
