tab	measurements
citations	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			15-3-057:LP-X			300	15-3-057:LP-X440	LP-X			15-3-057		3.116e-07	0.01	0.0	440	300
This study	16.0	-70.1	15-3-061:LP-AF-DIR		8.96e-06	300	15-3-061:LP-AF-DIR441	LT-AF-Z	g		15-3-061	u		0.015	0.0	441	300
This study			15-3-061:LP-ARM		0.0001833	300	15-3-061:LP-ARM442	LT-AF-I	g		15-3-061	u		0.08	5e-05	442	300
This study			15-3-061:LP-IRM		0.004118	300	15-3-061:LP-IRM443	LT-IRM	g		15-3-061	u		0.0	1.0	443	300
This study			15-3-061:LP-X			300	15-3-061:LP-X444	LP-X			15-3-061		2.77e-07	0.01	0.0	444	300
This study	0.0	-54.9	15-3-064:LP-AF-DIR		8.394e-06	300	15-3-064:LP-AF-DIR445	LT-AF-Z	g		15-3-064	u		0.015	0.0	445	300
This study			15-3-064:LP-ARM		0.0001784	300	15-3-064:LP-ARM446	LT-AF-I	g		15-3-064	u		0.08	5e-05	446	300
This study			15-3-064:LP-IRM		0.003963	300	15-3-064:LP-IRM447	LT-IRM	g		15-3-064	u		0.0	1.0	447	300
This study			15-3-064:LP-X			300	15-3-064:LP-X448	LP-X			15-3-064		2.663e-07	0.01	0.0	448	300
This study	7.9	-56.7	15-3-067:LP-AF-DIR		1.061e-05	300	15-3-067:LP-AF-DIR449	LT-AF-Z	g		15-3-067	u		0.015	0.0	449	300
This study			15-3-067:LP-ARM		0.0001736	300	15-3-067:LP-ARM450	LT-AF-I	g		15-3-067	u		0.08	5e-05	450	300
This study			15-3-067:LP-IRM		0.004033	300	15-3-067:LP-IRM451	LT-IRM	g		15-3-067	u		0.0	1.0	451	300
This study			15-3-067:LP-X			300	15-3-067:LP-X452	LP-X			15-3-067		2.621e-07	0.01	0.0	452	300
This study	343.7	-60.3	15-3-071:LP-AF-DIR		4.576e-06	300	15-3-071:LP-AF-DIR453	LT-AF-Z	g		15-3-071	u		0.015	0.0	453	300
This study			15-3-071:LP-ARM		0.00012109999999999999	300	15-3-071:LP-ARM454	LT-AF-I	g		15-3-071	u		0.08	5e-05	454	300
This study			15-3-071:LP-IRM		0.002748	300	15-3-071:LP-IRM455	LT-IRM	g		15-3-071	u		0.0	1.0	455	300
This study			15-3-071:LP-X			300	15-3-071:LP-X456	LP-X			15-3-071		1.82e-07	0.01	0.0	456	300
This study	347.9	-62.2	15-3-075:LP-AF-DIR		5.335e-06	300	15-3-075:LP-AF-DIR457	LT-AF-Z	g		15-3-075	u		0.015	0.0	457	300
This study			15-3-075:LP-ARM		0.0001193	300	15-3-075:LP-ARM458	LT-AF-I	g		15-3-075	u		0.08	5e-05	458	300
This study			15-3-075:LP-IRM		0.002607	300	15-3-075:LP-IRM459	LT-IRM	g		15-3-075	u		0.0	1.0	459	300
This study			15-3-075:LP-X			300	15-3-075:LP-X460	LP-X			15-3-075		1.702e-07	0.01	0.0	460	300
This study	9.3	-64.4	15-3-078:LP-AF-DIR		5.305e-06	300	15-3-078:LP-AF-DIR461	LT-AF-Z	g		15-3-078	u		0.015	0.0	461	300
This study			15-3-078:LP-ARM		0.0001192	300	15-3-078:LP-ARM462	LT-AF-I	g		15-3-078	u		0.08	5e-05	462	300
This study			15-3-078:LP-IRM		0.002558	300	15-3-078:LP-IRM463	LT-IRM	g		15-3-078	u		0.0	1.0	463	300
This study			15-3-078:LP-X			300	15-3-078:LP-X464	LP-X			15-3-078		1.67e-07	0.01	0.0	464	300
This study	16.7	-70.2	15-3-080:LP-AF-DIR		7.913e-06	300	15-3-080:LP-AF-DIR465	LT-AF-Z	g		15-3-080	u		0.015	0.0	465	300
This study			15-3-080:LP-ARM		0.0001327	300	15-3-080:LP-ARM466	LT-AF-I	g		15-3-080	u		0.08	5e-05	466	300
This study			15-3-080:LP-IRM		0.003134	300	15-3-080:LP-IRM467	LT-IRM	g		15-3-080	u		0.0	1.0	467	300
This study			15-3-080:LP-X			300	15-3-080:LP-X468	LP-X			15-3-080		2.106e-07	0.01	0.0	468	300
This study	359.2	-60.5	15-3-083:LP-AF-DIR		7.343e-06	300	15-3-083:LP-AF-DIR469	LT-AF-Z	g		15-3-083	u		0.015	0.0	469	300
This study			15-3-083:LP-ARM		0.0001274	300	15-3-083:LP-ARM470	LT-AF-I	g		15-3-083	u		0.08	5e-05	470	300
This study			15-3-083:LP-IRM		0.003117	300	15-3-083:LP-IRM471	LT-IRM	g		15-3-083	u		0.0	1.0	471	300
This study			15-3-083:LP-X			300	15-3-083:LP-X472	LP-X			15-3-083		2.081e-07	0.01	0.0	472	300
This study	318.5	-60.7	15-3-086:LP-AF-DIR		3.0030000000000007e-06	300	15-3-086:LP-AF-DIR473	LT-AF-Z	g		15-3-086	u		0.015	0.0	473	300
This study			15-3-086:LP-ARM		0.00012880000000000001	300	15-3-086:LP-ARM474	LT-AF-I	g		15-3-086	u		0.08	5e-05	474	300
This study			15-3-086:LP-IRM		0.002902	300	15-3-086:LP-IRM475	LT-IRM	g		15-3-086	u		0.0	1.0	475	300
This study			15-3-086:LP-X			300	15-3-086:LP-X476	LP-X			15-3-086		1.925e-07	0.01	0.0	476	300
This study	2.8	-62.9	15-3-089:LP-AF-DIR		5.564e-07	300	15-3-089:LP-AF-DIR477	LT-AF-Z	g		15-3-089	u		0.015	0.0	477	300
This study			15-3-089:LP-ARM		0.0001249	300	15-3-089:LP-ARM478	LT-AF-I	g		15-3-089	u		0.08	5e-05	478	300
This study			15-3-089:LP-IRM		0.002613	300	15-3-089:LP-IRM479	LT-IRM	g		15-3-089	u		0.0	1.0	479	300
This study			15-3-089:LP-X			300	15-3-089:LP-X480	LP-X			15-3-089		1.769e-07	0.01	0.0	480	300
This study	214.1	38.0	15-3-092:LP-AF-DIR		2.339e-06	300	15-3-092:LP-AF-DIR481	LT-AF-Z	g		15-3-092	u		0.015	0.0	481	300
This study			15-3-092:LP-ARM		0.00012209999999999999	300	15-3-092:LP-ARM482	LT-AF-I	g		15-3-092	u		0.08	5e-05	482	300
This study			15-3-092:LP-IRM		0.002561	300	15-3-092:LP-IRM483	LT-IRM	g		15-3-092	u		0.0	1.0	483	300
This study			15-3-092:LP-X			300	15-3-092:LP-X484	LP-X			15-3-092		1.8030000000000002e-07	0.01	0.0	484	300
This study	227.2	57.3	15-3-096:LP-AF-DIR		3.501e-06	300	15-3-096:LP-AF-DIR485	LT-AF-Z	g		15-3-096	u		0.015	0.0	485	300
This study			15-3-096:LP-ARM		0.0001302	300	15-3-096:LP-ARM486	LT-AF-I	g		15-3-096	u		0.08	5e-05	486	300
This study			15-3-096:LP-IRM		0.002764	300	15-3-096:LP-IRM487	LT-IRM	g		15-3-096	u		0.0	1.0	487	300
This study			15-3-096:LP-X			300	15-3-096:LP-X488	LP-X			15-3-096		1.818e-07	0.01	0.0	488	300
This study	207.6	51.4	15-3-098:LP-AF-DIR		5.2670000000000006e-06	300	15-3-098:LP-AF-DIR489	LT-AF-Z	g		15-3-098	u		0.015	0.0	489	300
This study			15-3-098:LP-ARM		0.00012009999999999998	300	15-3-098:LP-ARM490	LT-AF-I	g		15-3-098	u		0.08	5e-05	490	300
This study			15-3-098:LP-IRM		0.002617	300	15-3-098:LP-IRM491	LT-IRM	g		15-3-098	u		0.0	1.0	491	300
This study			15-3-098:LP-X			300	15-3-098:LP-X492	LP-X			15-3-098		1.7129999999999998e-07	0.01	0.0	492	300
This study	208.6	47.9	15-3-101:LP-AF-DIR		4.4210000000000005e-06	300	15-3-101:LP-AF-DIR493	LT-AF-Z	g		15-3-101	u		0.015	0.0	493	300
This study			15-3-101:LP-ARM		0.0001159	300	15-3-101:LP-ARM494	LT-AF-I	g		15-3-101	u		0.08	5e-05	494	300
This study			15-3-101:LP-IRM		0.0025210000000000002	300	15-3-101:LP-IRM495	LT-IRM	g		15-3-101	u		0.0	1.0	495	300
This study			15-3-101:LP-X			300	15-3-101:LP-X496	LP-X			15-3-101		1.805e-07	0.01	0.0	496	300
This study	216.5	51.0	15-3-104:LP-AF-DIR		4.584e-06	300	15-3-104:LP-AF-DIR497	LT-AF-Z	g		15-3-104	u		0.015	0.0	497	300
This study			15-3-104:LP-ARM		0.0001171	300	15-3-104:LP-ARM498	LT-AF-I	g		15-3-104	u		0.08	5e-05	498	300
This study			15-3-104:LP-IRM		0.00244	300	15-3-104:LP-IRM499	LT-IRM	g		15-3-104	u		0.0	1.0	499	300
This study			15-3-104:LP-X			300	15-3-104:LP-X500	LP-X			15-3-104		1.62e-07	0.01	0.0	500	300
This study	200.3	52.4	15-3-107:LP-AF-DIR		4.8660000000000005e-06	300	15-3-107:LP-AF-DIR501	LT-AF-Z	g		15-3-107	u		0.015	0.0	501	300
This study			15-3-107:LP-ARM		0.00011259999999999999	300	15-3-107:LP-ARM502	LT-AF-I	g		15-3-107	u		0.08	5e-05	502	300
This study			15-3-107:LP-IRM		0.00249	300	15-3-107:LP-IRM503	LT-IRM	g		15-3-107	u		0.0	1.0	503	300
This study			15-3-107:LP-X			300	15-3-107:LP-X504	LP-X			15-3-107		1.643e-07	0.01	0.0	504	300
This study	201.7	49.6	15-3-109:LP-AF-DIR		4.286e-06	300	15-3-109:LP-AF-DIR505	LT-AF-Z	g		15-3-109	u		0.015	0.0	505	300
This study			15-3-109:LP-ARM		0.00011	300	15-3-109:LP-ARM506	LT-AF-I	g		15-3-109	u		0.08	5e-05	506	300
This study			15-3-109:LP-IRM		0.002486	300	15-3-109:LP-IRM507	LT-IRM	g		15-3-109	u		0.0	1.0	507	300
This study			15-3-109:LP-X			300	15-3-109:LP-X508	LP-X			15-3-109		1.6289999999999998e-07	0.01	0.0	508	300
This study	208.4	58.8	15-3-112:LP-AF-DIR		5.515e-06	300	15-3-112:LP-AF-DIR509	LT-AF-Z	g		15-3-112	u		0.015	0.0	509	300
This study			15-3-112:LP-ARM		0.000126	300	15-3-112:LP-ARM510	LT-AF-I	g		15-3-112	u		0.08	5e-05	510	300
This study			15-3-112:LP-IRM		0.002817	300	15-3-112:LP-IRM511	LT-IRM	g		15-3-112	u		0.0	1.0	511	300
This study			15-3-112:LP-X			300	15-3-112:LP-X512	LP-X			15-3-112		1.8399999999999998e-07	0.01	0.0	512	300
This study	216.6	52.0	15-3-115:LP-AF-DIR		2.6239999999999998e-06	300	15-3-115:LP-AF-DIR513	LT-AF-Z	g		15-3-115	u		0.015	0.0	513	300
This study			15-3-115:LP-ARM		0.0001141	300	15-3-115:LP-ARM514	LT-AF-I	g		15-3-115	u		0.08	5e-05	514	300
This study			15-3-115:LP-IRM		0.0024530000000000003	300	15-3-115:LP-IRM515	LT-IRM	g		15-3-115	u		0.0	1.0	515	300
This study			15-3-115:LP-X			300	15-3-115:LP-X516	LP-X			15-3-115		1.58e-07	0.01	0.0	516	300
This study	202.9	47.8	15-3-118:LP-AF-DIR		7.825e-06	300	15-3-118:LP-AF-DIR517	LT-AF-Z	g		15-3-118	u		0.015	0.0	517	300
This study			15-3-118:LP-ARM		0.00011850000000000001	300	15-3-118:LP-ARM518	LT-AF-I	g		15-3-118	u		0.08	5e-05	518	300
This study			15-3-118:LP-IRM		0.002641	300	15-3-118:LP-IRM519	LT-IRM	g		15-3-118	u		0.0	1.0	519	300
This study			15-3-118:LP-X			300	15-3-118:LP-X520	LP-X			15-3-118		1.692e-07	0.01	0.0	520	300
This study	220.4	58.6	15-3-122:LP-AF-DIR		4.5089999999999995e-06	300	15-3-122:LP-AF-DIR521	LT-AF-Z	g		15-3-122	u		0.015	0.0	521	300
This study			15-3-122:LP-ARM		8.661e-05	300	15-3-122:LP-ARM522	LT-AF-I	g		15-3-122	u		0.08	5e-05	522	300
This study			15-3-122:LP-IRM		0.002408	300	15-3-122:LP-IRM523	LT-IRM	g		15-3-122	u		0.0	1.0	523	300
This study			15-3-122:LP-X			300	15-3-122:LP-X524	LP-X			15-3-122		1.597e-07	0.01	0.0	524	300
This study	248.3	47.1	15-3-125:LP-AF-DIR		3.77e-06	300	15-3-125:LP-AF-DIR525	LT-AF-Z	g		15-3-125	u		0.015	0.0	525	300
This study			15-3-125:LP-ARM		0.0001006	300	15-3-125:LP-ARM526	LT-AF-I	g		15-3-125	u		0.08	5e-05	526	300
This study			15-3-125:LP-IRM		0.002147	300	15-3-125:LP-IRM527	LT-IRM	g		15-3-125	u		0.0	1.0	527	300
This study			15-3-125:LP-X			300	15-3-125:LP-X528	LP-X			15-3-125		1.439e-07	0.01	0.0	528	300
This study	241.2	50.0	15-3-129:LP-AF-DIR		4.91e-06	300	15-3-129:LP-AF-DIR529	LT-AF-Z	g		15-3-129	u		0.015	0.0	529	300
This study			15-3-129:LP-ARM		0.0001183	300	15-3-129:LP-ARM530	LT-AF-I	g		15-3-129	u		0.08	5e-05	530	300
This study			15-3-129:LP-IRM		0.002759	300	15-3-129:LP-IRM531	LT-IRM	g		15-3-129	u		0.0	1.0	531	300
This study			15-3-129:LP-X			300	15-3-129:LP-X532	LP-X			15-3-129		1.75e-07	0.01	0.0	532	300
This study	193.8	-63.9	16-1-098:LP-AF-DIR		4.206e-06	300	16-1-098:LP-AF-DIR533	LT-AF-Z	g		16-1-098	u		0.015	0.0	533	300
This study			16-1-098:LP-ARM		0.0001328	300	16-1-098:LP-ARM534	LT-AF-I	g		16-1-098	u		0.08	5e-05	534	300
This study			16-1-098:LP-IRM		0.002859	300	16-1-098:LP-IRM535	LT-IRM	g		16-1-098	u		0.0	1.0	535	300
This study			16-1-098:LP-X			300	16-1-098:LP-X536	LP-X			16-1-098		1.829e-07	0.01	0.0	536	300
This study	101.2	51.6	16-1-101:LP-AF-DIR		5.976e-06	300	16-1-101:LP-AF-DIR537	LT-AF-Z	g		16-1-101	u		0.015	0.0	537	300
This study			16-1-101:LP-ARM		0.0001173	300	16-1-101:LP-ARM538	LT-AF-I	g		16-1-101	u		0.08	5e-05	538	300
This study			16-1-101:LP-IRM		0.002621	300	16-1-101:LP-IRM539	LT-IRM	g		16-1-101	u		0.0	1.0	539	300
This study			16-1-101:LP-X			300	16-1-101:LP-X540	LP-X			16-1-101		1.639e-07	0.01	0.0	540	300
This study	117.4	58.5	16-1-104:LP-AF-DIR		6.8239999999999985e-06	300	16-1-104:LP-AF-DIR541	LT-AF-Z	g		16-1-104	u		0.015	0.0	541	300
This study			16-1-104:LP-ARM		0.0001147	300	16-1-104:LP-ARM542	LT-AF-I	g		16-1-104	u		0.08	5e-05	542	300
This study			16-1-104:LP-IRM		0.0025	300	16-1-104:LP-IRM543	LT-IRM	g		16-1-104	u		0.0	1.0	543	300
This study			16-1-104:LP-X			300	16-1-104:LP-X544	LP-X			16-1-104		1.618e-07	0.01	0.0	544	300
This study	102.7	61.8	16-1-108:LP-AF-DIR		9.167e-06	300	16-1-108:LP-AF-DIR545	LT-AF-Z	g		16-1-108	u		0.015	0.0	545	300
This study			16-1-108:LP-ARM		0.0001198	300	16-1-108:LP-ARM546	LT-AF-I	g		16-1-108	u		0.08	5e-05	546	300
This study			16-1-108:LP-IRM		0.002576	300	16-1-108:LP-IRM547	LT-IRM	g		16-1-108	u		0.0	1.0	547	300
This study			16-1-108:LP-X			300	16-1-108:LP-X548	LP-X			16-1-108		1.72e-07	0.01	0.0	548	300
This study	97.1	58.5	16-1-110:LP-AF-DIR		1.158e-05	300	16-1-110:LP-AF-DIR549	LT-AF-Z	g		16-1-110	u		0.015	0.0	549	300
This study			16-1-110:LP-ARM		0.0001237	300	16-1-110:LP-ARM550	LT-AF-I	g		16-1-110	u		0.08	5e-05	550	300
This study			16-1-110:LP-IRM		0.002665	300	16-1-110:LP-IRM551	LT-IRM	g		16-1-110	u		0.0	1.0	551	300
This study			16-1-110:LP-X			300	16-1-110:LP-X552	LP-X			16-1-110		1.834e-07	0.01	0.0	552	300
This study	100.5	58.9	16-1-115:LP-AF-DIR		1.337e-05	300	16-1-115:LP-AF-DIR553	LT-AF-Z	g		16-1-115	u		0.015	0.0	553	300
This study			16-1-115:LP-ARM		0.00012690000000000002	300	16-1-115:LP-ARM554	LT-AF-I	g		16-1-115	u		0.08	5e-05	554	300
This study			16-1-115:LP-IRM		0.002724	300	16-1-115:LP-IRM555	LT-IRM	g		16-1-115	u		0.0	1.0	555	300
This study			16-1-115:LP-X			300	16-1-115:LP-X556	LP-X			16-1-115		1.8969999999999998e-07	0.01	0.0	556	300
This study	130.3	64.7	16-1-119:LP-AF-DIR		8.764e-06	300	16-1-119:LP-AF-DIR557	LT-AF-Z	g		16-1-119	u		0.015	0.0	557	300
This study			16-1-119:LP-ARM		0.00011850000000000001	300	16-1-119:LP-ARM558	LT-AF-I	g		16-1-119	u		0.08	5e-05	558	300
This study			16-1-119:LP-IRM		0.0026420000000000003	300	16-1-119:LP-IRM559	LT-IRM	g		16-1-119	u		0.0	1.0	559	300
This study			16-1-119:LP-X			300	16-1-119:LP-X560	LP-X			16-1-119		1.8469999999999998e-07	0.01	0.0	560	300
This study	125.0	52.2	16-1-122:LP-AF-DIR		7.637e-06	300	16-1-122:LP-AF-DIR561	LT-AF-Z	g		16-1-122	u		0.015	0.0	561	300
This study			16-1-122:LP-ARM		0.0001199	300	16-1-122:LP-ARM562	LT-AF-I	g		16-1-122	u		0.08	5e-05	562	300
This study			16-1-122:LP-IRM		0.002625	300	16-1-122:LP-IRM563	LT-IRM	g		16-1-122	u		0.0	1.0	563	300
This study			16-1-122:LP-X			300	16-1-122:LP-X564	LP-X			16-1-122		1.7960000000000005e-07	0.01	0.0	564	300
This study	138.1	45.0	16-1-125:LP-AF-DIR		4.934e-06	300	16-1-125:LP-AF-DIR565	LT-AF-Z	g		16-1-125	u		0.015	0.0	565	300
This study			16-1-125:LP-ARM		0.00011779999999999999	300	16-1-125:LP-ARM566	LT-AF-I	g		16-1-125	u		0.08	5e-05	566	300
This study			16-1-125:LP-IRM		0.00264	300	16-1-125:LP-IRM567	LT-IRM	g		16-1-125	u		0.0	1.0	567	300
This study			16-1-125:LP-X			300	16-1-125:LP-X568	LP-X			16-1-125		1.7960000000000005e-07	0.01	0.0	568	300
This study	138.4	44.5	16-1-128:LP-AF-DIR		4.532e-06	300	16-1-128:LP-AF-DIR569	LT-AF-Z	g		16-1-128	u		0.015	0.0	569	300
This study			16-1-128:LP-ARM		0.0001147	300	16-1-128:LP-ARM570	LT-AF-I	g		16-1-128	u		0.08	5e-05	570	300
This study			16-1-128:LP-IRM		0.002424	300	16-1-128:LP-IRM571	LT-IRM	g		16-1-128	u		0.0	1.0	571	300
This study			16-1-128:LP-X			300	16-1-128:LP-X572	LP-X			16-1-128		1.545e-07	0.01	0.0	572	300
This study	143.5	46.3	16-1-131:LP-AF-DIR		4.298e-06	300	16-1-131:LP-AF-DIR573	LT-AF-Z	g		16-1-131	u		0.015	0.0	573	300
This study			16-1-131:LP-ARM		9.872e-05	300	16-1-131:LP-ARM574	LT-AF-I	g		16-1-131	u		0.08	5e-05	574	300
This study			16-1-131:LP-IRM		0.002176	300	16-1-131:LP-IRM575	LT-IRM	g		16-1-131	u		0.0	1.0	575	300
This study			16-1-131:LP-X			300	16-1-131:LP-X576	LP-X			16-1-131		1.383e-07	0.01	0.0	576	300
This study	154.6	56.0	16-1-134:LP-AF-DIR		4.632e-06	300	16-1-134:LP-AF-DIR577	LT-AF-Z	g		16-1-134	u		0.015	0.0	577	300
This study			16-1-134:LP-ARM		9.277e-05	300	16-1-134:LP-ARM578	LT-AF-I	g		16-1-134	u		0.08	5e-05	578	300
This study			16-1-134:LP-IRM		0.00199	300	16-1-134:LP-IRM579	LT-IRM	g		16-1-134	u		0.0	1.0	579	300
This study			16-1-134:LP-X			300	16-1-134:LP-X580	LP-X			16-1-134		1.2029999999999999e-07	0.01	0.0	580	300
This study	147.5	49.3	16-1-137:LP-AF-DIR		4e-06	300	16-1-137:LP-AF-DIR581	LT-AF-Z	g		16-1-137	u		0.015	0.0	581	300
This study			16-1-137:LP-ARM		8.114e-05	300	16-1-137:LP-ARM582	LT-AF-I	g		16-1-137	u		0.08	5e-05	582	300
This study			16-1-137:LP-IRM		0.0019089999999999999	300	16-1-137:LP-IRM583	LT-IRM	g		16-1-137	u		0.0	1.0	583	300
This study			16-1-137:LP-X			300	16-1-137:LP-X584	LP-X			16-1-137		1.269e-07	0.01	0.0	584	300
This study	156.2	47.9	16-1-140:LP-AF-DIR		4.738e-06	300	16-1-140:LP-AF-DIR585	LT-AF-Z	g		16-1-140	u		0.015	0.0	585	300
This study			16-1-140:LP-ARM		8.397e-05	300	16-1-140:LP-ARM586	LT-AF-I	g		16-1-140	u		0.08	5e-05	586	300
This study			16-1-140:LP-IRM		0.001917	300	16-1-140:LP-IRM587	LT-IRM	g		16-1-140	u		0.0	1.0	587	300
This study			16-1-140:LP-X			300	16-1-140:LP-X588	LP-X			16-1-140		1.2390000000000002e-07	0.01	0.0	588	300
This study	163.5	50.0	16-1-142:LP-AF-DIR		4.384e-06	300	16-1-142:LP-AF-DIR589	LT-AF-Z	g		16-1-142	u		0.015	0.0	589	300
This study			16-1-142:LP-ARM		8.815e-05	300	16-1-142:LP-ARM590	LT-AF-I	g		16-1-142	u		0.08	5e-05	590	300
This study			16-1-142:LP-IRM		0.001967	300	16-1-142:LP-IRM591	LT-IRM	g		16-1-142	u		0.0	1.0	591	300
This study			16-1-142:LP-X			300	16-1-142:LP-X592	LP-X			16-1-142		1.284e-07	0.01	0.0	592	300
This study	163.2	43.3	16-1-145:LP-AF-DIR		4.678e-06	300	16-1-145:LP-AF-DIR593	LT-AF-Z	g		16-1-145	u		0.015	0.0	593	300
This study			16-1-145:LP-ARM		9.381e-05	300	16-1-145:LP-ARM594	LT-AF-I	g		16-1-145	u		0.08	5e-05	594	300
This study			16-1-145:LP-IRM		0.0022370000000000003	300	16-1-145:LP-IRM595	LT-IRM	g		16-1-145	u		0.0	1.0	595	300
This study			16-1-145:LP-X			300	16-1-145:LP-X596	LP-X			16-1-145		1.473e-07	0.01	0.0	596	300
This study	182.5	40.4	16-1-148:LP-AF-DIR		2.9489999999999996e-06	300	16-1-148:LP-AF-DIR597	LT-AF-Z	g		16-1-148	u		0.015	0.0	597	300
This study			16-1-148:LP-ARM		0.0001065	300	16-1-148:LP-ARM598	LT-AF-I	g		16-1-148	u		0.08	5e-05	598	300
This study			16-1-148:LP-IRM		0.002384	300	16-1-148:LP-IRM599	LT-IRM	g		16-1-148	u		0.0	1.0	599	300
This study			16-1-148:LP-X			300	16-1-148:LP-X600	LP-X			16-1-148		1.6359999999999998e-07	0.01	0.0	600	300
This study	170.4	59.9	16-2-001:LP-AF-DIR		2.578e-06	300	16-2-001:LP-AF-DIR601	LT-AF-Z	g		16-2-001	u		0.015	0.0	601	300
This study			16-2-001:LP-ARM		0.00010309999999999999	300	16-2-001:LP-ARM602	LT-AF-I	g		16-2-001	u		0.08	5e-05	602	300
This study			16-2-001:LP-IRM		0.00228	300	16-2-001:LP-IRM603	LT-IRM	g		16-2-001	u		0.0	1.0	603	300
This study			16-2-001:LP-X			300	16-2-001:LP-X604	LP-X			16-2-001		1.532e-07	0.01	0.0	604	300
This study	185.5	56.1	16-2-005:LP-AF-DIR		4.007e-06	300	16-2-005:LP-AF-DIR605	LT-AF-Z	g		16-2-005	u		0.015	0.0	605	300
This study			16-2-005:LP-ARM		0.00010669999999999999	300	16-2-005:LP-ARM606	LT-AF-I	g		16-2-005	u		0.08	5e-05	606	300
This study			16-2-005:LP-IRM		0.0022890000000000002	300	16-2-005:LP-IRM607	LT-IRM	g		16-2-005	u		0.0	1.0	607	300
This study			16-2-005:LP-X			300	16-2-005:LP-X608	LP-X			16-2-005		1.459e-07	0.01	0.0	608	300
This study	181.7	51.9	16-2-008:LP-AF-DIR		4.459e-06	300	16-2-008:LP-AF-DIR609	LT-AF-Z	g		16-2-008	u		0.015	0.0	609	300
This study			16-2-008:LP-ARM		0.0001032	300	16-2-008:LP-ARM610	LT-AF-I	g		16-2-008	u		0.08	5e-05	610	300
This study			16-2-008:LP-IRM		0.002263	300	16-2-008:LP-IRM611	LT-IRM	g		16-2-008	u		0.0	1.0	611	300
This study			16-2-008:LP-X			300	16-2-008:LP-X612	LP-X			16-2-008		1.445e-07	0.01	0.0	612	300
This study	163.6	52.5	16-2-012:LP-AF-DIR		9.085e-06	300	16-2-012:LP-AF-DIR613	LT-AF-Z	g		16-2-012	u		0.015	0.0	613	300
This study			16-2-012:LP-ARM		9.881e-05	300	16-2-012:LP-ARM614	LT-AF-I	g		16-2-012	u		0.08	5e-05	614	300
This study			16-2-012:LP-IRM		0.002248	300	16-2-012:LP-IRM615	LT-IRM	g		16-2-012	u		0.0	1.0	615	300
This study			16-2-012:LP-X			300	16-2-012:LP-X616	LP-X			16-2-012		1.439e-07	0.01	0.0	616	300
This study	168.6	50.2	16-2-015:LP-AF-DIR		7.455e-06	300	16-2-015:LP-AF-DIR617	LT-AF-Z	g		16-2-015	u		0.015	0.0	617	300
This study			16-2-015:LP-ARM		9.865e-05	300	16-2-015:LP-ARM618	LT-AF-I	g		16-2-015	u		0.08	5e-05	618	300
This study			16-2-015:LP-IRM		0.0022760000000000002	300	16-2-015:LP-IRM619	LT-IRM	g		16-2-015	u		0.0	1.0	619	300
This study			16-2-015:LP-X			300	16-2-015:LP-X620	LP-X			16-2-015		1.446e-07	0.01	0.0	620	300
This study	175.3	55.0	16-2-018:LP-AF-DIR		5.6170000000000014e-06	300	16-2-018:LP-AF-DIR621	LT-AF-Z	g		16-2-018	u		0.015	0.0	621	300
This study			16-2-018:LP-ARM		8.802e-05	300	16-2-018:LP-ARM622	LT-AF-I	g		16-2-018	u		0.08	5e-05	622	300
This study			16-2-018:LP-IRM		0.002006	300	16-2-018:LP-IRM623	LT-IRM	g		16-2-018	u		0.0	1.0	623	300
This study			16-2-018:LP-X			300	16-2-018:LP-X624	LP-X			16-2-018		1.2810000000000002e-07	0.01	0.0	624	300
This study	172.3	62.6	16-2-021:LP-AF-DIR		4.433999999999999e-06	300	16-2-021:LP-AF-DIR625	LT-AF-Z	g		16-2-021	u		0.015	0.0	625	300
This study			16-2-021:LP-ARM		9.826e-05	300	16-2-021:LP-ARM626	LT-AF-I	g		16-2-021	u		0.08	5e-05	626	300
This study			16-2-021:LP-IRM		0.002163	300	16-2-021:LP-IRM627	LT-IRM	g		16-2-021	u		0.0	1.0	627	300
This study			16-2-021:LP-X			300	16-2-021:LP-X628	LP-X			16-2-021		1.3900000000000001e-07	0.01	0.0	628	300
This study	184.9	57.2	16-2-024:LP-AF-DIR		4.669e-06	300	16-2-024:LP-AF-DIR629	LT-AF-Z	g		16-2-024	u		0.015	0.0	629	300
This study			16-2-024:LP-ARM		0.00011640000000000001	300	16-2-024:LP-ARM630	LT-AF-I	g		16-2-024	u		0.08	5e-05	630	300
This study			16-2-024:LP-IRM		0.002393	300	16-2-024:LP-IRM631	LT-IRM	g		16-2-024	u		0.0	1.0	631	300
This study			16-2-024:LP-X			300	16-2-024:LP-X632	LP-X			16-2-024		1.484e-07	0.01	0.0	632	300
This study	183.6	46.6	16-2-029:LP-AF-DIR		7.003e-06	300	16-2-029:LP-AF-DIR633	LT-AF-Z	g		16-2-029	u		0.015	0.0	633	300
This study			16-2-029:LP-ARM		0.0001369	300	16-2-029:LP-ARM634	LT-AF-I	g		16-2-029	u		0.08	5e-05	634	300
This study			16-2-029:LP-IRM		0.002796	300	16-2-029:LP-IRM635	LT-IRM	g		16-2-029	u		0.0	1.0	635	300
This study			16-2-029:LP-X			300	16-2-029:LP-X636	LP-X			16-2-029		1.7510000000000005e-07	0.01	0.0	636	300
