tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	er_analyst_mail_names	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	er_synthetic_name	experiment	instrument_codes	location	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_date	measurement_demagn_code	measurement_elevation	measurement_freq	measurement_height	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magnitude	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_r2	measurement_sd	measurement_sweep_rate	measurement_temp_change	measurement_time_zone	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
This study		0.6	163.9	62.4	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000147						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0	0	0	673													
This study		1	164.2	32.7	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000082						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	573													
This study		0.8	165.8	-25.1	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00000759						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	673													
This study		0.7	164.5	61.8	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000116						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0	0	0	723													
This study		1.2	162.1	-62.8	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000115						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	723													
This study		0.7	167.4	61.3	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00000822						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0	0	0	773													
This study		0.9	165.1	-68.9	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000113						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	673													
This study		0.6	167.6	-77	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000176						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	773													
This study		0.6	168	60.7	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000062						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0	0	0	798													
This study		0.5	167	-80.8	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00002						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	798													
This study		0.7	166.4	60.9	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00000432						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0	0	0	823													
This study		0.8	166.3	-83.5	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000201						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	773													
This study		0.6	163.2	-84.3	Jason Steindorf							mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000224						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	28	g	mc21e	mc21	pmagpy-1.65b	mc21e	u	0	0.00004	0	90	823													
This study		0.8	52.7	-52.3	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000032						273																												LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	273													
This study		0.3	52.3	-52.6	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000321						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	373													
This study		0.3	52.7	-53	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000326						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	3	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	373													
This study		0.9	52.2	-52.5	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000321						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	4	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	423													
This study		0.7	53.8	-53.7	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000329						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	5	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	423													
This study		0.3	52.3	-52.5	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000032						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	6	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	473													
This study		1	52	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000324						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	7	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	373													
This study		0.8	52.3	-54.6	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000331						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	8	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	473													
This study		0.7	52.3	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000317						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	9	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	523													
This study		0.7	51.3	-55.3	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000334						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	10	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	523													
This study		0.7	54.9	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000031						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	11	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	573													
This study		0.8	53.4	-54.8	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000322						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	12	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	473													
This study		0.7	53.7	-59.6	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000364						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	13	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	573													
This study		0.8	53.9	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000299						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	14	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	623													
This study		1.1	55.4	-63.2	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.00004						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	15	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	623													
This study		0.9	55.2	-53	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000277						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	673													
This study		0.7	55.3	-60	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000334						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	573													
This study		0.9	54.1	-68.2	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000449						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	673													
This study		0.8	54.4	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000253						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	723													
This study		0.9	54	-71.2	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000479						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	723													
This study		0.9	55.4	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000246						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	773													
This study		0.9	54.3	-68.6	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000409						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	673													
This study		0.5	52.9	-71.9	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000482						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	773													
This study		0.8	54.7	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000244						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	798													
This study		0.6	53.8	-72.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000479						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	798													
This study		1	55.6	-53.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000241						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0	0	0	823													
This study		0.6	53.5	-72.6	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000483						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	773													
This study		0.6	53.2	-72.1	Jason Steindorf							mc26a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000475						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	28	g	mc26a	mc26	pmagpy-1.65b	mc26a	u	0	0.00004	0	90	823													
This study		0.4	41.7	-34.2	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000185						273																												LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	273													
This study		0.4	42.6	-34.3	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000185						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	373													
This study		1	43.2	-34.7	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000187						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	3	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	373													
This study		1.4	42.5	-34.2	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000185						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	4	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	423													
This study		1.4	42.5	-35.4	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000188						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	5	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	423													
This study		1	42.7	-34.3	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000184						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	6	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	473													
This study		1.4	42.9	-34.8	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000185						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	7	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	373													
This study		1.3	42.6	-36	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000188						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	8	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	473													
This study		1.1	43.4	-34.8	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000181						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	9	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	523													
This study		1.3	42.5	-37.5	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000186						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	10	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	523													
This study		1	42.8	-34.8	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000177						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	11	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	573													
This study		1	42.1	-36.8	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000181						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	12	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	473													
This study		1.2	42.5	-39.7	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000189						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	13	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	573													
This study		1	42.4	-34.9	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000017						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	14	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	623													
This study		1.4	43.3	-45.3	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000198						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	15	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	623													
This study		1	43.2	-34.8	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000158						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	16	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	673													
This study		1	43.5	-41.2	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000172						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	17	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	573													
This study		1.2	42.5	-55.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000224						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	18	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	673													
This study		1.1	44.4	-35.2	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000142						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	19	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	723													
This study		0.8	43.7	-61.5	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000248						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	20	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	723													
This study		1.2	43.6	-35.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000137						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	21	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	773													
This study		1.1	42.6	-59.3	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.000022						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	22	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	673													
This study		0.8	42.7	-64.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000257						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	23	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	773													
This study		0.9	43.3	-35.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000136						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	24	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	798													
This study		0.7	44.7	-64.7	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000256						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	25	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	798													
This study		1.3	42.8	-35.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000134						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	26	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0	0	0	823													
This study		0.8	43.5	-65.1	Jason Steindorf							mc26c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000259						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	27	g	mc26c	mc26	pmagpy-1.65b	mc26c	u	0	0.00004	0	90	823													
This study		0.9	35.7	-29.3	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000267						273																												LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	1	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0	0	0	273													
This study		0.3	35.9	-29.5	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000269						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	2	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0	0	0	373													
This study		0.2	36	-29	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000268						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	3	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0.00004	0	90	373													
This study		0.3	36.4	-29.1	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000269						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	4	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0	0	0	423													
This study		0.3	36.9	-28.6	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000266						273																												LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	5	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0.00004	0	90	423													
This study		0.3	37.1	-29.6	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000268						273																												LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	6	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0	0	0	473													
This study		0.3	37	-29	Jason Steindorf							mc26d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		McMurdo		0.0000267						273																												LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	7	g	mc26d	mc26	pmagpy-1.65b	mc26d	u	0	0.00004	0	90	373													
