tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_method_codes	magic_software_packages	measurement_chi_volume	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_lab_field_ac	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.5	318-U1361A-011H_4A-0.5	318-U1361A-011H_4A-0.5		318-U1361A-011H_4A-0.5:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	169.5		g	48.6		3.35E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.55	318-U1361A-011H_4A-0.55	318-U1361A-011H_4A-0.55		318-U1361A-011H_4A-0.55:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	155.1		g	50.4		3.41E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.6	318-U1361A-011H_4A-0.6	318-U1361A-011H_4A-0.6		318-U1361A-011H_4A-0.6:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	142.5		g	34.4		3.62E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.65	318-U1361A-011H_4A-0.65	318-U1361A-011H_4A-0.65		318-U1361A-011H_4A-0.65:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	134.4		g	52.5		1.98E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.7	318-U1361A-011H_4A-0.7	318-U1361A-011H_4A-0.7		318-U1361A-011H_4A-0.7:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	33.8		g	63.6		2.65E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.75	318-U1361A-011H_4A-0.75	318-U1361A-011H_4A-0.75		318-U1361A-011H_4A-0.75:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	78.8		g	67.4		3.45E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.8	318-U1361A-011H_4A-0.8	318-U1361A-011H_4A-0.8		318-U1361A-011H_4A-0.8:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	109.9		g	69.5		3.46E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.85	318-U1361A-011H_4A-0.85	318-U1361A-011H_4A-0.85		318-U1361A-011H_4A-0.85:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	162.2		g	48.3		5.57E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.9	318-U1361A-011H_4A-0.9	318-U1361A-011H_4A-0.9		318-U1361A-011H_4A-0.9:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	143.2		g	41.6		7.42E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-0.95	318-U1361A-011H_4A-0.95	318-U1361A-011H_4A-0.95		318-U1361A-011H_4A-0.95:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	103.7		g	41.7		5.02E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1	318-U1361A-011H_4A-1	318-U1361A-011H_4A-1		318-U1361A-011H_4A-1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	152.6		g	38.5		6.52E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.05	318-U1361A-011H_4A-1.05	318-U1361A-011H_4A-1.05		318-U1361A-011H_4A-1.05:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	185.1		g	34.8		8.84E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.1	318-U1361A-011H_4A-1.1	318-U1361A-011H_4A-1.1		318-U1361A-011H_4A-1.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	210.4		g	49.3		6.03E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.15	318-U1361A-011H_4A-1.15	318-U1361A-011H_4A-1.15		318-U1361A-011H_4A-1.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	169.7		g	60.3		6.13E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.2	318-U1361A-011H_4A-1.2	318-U1361A-011H_4A-1.2		318-U1361A-011H_4A-1.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	152.7		g	54.5		5.35E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.25	318-U1361A-011H_4A-1.25	318-U1361A-011H_4A-1.25		318-U1361A-011H_4A-1.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	192.5		g	-3.46E+01		2.67E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.3	318-U1361A-011H_4A-1.3	318-U1361A-011H_4A-1.3		318-U1361A-011H_4A-1.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	253.6		g	-7.38E+01		7.47E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.35	318-U1361A-011H_4A-1.35	318-U1361A-011H_4A-1.35		318-U1361A-011H_4A-1.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	41.9		g	-7.87E+01		1.22E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.4	318-U1361A-011H_4A-1.4	318-U1361A-011H_4A-1.4		318-U1361A-011H_4A-1.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	94.7		g	-5.71E+01		1.08E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_4A-1.45	318-U1361A-011H_4A-1.45	318-U1361A-011H_4A-1.45		318-U1361A-011H_4A-1.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:33	145.4		g	-7.60E+01		5.16E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.1	318-U1361A-011H_5A-0.1	318-U1361A-011H_5A-0.1		318-U1361A-011H_5A-0.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	36.8		g	-3.86E+01		1.53E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.15	318-U1361A-011H_5A-0.15	318-U1361A-011H_5A-0.15		318-U1361A-011H_5A-0.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	74.1		g	-5.00E+00		3.41E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.2	318-U1361A-011H_5A-0.2	318-U1361A-011H_5A-0.2		318-U1361A-011H_5A-0.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	123.4		g	20.5		3.31E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.25	318-U1361A-011H_5A-0.25	318-U1361A-011H_5A-0.25		318-U1361A-011H_5A-0.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	156.2		g	13.9		3.52E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.3	318-U1361A-011H_5A-0.3	318-U1361A-011H_5A-0.3		318-U1361A-011H_5A-0.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	160.7		g	4		3.87E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.35	318-U1361A-011H_5A-0.35	318-U1361A-011H_5A-0.35		318-U1361A-011H_5A-0.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	146.7		g	-2.70E+01		1.42E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.4	318-U1361A-011H_5A-0.4	318-U1361A-011H_5A-0.4		318-U1361A-011H_5A-0.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	18		g	-6.61E+01		5.00E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.45	318-U1361A-011H_5A-0.45	318-U1361A-011H_5A-0.45		318-U1361A-011H_5A-0.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	183.4		g	-4.35E+01		6.28E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.5	318-U1361A-011H_5A-0.5	318-U1361A-011H_5A-0.5		318-U1361A-011H_5A-0.5:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	202.8		g	-3.70E+00		9.40E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.55	318-U1361A-011H_5A-0.55	318-U1361A-011H_5A-0.55		318-U1361A-011H_5A-0.55:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	308.2		g	-4.91E+01		1.92E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.6	318-U1361A-011H_5A-0.6	318-U1361A-011H_5A-0.6		318-U1361A-011H_5A-0.6:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	336.6		g	-5.39E+01		3.51E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.65	318-U1361A-011H_5A-0.65	318-U1361A-011H_5A-0.65		318-U1361A-011H_5A-0.65:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	319.6		g	-6.70E+01		4.04E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.7	318-U1361A-011H_5A-0.7	318-U1361A-011H_5A-0.7		318-U1361A-011H_5A-0.7:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	348.7		g	-7.80E+01		5.18E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.75	318-U1361A-011H_5A-0.75	318-U1361A-011H_5A-0.75		318-U1361A-011H_5A-0.75:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	343.9		g	-5.96E+01		6.77E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.8	318-U1361A-011H_5A-0.8	318-U1361A-011H_5A-0.8		318-U1361A-011H_5A-0.8:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	44		g	-4.77E+01		6.97E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.85	318-U1361A-011H_5A-0.85	318-U1361A-011H_5A-0.85		318-U1361A-011H_5A-0.85:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	311.4		g	-7.97E+01		2.92E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.9	318-U1361A-011H_5A-0.9	318-U1361A-011H_5A-0.9		318-U1361A-011H_5A-0.9:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	293.8		g	-5.38E+01		3.32E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-0.95	318-U1361A-011H_5A-0.95	318-U1361A-011H_5A-0.95		318-U1361A-011H_5A-0.95:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	325.8		g	-5.99E+01		3.29E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1	318-U1361A-011H_5A-1	318-U1361A-011H_5A-1		318-U1361A-011H_5A-1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	23.7		g	-6.50E+01		4.01E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.05	318-U1361A-011H_5A-1.05	318-U1361A-011H_5A-1.05		318-U1361A-011H_5A-1.05:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	295.6		g	-7.03E+01		5.32E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.1	318-U1361A-011H_5A-1.1	318-U1361A-011H_5A-1.1		318-U1361A-011H_5A-1.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	39.2		g	-8.15E+01		5.89E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.15	318-U1361A-011H_5A-1.15	318-U1361A-011H_5A-1.15		318-U1361A-011H_5A-1.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	29		g	-7.43E+01		5.32E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.2	318-U1361A-011H_5A-1.2	318-U1361A-011H_5A-1.2		318-U1361A-011H_5A-1.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	350.8		g	-6.33E+01		5.64E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.25	318-U1361A-011H_5A-1.25	318-U1361A-011H_5A-1.25		318-U1361A-011H_5A-1.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	315.6		g	-5.35E+01		7.76E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.3	318-U1361A-011H_5A-1.3	318-U1361A-011H_5A-1.3		318-U1361A-011H_5A-1.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	324.9		g	-4.96E+01		8.82E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.35	318-U1361A-011H_5A-1.35	318-U1361A-011H_5A-1.35		318-U1361A-011H_5A-1.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	329.1		g	-4.88E+01		8.56E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.4	318-U1361A-011H_5A-1.4	318-U1361A-011H_5A-1.4		318-U1361A-011H_5A-1.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	318.5		g	-6.32E+01		6.64E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-011H_5A-1.45	318-U1361A-011H_5A-1.45	318-U1361A-011H_5A-1.45		318-U1361A-011H_5A-1.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:17:44	343.2		g	-6.63E+01		5.49E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.1	318-U1361A-012H_4A-0.1	318-U1361A-012H_4A-0.1		318-U1361A-012H_4A-0.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	279.6		g	-6.88E+01		2.11E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.25	318-U1361A-012H_4A-0.25	318-U1361A-012H_4A-0.25		318-U1361A-012H_4A-0.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	97.6		g	-6.40E+01		4.68E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.3	318-U1361A-012H_4A-0.3	318-U1361A-012H_4A-0.3		318-U1361A-012H_4A-0.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	130.3		g	-7.93E+01		5.94E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.35	318-U1361A-012H_4A-0.35	318-U1361A-012H_4A-0.35		318-U1361A-012H_4A-0.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	168.2		g	-7.79E+01		7.30E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.4	318-U1361A-012H_4A-0.4	318-U1361A-012H_4A-0.4		318-U1361A-012H_4A-0.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	165.2		g	-7.11E+01		9.90E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.45	318-U1361A-012H_4A-0.45	318-U1361A-012H_4A-0.45		318-U1361A-012H_4A-0.45:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	124.9		g	-8.39E+01		1.25E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.5	318-U1361A-012H_4A-0.5	318-U1361A-012H_4A-0.5		318-U1361A-012H_4A-0.5:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	277.4		g	-7.83E+01		1.66E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.55	318-U1361A-012H_4A-0.55	318-U1361A-012H_4A-0.55		318-U1361A-012H_4A-0.55:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	232.2		g	-8.28E+01		2.39E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.6	318-U1361A-012H_4A-0.6	318-U1361A-012H_4A-0.6		318-U1361A-012H_4A-0.6:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	171.2		g	-8.29E+01		2.83E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.65	318-U1361A-012H_4A-0.65	318-U1361A-012H_4A-0.65		318-U1361A-012H_4A-0.65:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	161.8		g	-8.16E+01		4.16E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.7	318-U1361A-012H_4A-0.7	318-U1361A-012H_4A-0.7		318-U1361A-012H_4A-0.7:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	51.6		g	-7.97E+01		4.30E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.75	318-U1361A-012H_4A-0.75	318-U1361A-012H_4A-0.75		318-U1361A-012H_4A-0.75:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	333.5		g	-7.92E+01		2.28E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.8	318-U1361A-012H_4A-0.8	318-U1361A-012H_4A-0.8		318-U1361A-012H_4A-0.8:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	136.4		g	-7.71E+01		3.77E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.85	318-U1361A-012H_4A-0.85	318-U1361A-012H_4A-0.85		318-U1361A-012H_4A-0.85:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	110.9		g	-6.10E+01		5.19E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.9	318-U1361A-012H_4A-0.9	318-U1361A-012H_4A-0.9		318-U1361A-012H_4A-0.9:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	94.8		g	-6.97E+01		2.58E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-0.95	318-U1361A-012H_4A-0.95	318-U1361A-012H_4A-0.95		318-U1361A-012H_4A-0.95:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	296.1		g	-7.02E+01		1.13E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1	318-U1361A-012H_4A-1	318-U1361A-012H_4A-1		318-U1361A-012H_4A-1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	283.9		g	-7.58E+01		1.59E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.05	318-U1361A-012H_4A-1.05	318-U1361A-012H_4A-1.05		318-U1361A-012H_4A-1.05:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	341.9		g	-8.30E+01		1.21E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.1	318-U1361A-012H_4A-1.1	318-U1361A-012H_4A-1.1		318-U1361A-012H_4A-1.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	211.1		g	-8.12E+01		1.55E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.15	318-U1361A-012H_4A-1.15	318-U1361A-012H_4A-1.15		318-U1361A-012H_4A-1.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	207.3		g	-8.28E+01		1.84E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.2	318-U1361A-012H_4A-1.2	318-U1361A-012H_4A-1.2		318-U1361A-012H_4A-1.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	0.6		g	-7.93E+01		1.00E-07	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.25	318-U1361A-012H_4A-1.25	318-U1361A-012H_4A-1.25		318-U1361A-012H_4A-1.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	355.4		g	-6.20E+01		3.70E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.3	318-U1361A-012H_4A-1.3	318-U1361A-012H_4A-1.3		318-U1361A-012H_4A-1.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	229		g	-4.28E+01		1.65E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.35	318-U1361A-012H_4A-1.35	318-U1361A-012H_4A-1.35		318-U1361A-012H_4A-1.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	161.9		g	-7.10E+01		7.92E-09	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_4A-1.4	318-U1361A-012H_4A-1.4	318-U1361A-012H_4A-1.4		318-U1361A-012H_4A-1.4:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	127.9		g	-7.04E+01		8.09E-09	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.1	318-U1361A-012H_5A-0.1	318-U1361A-012H_5A-0.1		318-U1361A-012H_5A-0.1:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	45.9		g	-8.19E+01		1.19E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.15	318-U1361A-012H_5A-0.15	318-U1361A-012H_5A-0.15		318-U1361A-012H_5A-0.15:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	42.8		g	-7.57E+01		1.24E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.2	318-U1361A-012H_5A-0.2	318-U1361A-012H_5A-0.2		318-U1361A-012H_5A-0.2:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	36.5		g	-7.16E+01		1.17E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.25	318-U1361A-012H_5A-0.25	318-U1361A-012H_5A-0.25		318-U1361A-012H_5A-0.25:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	42.2		g	-7.71E+01		1.07E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.3	318-U1361A-012H_5A-0.3	318-U1361A-012H_5A-0.3		318-U1361A-012H_5A-0.3:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	101.4		g	-8.57E+01		1.18E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
TAUXE	This study	318	U1361A	318-U1361A-012H_5A-0.35	318-U1361A-012H_5A-0.35	318-U1361A-012H_5A-0.35		318-U1361A-012H_5A-0.35:LT-AF-Z	LT-AF-Z	pmagpy-2.93			2010:2:27:23:40	60.9		g	-8.74E+01		1.89E-08	1	u	2.73E+02		2.00E-02	0	0	0	2.73E+02
