tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	timestamp	magn_moment
BR26:LP-DIR-AF5	BR26:LP-DIR-AF	BR26	295	-33	3.000e-02	5	2.730e+02	659.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	105	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	7.908000000000001e-06
BR26:LP-DIR-AF6	BR26:LP-DIR-AF	BR26	294	-34	4.000e-02	6	2.730e+02	509.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	106	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	6.1104e-06
BR26:LP-DIR-AF7	BR26:LP-DIR-AF	BR26	292	-35	5.000e-02	7	2.730e+02	360.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	107	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	4.3236e-06
BR26:LP-DIR-AF8	BR26:LP-DIR-AF	BR26	290	-34	6.000e-02	8	2.730e+02	255.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	108	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	3.0683999999999997e-06
BR26:LP-DIR-AF9	BR26:LP-DIR-AF	BR26	286	-31	7.000e-02	9	2.730e+02	189.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	109	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	2.2692e-06
BR26:LP-DIR-AF10	BR26:LP-DIR-AF	BR26	282	-32	8.000e-02	10	2.730e+02	152.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	110	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.8252000000000001e-06
BR26:LP-DIR-AF11	BR26:LP-DIR-AF	BR26	280	-28	9.000e-02	11	2.730e+02	128.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	111	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.5456e-06
BR26:LP-DIR-AF12	BR26:LP-DIR-AF	BR26	275	-31	1.000e-01	12	2.730e+02	111.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	112	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.3368e-06
BR26:LP-DIR-AF13	BR26:LP-DIR-AF	BR26	268	-26	1.100e-01	13	2.730e+02	97.20E-03	This study	LT-AF-Z:LP-DIR-AF	g	113	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	1.1664e-06
BR27:LP-DIR-AF0	BR27:LP-DIR-AF	BR27	162	29	0	0	2.730e+02	1.235E+00	This study	LT-NO:LP-DIR-AF	g	114	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.4820000000000002e-05
BR27:LP-DIR-AF1	BR27:LP-DIR-AF	BR27	227	8	1.000e-02	1	2.730e+02	423.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	115	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.0832e-06
BR27:LP-DIR-AF2	BR27:LP-DIR-AF	BR27	260	-18	1.500e-02	2	2.730e+02	475.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	116	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.7e-06
BR27:LP-DIR-AF3	BR27:LP-DIR-AF	BR27	274	-27	2.000e-02	3	2.730e+02	525.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	117	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	6.3012e-06
BR27:LP-DIR-AF4	BR27:LP-DIR-AF	BR27	280	-35	2.500e-02	4	2.730e+02	518.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	118	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	6.216e-06
BR27:LP-DIR-AF5	BR27:LP-DIR-AF	BR27	283	-35	3.000e-02	5	2.730e+02	482.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	119	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.7888e-06
BR27:LP-DIR-AF6	BR27:LP-DIR-AF	BR27	283	-37	4.000e-02	6	2.730e+02	379.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	120	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.5504e-06
BR27:LP-DIR-AF7	BR27:LP-DIR-AF	BR27	281	-40	5.000e-02	7	2.730e+02	262.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	121	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.1535999999999998e-06
BR27:LP-DIR-AF8	BR27:LP-DIR-AF	BR27	283	-42	6.000e-02	8	2.730e+02	175.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	122	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.1096e-06
BR27:LP-DIR-AF9	BR27:LP-DIR-AF	BR27	272	-39	7.000e-02	9	2.730e+02	118.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	123	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.4268e-06
BR27:LP-DIR-AF10	BR27:LP-DIR-AF	BR27	262	-36	8.000e-02	10	2.730e+02	88.09E-03	This study	LT-AF-Z:LP-DIR-AF	g	124	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.05708e-06
BR27:LP-DIR-AF11	BR27:LP-DIR-AF	BR27	256	-28	9.000e-02	11	2.730e+02	70.43E-03	This study	LT-AF-Z:LP-DIR-AF	g	125	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	8.451600000000001e-07
BR28:LP-DIR-AF0	BR28:LP-DIR-AF	BR28	159	41	0	0	2.730e+02	1.749E+00	This study	LT-NO:LP-DIR-AF	g	126	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.0988000000000003e-05
BR28:LP-DIR-AF1	BR28:LP-DIR-AF	BR28	217	21	1.000e-02	1	2.730e+02	583.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	127	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.0067999999999996e-06
BR28:LP-DIR-AF2	BR28:LP-DIR-AF	BR28	250	-16	1.500e-02	2	2.730e+02	605.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	128	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.263599999999999e-06
BR28:LP-DIR-AF3	BR28:LP-DIR-AF	BR28	263	-30	2.000e-02	3	2.730e+02	706.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	129	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.473199999999999e-06
BR28:LP-DIR-AF4	BR28:LP-DIR-AF	BR28	269	-36	2.500e-02	4	2.730e+02	738.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	130	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.862000000000001e-06
BR28:LP-DIR-AF5	BR28:LP-DIR-AF	BR28	273	-38	3.000e-02	5	2.730e+02	713.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	131	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.555999999999999e-06
BR28:LP-DIR-AF6	BR28:LP-DIR-AF	BR28	274	-41	4.000e-02	6	2.730e+02	573.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	132	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	6.877200000000001e-06
BR28:LP-DIR-AF7	BR28:LP-DIR-AF	BR28	270	-42	5.000e-02	7	2.730e+02	415.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	133	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	4.9896000000000005e-06
BR28:LP-DIR-AF8	BR28:LP-DIR-AF	BR28	265	-42	6.000e-02	8	2.730e+02	269.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	134	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.2375999999999997e-06
BR28:LP-DIR-AF9	BR28:LP-DIR-AF	BR28	256	-35	7.000e-02	9	2.730e+02	179.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	135	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.1564000000000002e-06
BR28:LP-DIR-AF10	BR28:LP-DIR-AF	BR28	249	-31	8.000e-02	10	2.730e+02	129.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	136	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.5587999999999998e-06
BR29B:LP-DIR-AF0	BR29B:LP-DIR-AF	BR29B	250	-33	0	0	2.730e+02	873.0E-03	This study	LT-NO:LP-DIR-AF	g	137	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.0476000000000001e-05
BR29B:LP-DIR-AF1	BR29B:LP-DIR-AF	BR29B	278	-38	1.000e-02	1	2.730e+02	1.813E+00	This study	LT-AF-Z:LP-DIR-AF	g	138	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.1756e-05
BR29B:LP-DIR-AF2	BR29B:LP-DIR-AF	BR29B	283	-40	1.500e-02	2	2.730e+02	1.836E+00	This study	LT-AF-Z:LP-DIR-AF	g	139	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.2032000000000002e-05
BR29B:LP-DIR-AF3	BR29B:LP-DIR-AF	BR29B	286	-42	2.000e-02	3	2.730e+02	1.654E+00	This study	LT-AF-Z:LP-DIR-AF	g	140	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.9848e-05
BR29B:LP-DIR-AF4	BR29B:LP-DIR-AF	BR29B	286	-41	2.500e-02	4	2.730e+02	1.427E+00	This study	LT-AF-Z:LP-DIR-AF	g	141	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.7124e-05
BR29B:LP-DIR-AF5	BR29B:LP-DIR-AF	BR29B	285	-43	3.000e-02	5	2.730e+02	1.190E+00	This study	LT-AF-Z:LP-DIR-AF	g	142	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.428e-05
BR29B:LP-DIR-AF6	BR29B:LP-DIR-AF	BR29B	287	-44	4.000e-02	6	2.730e+02	834.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	143	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.00116e-05
BR29B:LP-DIR-AF7	BR29B:LP-DIR-AF	BR29B	287	-44	5.000e-02	7	2.730e+02	568.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	144	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	6.8172000000000006e-06
BR29B:LP-DIR-AF8	BR29B:LP-DIR-AF	BR29B	280	-41	6.000e-02	8	2.730e+02	434.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	145	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	5.2092e-06
BR29B:LP-DIR-AF9	BR29B:LP-DIR-AF	BR29B	280	-44	7.000e-02	9	2.730e+02	280.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	146	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.3624e-06
BR29B:LP-DIR-AF10	BR29B:LP-DIR-AF	BR29B	275	-42	8.000e-02	10	2.730e+02	206.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	147	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.478e-06
MF11:LP-DIR-AF0	MF11:LP-DIR-AF	MF11	357	52	0	0	2.730e+02	5.782E+00	This study	LT-NO:LP-DIR-AF	g	148	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	6.9384e-05
MF11:LP-DIR-AF1	MF11:LP-DIR-AF	MF11	354	61	1.000e-02	1	2.730e+02	3.868E+00	This study	LT-AF-Z:LP-DIR-AF	g	149	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	4.6416e-05
MF11:LP-DIR-AF2	MF11:LP-DIR-AF	MF11	349	69	1.500e-02	2	2.730e+02	2.903E+00	This study	LT-AF-Z:LP-DIR-AF	g	150	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.4836e-05
MF11:LP-DIR-AF3	MF11:LP-DIR-AF	MF11	339	74	2.000e-02	3	2.730e+02	2.336E+00	This study	LT-AF-Z:LP-DIR-AF	g	151	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.8032e-05
MF11:LP-DIR-AF4	MF11:LP-DIR-AF	MF11	337	77	2.500e-02	4	2.730e+02	1.929E+00	This study	LT-AF-Z:LP-DIR-AF	g	152	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.3148000000000003e-05
MF11:LP-DIR-AF5	MF11:LP-DIR-AF	MF11	330	78	3.000e-02	5	2.730e+02	1.587E+00	This study	LT-AF-Z:LP-DIR-AF	g	153	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.9044e-05
MF11:LP-DIR-AF6	MF11:LP-DIR-AF	MF11	326	79	4.000e-02	6	2.730e+02	1.083E+00	This study	LT-AF-Z:LP-DIR-AF	g	154	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.2996e-05
MF11:LP-DIR-AF7	MF11:LP-DIR-AF	MF11	327	79	5.000e-02	7	2.730e+02	697.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	155	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	8.3748e-06
MF11:LP-DIR-AF8	MF11:LP-DIR-AF	MF11	327	78	6.000e-02	8	2.730e+02	462.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	156	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	5.5464e-06
MF11:LP-DIR-AF9	MF11:LP-DIR-AF	MF11	315	78	7.000e-02	9	2.730e+02	331.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	157	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	3.9792e-06
MF11:LP-DIR-AF10	MF11:LP-DIR-AF	MF11	322	78	8.000e-02	10	2.730e+02	248.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	158	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.9808000000000003e-06
MF12:LP-DIR-AF0	MF12:LP-DIR-AF	MF12	6	52	0	0	2.730e+02	5.617E+00	This study	LT-NO:LP-DIR-AF	g	159	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	6.740400000000001e-05
MF12:LP-DIR-AF1	MF12:LP-DIR-AF	MF12	9	61	1.000e-02	1	2.730e+02	3.849E+00	This study	LT-AF-Z:LP-DIR-AF	g	160	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	4.6188000000000006e-05
MF12:LP-DIR-AF2	MF12:LP-DIR-AF	MF12	8	70	1.500e-02	2	2.730e+02	2.858E+00	This study	LT-AF-Z:LP-DIR-AF	g	161	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	3.4296000000000005e-05
MF12:LP-DIR-AF3	MF12:LP-DIR-AF	MF12	357	76	2.000e-02	3	2.730e+02	2.284E+00	This study	LT-AF-Z:LP-DIR-AF	g	162	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.7408e-05
MF12:LP-DIR-AF4	MF12:LP-DIR-AF	MF12	344	79	2.500e-02	4	2.730e+02	1.863E+00	This study	LT-AF-Z:LP-DIR-AF	g	163	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.2356e-05
MF12:LP-DIR-AF5	MF12:LP-DIR-AF	MF12	337	80	3.000e-02	5	2.730e+02	1.527E+00	This study	LT-AF-Z:LP-DIR-AF	g	164	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.8324e-05
MF12:LP-DIR-AF6	MF12:LP-DIR-AF	MF12	343	79	4.000e-02	6	2.730e+02	1.025E+00	This study	LT-AF-Z:LP-DIR-AF	g	165	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.2299999999999999e-05
MF12:LP-DIR-AF7	MF12:LP-DIR-AF	MF12	337	80	5.000e-02	7	2.730e+02	657.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	166	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.8864e-06
MF12:LP-DIR-AF8	MF12:LP-DIR-AF	MF12	336	79	6.000e-02	8	2.730e+02	438.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	167	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	5.262e-06
MF13:LP-DIR-AF0	MF13:LP-DIR-AF	MF13	58	41	0	0	2.730e+02	9.380E+00	This study	LT-NO:LP-DIR-AF	g	168	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.00011256
MF13:LP-DIR-AF1	MF13:LP-DIR-AF	MF13	58	39	1.000e-02	1	2.730e+02	9.373E+00	This study	LT-AF-Z:LP-DIR-AF	g	169	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.000112476
MF13:LP-DIR-AF2	MF13:LP-DIR-AF	MF13	59	39	1.500e-02	2	2.730e+02	9.050E+00	This study	LT-AF-Z:LP-DIR-AF	g	170	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.00010860000000000001
MF13:LP-DIR-AF3	MF13:LP-DIR-AF	MF13	59	39	2.000e-02	3	2.730e+02	8.429E+00	This study	LT-AF-Z:LP-DIR-AF	g	171	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.000101148
MF13:LP-DIR-AF4	MF13:LP-DIR-AF	MF13	61	40	2.500e-02	4	2.730e+02	7.628E+00	This study	LT-AF-Z:LP-DIR-AF	g	172	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	9.1536e-05
MF13:LP-DIR-AF5	MF13:LP-DIR-AF	MF13	62	40	3.000e-02	5	2.730e+02	6.696E+00	This study	LT-AF-Z:LP-DIR-AF	g	173	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	8.035199999999999e-05
MF13:LP-DIR-AF6	MF13:LP-DIR-AF	MF13	60	40	4.000e-02	6	2.730e+02	4.912E+00	This study	LT-AF-Z:LP-DIR-AF	g	174	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.8944000000000003e-05
MF13:LP-DIR-AF7	MF13:LP-DIR-AF	MF13	59	39	5.000e-02	7	2.730e+02	3.521E+00	This study	LT-AF-Z:LP-DIR-AF	g	175	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.2252e-05
MF13:LP-DIR-AF8	MF13:LP-DIR-AF	MF13	59	45	6.000e-02	8	2.730e+02	2.478E+00	This study	LT-AF-Z:LP-DIR-AF	g	176	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.9736000000000005e-05
MF13:LP-DIR-AF9	MF13:LP-DIR-AF	MF13	57	36	7.000e-02	9	2.730e+02	1.792E+00	This study	LT-AF-Z:LP-DIR-AF	g	177	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.1504e-05
MF13:LP-DIR-AF10	MF13:LP-DIR-AF	MF13	61	40	8.000e-02	10	2.730e+02	1.355E+00	This study	LT-AF-Z:LP-DIR-AF	g	178	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.626e-05
MF13:LP-DIR-AF11	MF13:LP-DIR-AF	MF13	54	39	9.000e-02	11	2.730e+02	1.033E+00	This study	LT-AF-Z:LP-DIR-AF	g	179	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.2396e-05
MF14:LP-DIR-AF0	MF14:LP-DIR-AF	MF14	73	32	0	0	2.730e+02	9.833E+00	This study	LT-NO:LP-DIR-AF	g	180	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.000117996
MF14:LP-DIR-AF1	MF14:LP-DIR-AF	MF14	75	30	1.000e-02	1	2.730e+02	9.934E+00	This study	LT-AF-Z:LP-DIR-AF	g	181	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.00011920799999999999
MF14:LP-DIR-AF2	MF14:LP-DIR-AF	MF14	72	31	1.500e-02	2	2.730e+02	9.712E+00	This study	LT-AF-Z:LP-DIR-AF	g	182	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.000116544
MF14:LP-DIR-AF3	MF14:LP-DIR-AF	MF14	74	30	2.000e-02	3	2.730e+02	9.306E+00	This study	LT-AF-Z:LP-DIR-AF	g	183	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.000111672
MF14:LP-DIR-AF4	MF14:LP-DIR-AF	MF14	72	32	2.500e-02	4	2.730e+02	8.715E+00	This study	LT-AF-Z:LP-DIR-AF	g	184	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.00010458
MF14:LP-DIR-AF5	MF14:LP-DIR-AF	MF14	74	31	3.000e-02	5	2.730e+02	7.957E+00	This study	LT-AF-Z:LP-DIR-AF	g	185	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	9.5484e-05
MF14:LP-DIR-AF6	MF14:LP-DIR-AF	MF14	73	32	4.000e-02	6	2.730e+02	6.310E+00	This study	LT-AF-Z:LP-DIR-AF	g	186	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.572e-05
MF14:LP-DIR-AF7	MF14:LP-DIR-AF	MF14	71	31	5.000e-02	7	2.730e+02	4.710E+00	This study	LT-AF-Z:LP-DIR-AF	g	187	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	5.652e-05
MF14:LP-DIR-AF8	MF14:LP-DIR-AF	MF14	75	31	6.000e-02	8	2.730e+02	3.415E+00	This study	LT-AF-Z:LP-DIR-AF	g	188	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	4.0980000000000004e-05
MF14:LP-DIR-AF9	MF14:LP-DIR-AF	MF14	74	32	7.000e-02	9	2.730e+02	2.407E+00	This study	LT-AF-Z:LP-DIR-AF	g	189	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.8884e-05
MF14:LP-DIR-AF10	MF14:LP-DIR-AF	MF14	79	33	8.000e-02	10	2.730e+02	1.721E+00	This study	LT-AF-Z:LP-DIR-AF	g	190	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.0652e-05
MF14:LP-DIR-AF11	MF14:LP-DIR-AF	MF14	73	34	9.000e-02	11	2.730e+02	1.231E+00	This study	LT-AF-Z:LP-DIR-AF	g	191	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.4772000000000002e-05
MF14:LP-DIR-AF12	MF14:LP-DIR-AF	MF14	74	32	1.000e-01	12	2.730e+02	904.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	192	u	2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.08528e-05
MF15B:LP-DIR-AF0	MF15B:LP-DIR-AF	MF15B	63	-62	0	0	2.730e+02	2.700E+00	This study	LT-NO:LP-DIR-AF	g	193	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.24e-05
MF15B:LP-DIR-AF1	MF15B:LP-DIR-AF	MF15B	76	-50	1.000e-02	1	2.730e+02	3.277E+00	This study	LT-AF-Z:LP-DIR-AF	g	194	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.9324000000000005e-05
MF15B:LP-DIR-AF2	MF15B:LP-DIR-AF	MF15B	79	-50	1.500e-02	2	2.730e+02	2.789E+00	This study	LT-AF-Z:LP-DIR-AF	g	195	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.3468000000000006e-05
MF15B:LP-DIR-AF3	MF15B:LP-DIR-AF	MF15B	78	-50	2.000e-02	3	2.730e+02	2.324E+00	This study	LT-AF-Z:LP-DIR-AF	g	196	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.7887999999999998e-05
MF15B:LP-DIR-AF4	MF15B:LP-DIR-AF	MF15B	78	-51	2.500e-02	4	2.730e+02	1.916E+00	This study	LT-AF-Z:LP-DIR-AF	g	197	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.2992e-05
MF15B:LP-DIR-AF5	MF15B:LP-DIR-AF	MF15B	78	-52	3.000e-02	5	2.730e+02	1.582E+00	This study	LT-AF-Z:LP-DIR-AF	g	198	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.8984e-05
MF15B:LP-DIR-AF6	MF15B:LP-DIR-AF	MF15B	79	-54	4.000e-02	6	2.730e+02	1.088E+00	This study	LT-AF-Z:LP-DIR-AF	g	199	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.3056000000000002e-05
MF15B:LP-DIR-AF7	MF15B:LP-DIR-AF	MF15B	78	-52	5.000e-02	7	2.730e+02	739.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	200	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	8.874e-06
MF15B:LP-DIR-AF8	MF15B:LP-DIR-AF	MF15B	77	-50	6.000e-02	8	2.730e+02	577.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	201	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	6.9288000000000005e-06
MF15B:LP-DIR-AF9	MF15B:LP-DIR-AF	MF15B	83	-55	7.000e-02	9	2.730e+02	382.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	202	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	4.5852e-06
MF15B:LP-DIR-AF10	MF15B:LP-DIR-AF	MF15B	75	-56	8.000e-02	10	2.730e+02	279.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	203	u	2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.3492e-06
MF16:LP-DIR-AF0	MF16:LP-DIR-AF	MF16	358	-45	0	0	2.730e+02	1.422E+00	This study	LT-NO:LP-DIR-AF	g	204	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.7064e-05
MF16:LP-DIR-AF1	MF16:LP-DIR-AF	MF16	55	-42	1.000e-02	1	2.730e+02	2.007E+00	This study	LT-AF-Z:LP-DIR-AF	g	205	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.4084000000000002e-05
MF16:LP-DIR-AF2	MF16:LP-DIR-AF	MF16	62	-41	1.500e-02	2	2.730e+02	1.887E+00	This study	LT-AF-Z:LP-DIR-AF	g	206	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.2644000000000002e-05
MF16:LP-DIR-AF3	MF16:LP-DIR-AF	MF16	60	-41	2.000e-02	3	2.730e+02	1.662E+00	This study	LT-AF-Z:LP-DIR-AF	g	207	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.9944e-05
MF16:LP-DIR-AF4	MF16:LP-DIR-AF	MF16	62	-42	2.500e-02	4	2.730e+02	1.418E+00	This study	LT-AF-Z:LP-DIR-AF	g	208	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.7016e-05
MF16:LP-DIR-AF5	MF16:LP-DIR-AF	MF16	65	-44	3.000e-02	5	2.730e+02	1.193E+00	This study	LT-AF-Z:LP-DIR-AF	g	209	u	2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.4316000000000002e-05
