tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	description	software_packages	timestamp	magn_moment
MF22:LP-DIR-T2	MF22:LP-DIR-T	MF22		275	-52	0	2	4.230e+02	6.474E+00	This study	LT-T-Z:LP-DIR-T	g	111	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	7.7688e-05
MF22:LP-DIR-T3	MF22:LP-DIR-T	MF22		275	-51	0	3	4.730e+02	6.416E+00	This study	LT-T-Z:LP-DIR-T	g	112	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	7.699200000000001e-05
MF22:LP-DIR-T4	MF22:LP-DIR-T	MF22		278	-51	0	4	5.230e+02	6.300E+00	This study	LT-T-Z:LP-DIR-T	g	113	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.56e-05
MF22:LP-DIR-T5	MF22:LP-DIR-T	MF22		275	-51	0	5	5.730e+02	6.119E+00	This study	LT-T-Z:LP-DIR-T	g	114	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	7.3428e-05
MF22:LP-DIR-T6	MF22:LP-DIR-T	MF22		275	-50	0	6	6.230e+02	5.898E+00	This study	LT-T-Z:LP-DIR-T	g	115	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	7.0776e-05
MF22:LP-DIR-T7	MF22:LP-DIR-T	MF22		276	-52	0	7	6.730e+02	5.623E+00	This study	LT-T-Z:LP-DIR-T	g	116	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	6.7476e-05
MF22:LP-DIR-T8	MF22:LP-DIR-T	MF22		277	-51	0	8	6.980e+02	5.437E+00	This study	LT-T-Z:LP-DIR-T	g	117	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	6.5244e-05
MF22:LP-DIR-T9	MF22:LP-DIR-T	MF22		279	-51	0	9	7.230e+02	5.223E+00	This study	LT-T-Z:LP-DIR-T	g	118	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.2676e-05
MF22:LP-DIR-T10	MF22:LP-DIR-T	MF22		276	-51	0	10	7.480e+02	4.928E+00	This study	LT-T-Z:LP-DIR-T	g	119	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.9136e-05
MF22:LP-DIR-T11	MF22:LP-DIR-T	MF22		277	-51	0	11	7.730e+02	4.453E+00	This study	LT-T-Z:LP-DIR-T	g	120	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.343600000000001e-05
MF22:LP-DIR-T12	MF22:LP-DIR-T	MF22		274	-51	0	12	7.980e+02	3.609E+00	This study	LT-T-Z:LP-DIR-T	g	121	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.3308e-05
MF22:LP-DIR-T13	MF22:LP-DIR-T	MF22		274	-52	0	13	8.230e+02	1.221E+00	This study	LT-T-Z:LP-DIR-T	g	122	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.4652000000000001e-05
MF22:LP-DIR-T14	MF22:LP-DIR-T	MF22		275	-53	0	14	8.480e+02	366.3E-03	This study	LT-T-Z:LP-DIR-T	g	123	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.3956e-06
MF26:LP-DIR-T0	MF26:LP-DIR-T	MF26		235	-69	0	0	2.730e+02	7.347E+00	This study	LT-NO:LP-DIR-T	g	124	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	8.8164e-05
MF26:LP-DIR-T1	MF26:LP-DIR-T	MF26		239	-69	0	1	3.730e+02	7.355E+00	This study	LT-T-Z:LP-DIR-T	g	125	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	8.826000000000001e-05
MF26:LP-DIR-T2	MF26:LP-DIR-T	MF26		233	-69	0	2	4.230e+02	7.353E+00	This study	LT-T-Z:LP-DIR-T	g	126	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	8.8236e-05
MF26:LP-DIR-T3	MF26:LP-DIR-T	MF26		227	-71	0	3	4.730e+02	7.260E+00	This study	LT-T-Z:LP-DIR-T	g	127	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	8.712e-05
MF26:LP-DIR-T4	MF26:LP-DIR-T	MF26		236	-71	0	4	5.230e+02	7.110E+00	This study	LT-T-Z:LP-DIR-T	g	128	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	8.532e-05
MF26:LP-DIR-T5	MF26:LP-DIR-T	MF26		230	-72	0	5	5.730e+02	6.857E+00	This study	LT-T-Z:LP-DIR-T	g	129	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	8.2284e-05
MF26:LP-DIR-T6	MF26:LP-DIR-T	MF26		228	-72	0	6	6.230e+02	6.513E+00	This study	LT-T-Z:LP-DIR-T	g	130	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	7.8156e-05
MF26:LP-DIR-T7	MF26:LP-DIR-T	MF26		234	-72	0	7	6.730e+02	6.190E+00	This study	LT-T-Z:LP-DIR-T	g	131	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.428e-05
MF26:LP-DIR-T8	MF26:LP-DIR-T	MF26		224	-73	0	8	6.980e+02	5.973E+00	This study	LT-T-Z:LP-DIR-T	g	132	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.1676e-05
MF26:LP-DIR-T9	MF26:LP-DIR-T	MF26		217	-74	0	9	7.230e+02	5.732E+00	This study	LT-T-Z:LP-DIR-T	g	133	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.878400000000001e-05
MF26:LP-DIR-T10	MF26:LP-DIR-T	MF26		225	-73	0	10	7.480e+02	5.421E+00	This study	LT-T-Z:LP-DIR-T	g	134	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.5052e-05
MF26:LP-DIR-T11	MF26:LP-DIR-T	MF26		232	-74	0	11	7.730e+02	4.874E+00	This study	LT-T-Z:LP-DIR-T	g	135	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.8488e-05
MF26:LP-DIR-T12	MF26:LP-DIR-T	MF26		227	-73	0	12	7.980e+02	3.662E+00	This study	LT-T-Z:LP-DIR-T	g	136	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.3944e-05
MF26:LP-DIR-T13	MF26:LP-DIR-T	MF26		224	-74	0	13	8.230e+02	1.209E+00	This study	LT-T-Z:LP-DIR-T	g	137	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.4508e-05
MF26:LP-DIR-T14	MF26:LP-DIR-T	MF26		229	-74	0	14	8.480e+02	357.2E-03	This study	LT-T-Z:LP-DIR-T	g	138	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.2864e-06
RQ18:LP-DIR-T0	RQ18:LP-DIR-T	RQ18		101	-33	0	0	2.730e+02	1.225E+00	This study	LT-NO:LP-DIR-T	g	139	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.4700000000000002e-05
RQ18:LP-DIR-T1	RQ18:LP-DIR-T	RQ18		102	-36	0	1	3.730e+02	1.319E+00	This study	LT-T-Z:LP-DIR-T	g	140	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	1.5827999999999998e-05
RQ18:LP-DIR-T2	RQ18:LP-DIR-T	RQ18		98	-38	0	2	4.230e+02	1.320E+00	This study	LT-T-Z:LP-DIR-T	g	141	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.584e-05
RQ18:LP-DIR-T3	RQ18:LP-DIR-T	RQ18		98	-39	0	3	4.730e+02	1.255E+00	This study	LT-T-Z:LP-DIR-T	g	142	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.506e-05
RQ18:LP-DIR-T4	RQ18:LP-DIR-T	RQ18		96	-39	0	4	5.230e+02	1.568E+00	This study	LT-T-Z:LP-DIR-T	g	143	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.8816e-05
RQ18:LP-DIR-T5	RQ18:LP-DIR-T	RQ18		96	-40	0	5	5.730e+02	1.554E+00	This study	LT-T-Z:LP-DIR-T	g	144	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.8648000000000002e-05
RQ18:LP-DIR-T6	RQ18:LP-DIR-T	RQ18		98	-41	0	6	6.230e+02	1.240E+00	This study	LT-T-Z:LP-DIR-T	g	145	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.488e-05
RQ18:LP-DIR-T7	RQ18:LP-DIR-T	RQ18		100	-43	0	7	6.730e+02	925.7E-03	This study	LT-T-Z:LP-DIR-T	g	146	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.11084e-05
RQ18:LP-DIR-T8	RQ18:LP-DIR-T	RQ18		102	-42	0	8	6.980e+02	758.3E-03	This study	LT-T-Z:LP-DIR-T	g	147	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	9.0996e-06
RQ18:LP-DIR-T9	RQ18:LP-DIR-T	RQ18		104	-42	0	9	7.230e+02	597.3E-03	This study	LT-T-Z:LP-DIR-T	g	148	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	7.167600000000001e-06
RQ18:LP-DIR-T10	RQ18:LP-DIR-T	RQ18		103	-43	0	10	7.480e+02	453.1E-03	This study	LT-T-Z:LP-DIR-T	g	149	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.4372e-06
RQ18:LP-DIR-T11	RQ18:LP-DIR-T	RQ18		97	-50	0	11	7.730e+02	297.4E-03	This study	LT-T-Z:LP-DIR-T	g	150	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.5688e-06
RQ18:LP-DIR-T12	RQ18:LP-DIR-T	RQ18		115	-40	0	12	7.980e+02	222.8E-03	This study	LT-T-Z:LP-DIR-T	g	151	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.6736e-06
RQ18:LP-DIR-T13	RQ18:LP-DIR-T	RQ18		105	-43	0	13	8.230e+02	88.97E-03	This study	LT-T-Z:LP-DIR-T	g	152	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.06764e-06
RQ19:LP-DIR-T0	RQ19:LP-DIR-T	RQ19		108	-31	0	0	2.730e+02	1.702E+00	This study	LT-NO:LP-DIR-T	g	153	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.0424e-05
RQ19:LP-DIR-T1	RQ19:LP-DIR-T	RQ19		102	-34	0	1	3.730e+02	1.799E+00	This study	LT-T-Z:LP-DIR-T	g	154	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.1588e-05
RQ19:LP-DIR-T2	RQ19:LP-DIR-T	RQ19		96	-38	0	2	4.230e+02	1.836E+00	This study	LT-T-Z:LP-DIR-T	g	155	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.2032000000000002e-05
RQ19:LP-DIR-T3	RQ19:LP-DIR-T	RQ19		97	-39	0	3	4.730e+02	1.712E+00	This study	LT-T-Z:LP-DIR-T	g	156	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	2.0544e-05
RQ19:LP-DIR-T4	RQ19:LP-DIR-T	RQ19		96	-40	0	4	5.230e+02	1.883E+00	This study	LT-T-Z:LP-DIR-T	g	157	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.2596000000000002e-05
RQ19:LP-DIR-T5	RQ19:LP-DIR-T	RQ19		99	-39	0	5	5.730e+02	2.058E+00	This study	LT-T-Z:LP-DIR-T	g	158	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	2.4696e-05
RQ19:LP-DIR-T6	RQ19:LP-DIR-T	RQ19		102	-40	0	6	6.230e+02	1.806E+00	This study	LT-T-Z:LP-DIR-T	g	159	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	2.1672000000000002e-05
RQ19:LP-DIR-T7	RQ19:LP-DIR-T	RQ19		96	-42	0	7	6.730e+02	1.423E+00	This study	LT-T-Z:LP-DIR-T	g	160	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.7076e-05
RQ19:LP-DIR-T8	RQ19:LP-DIR-T	RQ19		98	-42	0	8	6.980e+02	1.282E+00	This study	LT-T-Z:LP-DIR-T	g	161	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.5384e-05
RQ19:LP-DIR-T9	RQ19:LP-DIR-T	RQ19		103	-43	0	9	7.230e+02	1.128E+00	This study	LT-T-Z:LP-DIR-T	g	162	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	1.3535999999999999e-05
RQ19:LP-DIR-T10	RQ19:LP-DIR-T	RQ19		102	-44	0	10	7.480e+02	983.5E-03	This study	LT-T-Z:LP-DIR-T	g	163	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	1.1802000000000002e-05
RQ19:LP-DIR-T11	RQ19:LP-DIR-T	RQ19		102	-46	0	11	7.730e+02	723.5E-03	This study	LT-T-Z:LP-DIR-T	g	164	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	8.682000000000001e-06
RQ19:LP-DIR-T12	RQ19:LP-DIR-T	RQ19		103	-46	0	12	7.980e+02	491.1E-03	This study	LT-T-Z:LP-DIR-T	g	165	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.8932e-06
RQ19:LP-DIR-T13	RQ19:LP-DIR-T	RQ19		102	-42	0	13	8.230e+02	147.0E-03	This study	LT-T-Z:LP-DIR-T	g	166	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.764e-06
RQ26:LP-DIR-T0	RQ26:LP-DIR-T	RQ26		43	-37	0	0	2.730e+02	12.83E+00	This study	LT-NO:LP-DIR-T	g	167	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	0.00015396
RQ26:LP-DIR-T1	RQ26:LP-DIR-T	RQ26		43	-39	0	1	3.730e+02	12.84E+00	This study	LT-T-Z:LP-DIR-T	g	168	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	0.00015408000000000002
RQ26:LP-DIR-T2	RQ26:LP-DIR-T	RQ26		41	-38	0	2	4.230e+02	12.84E+00	This study	LT-T-Z:LP-DIR-T	g	169	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00015408000000000002
RQ26:LP-DIR-T3	RQ26:LP-DIR-T	RQ26		41	-39	0	3	4.730e+02	12.71E+00	This study	LT-T-Z:LP-DIR-T	g	170	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00015252
RQ26:LP-DIR-T4	RQ26:LP-DIR-T	RQ26		44	-39	0	4	5.230e+02	12.23E+00	This study	LT-T-Z:LP-DIR-T	g	171	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.00014676
RQ26:LP-DIR-T5	RQ26:LP-DIR-T	RQ26		42	-39	0	5	5.730e+02	11.55E+00	This study	LT-T-Z:LP-DIR-T	g	172	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.0001386
RQ26:LP-DIR-T6	RQ26:LP-DIR-T	RQ26		39	-39	0	6	6.230e+02	10.50E+00	This study	LT-T-Z:LP-DIR-T	g	173	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	0.000126
RQ26:LP-DIR-T7	RQ26:LP-DIR-T	RQ26		42	-37	0	7	6.730e+02	9.271E+00	This study	LT-T-Z:LP-DIR-T	g	174	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	0.00011125200000000001
RQ26:LP-DIR-T8	RQ26:LP-DIR-T	RQ26		40	-39	0	8	6.980e+02	8.473E+00	This study	LT-T-Z:LP-DIR-T	g	175	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	0.00010167600000000001
RQ26:LP-DIR-T9	RQ26:LP-DIR-T	RQ26		44	-38	0	9	7.230e+02	7.775E+00	This study	LT-T-Z:LP-DIR-T	g	176	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	9.33e-05
RQ26:LP-DIR-T10	RQ26:LP-DIR-T	RQ26		39	-39	0	10	7.480e+02	7.019E+00	This study	LT-T-Z:LP-DIR-T	g	177	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	8.422800000000001e-05
RQ26:LP-DIR-T11	RQ26:LP-DIR-T	RQ26		42	-38	0	11	7.730e+02	6.180E+00	This study	LT-T-Z:LP-DIR-T	g	178	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	7.416e-05
RQ26:LP-DIR-T12	RQ26:LP-DIR-T	RQ26		41	-39	0	12	7.980e+02	5.289E+00	This study	LT-T-Z:LP-DIR-T	g	179	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.3468e-05
RQ26:LP-DIR-T13	RQ26:LP-DIR-T	RQ26		43	-39	0	13	8.230e+02	3.503E+00	This study	LT-T-Z:LP-DIR-T	g	180	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.2036e-05
RQ26:LP-DIR-T14	RQ26:LP-DIR-T	RQ26		42	-40	0	14	8.480e+02	1.606E+00	This study	LT-T-Z:LP-DIR-T	g	181	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.9272e-05
RQ27:LP-DIR-T0	RQ27:LP-DIR-T	RQ27		36	-34	0	0	2.730e+02	11.45E+00	This study	LT-NO:LP-DIR-T	g	182	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	0.0001374
RQ27:LP-DIR-T1	RQ27:LP-DIR-T	RQ27		35	-34	0	1	3.730e+02	11.49E+00	This study	LT-T-Z:LP-DIR-T	g	183	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	0.00013788
RQ27:LP-DIR-T2	RQ27:LP-DIR-T	RQ27		36	-35	0	2	4.230e+02	11.52E+00	This study	LT-T-Z:LP-DIR-T	g	184	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00013824
RQ27:LP-DIR-T3	RQ27:LP-DIR-T	RQ27		38	-35	0	3	4.730e+02	11.39E+00	This study	LT-T-Z:LP-DIR-T	g	185	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	0.00013668
RQ27:LP-DIR-T4	RQ27:LP-DIR-T	RQ27		36	-34	0	4	5.230e+02	10.99E+00	This study	LT-T-Z:LP-DIR-T	g	186	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.00013188000000000002
RQ27:LP-DIR-T5	RQ27:LP-DIR-T	RQ27		37	-34	0	5	5.730e+02	10.48E+00	This study	LT-T-Z:LP-DIR-T	g	187	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	0.00012576000000000002
RQ27:LP-DIR-T6	RQ27:LP-DIR-T	RQ27		34	-35	0	6	6.230e+02	9.640E+00	This study	LT-T-Z:LP-DIR-T	g	188	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	0.00011568
RQ27:LP-DIR-T7	RQ27:LP-DIR-T	RQ27		36	-35	0	7	6.730e+02	8.631E+00	This study	LT-T-Z:LP-DIR-T	g	189	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	0.000103572
RQ27:LP-DIR-T8	RQ27:LP-DIR-T	RQ27		38	-35	0	8	6.980e+02	7.912E+00	This study	LT-T-Z:LP-DIR-T	g	190	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	9.4944e-05
RQ27:LP-DIR-T9	RQ27:LP-DIR-T	RQ27		38	-35	0	9	7.230e+02	7.274E+00	This study	LT-T-Z:LP-DIR-T	g	191	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	8.728800000000001e-05
RQ27:LP-DIR-T10	RQ27:LP-DIR-T	RQ27		35	-35	0	10	7.480e+02	6.574E+00	This study	LT-T-Z:LP-DIR-T	g	192	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	7.8888e-05
RQ27:LP-DIR-T11	RQ27:LP-DIR-T	RQ27		36	-36	0	11	7.730e+02	5.794E+00	This study	LT-T-Z:LP-DIR-T	g	193	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.9528e-05
RQ27:LP-DIR-T12	RQ27:LP-DIR-T	RQ27		34	-35	0	12	7.980e+02	4.858E+00	This study	LT-T-Z:LP-DIR-T	g	194	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.8296e-05
RQ27:LP-DIR-T13	RQ27:LP-DIR-T	RQ27		36	-36	0	13	8.230e+02	2.937E+00	This study	LT-T-Z:LP-DIR-T	g	195	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.5244e-05
RQ27:LP-DIR-T14	RQ27:LP-DIR-T	RQ27		36	-35	0	14	8.480e+02	1.161E+00	This study	LT-T-Z:LP-DIR-T	g	196	u		2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	1.3932000000000001e-05
RQ37A:LP-DIR-T0	RQ37A:LP-DIR-T	RQ37A		191	6	0	0	2.730e+02	332.8E-03	This study	LT-NO:LP-DIR-T	g	197	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	3.9936e-06
RQ37A:LP-DIR-T1	RQ37A:LP-DIR-T	RQ37A		184	16	0	1	3.730e+02	166.9E-03	This study	LT-T-Z:LP-DIR-T	g	198	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	2.0028e-06
RQ37A:LP-DIR-T2	RQ37A:LP-DIR-T	RQ37A		186	21	0	2	4.230e+02	99.13E-03	This study	LT-T-Z:LP-DIR-T	g	199	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	1.18956e-06
RQ37A:LP-DIR-T3	RQ37A:LP-DIR-T	RQ37A		181	9	0	3	4.730e+02	57.56E-03	This study	LT-T-Z:LP-DIR-T	g	200	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	6.9072e-07
RQ37A:LP-DIR-T4	RQ37A:LP-DIR-T	RQ37A		330	55	0	4	5.230e+02	119.1E-03	This study	LT-T-Z:LP-DIR-T	g	201	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.4292e-06
RQ37A:LP-DIR-T5	RQ37A:LP-DIR-T	RQ37A		336	46	0	5	5.730e+02	288.3E-03	This study	LT-T-Z:LP-DIR-T	g	202	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	3.4596000000000003e-06
RQ37A:LP-DIR-T6	RQ37A:LP-DIR-T	RQ37A		332	34	0	6	6.230e+02	294.1E-03	This study	LT-T-Z:LP-DIR-T	g	203	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	3.5291999999999996e-06
RQ37A:LP-DIR-T7	RQ37A:LP-DIR-T	RQ37A		325	21	0	7	6.730e+02	233.8E-03	This study	LT-T-Z:LP-DIR-T	g	204	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.8056000000000003e-06
RQ37A:LP-DIR-T8	RQ37A:LP-DIR-T	RQ37A		330	27	0	8	6.980e+02	211.0E-03	This study	LT-T-Z:LP-DIR-T	g	205	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.532e-06
RQ37A:LP-DIR-T9	RQ37A:LP-DIR-T	RQ37A		315	22	0	9	7.230e+02	134.2E-03	This study	LT-T-Z:LP-DIR-T	g	206	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	1.6104000000000003e-06
RQ37A:LP-DIR-T10	RQ37A:LP-DIR-T	RQ37A		310	15	0	10	7.480e+02	79.71E-03	This study	LT-T-Z:LP-DIR-T	g	207	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	9.5652e-07
RQ37A:LP-DIR-T11	RQ37A:LP-DIR-T	RQ37A		316	22	0	11	7.730e+02	62.59E-03	This study	LT-T-Z:LP-DIR-T	g	208	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	7.510800000000001e-07
RQ38:LP-DIR-T0	RQ38:LP-DIR-T	RQ38		44	72	0	0	2.730e+02	556.5E-03	This study	LT-NO:LP-DIR-T	g	209	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	6.678e-06
RQ38:LP-DIR-T1	RQ38:LP-DIR-T	RQ38		44	55	0	1	3.730e+02	681.0E-03	This study	LT-T-Z:LP-DIR-T	g	210	u		2.730e+02		pmagpy-4.1.5	2013-08-18T00:00:00Z	8.172e-06
RQ38:LP-DIR-T2	RQ38:LP-DIR-T	RQ38		36	52	0	2	4.230e+02	683.9E-03	This study	LT-T-Z:LP-DIR-T	g	211	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	8.206799999999999e-06
RQ38:LP-DIR-T3	RQ38:LP-DIR-T	RQ38		39	52	0	3	4.730e+02	596.6E-03	This study	LT-T-Z:LP-DIR-T	g	212	u		2.730e+02		pmagpy-4.1.5	2013-08-19T00:00:00Z	7.1592e-06
RQ38:LP-DIR-T4	RQ38:LP-DIR-T	RQ38		40	45	0	4	5.230e+02	689.4E-03	This study	LT-T-Z:LP-DIR-T	g	213	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	8.2728e-06
RQ38:LP-DIR-T5	RQ38:LP-DIR-T	RQ38		37	42	0	5	5.730e+02	849.3E-03	This study	LT-T-Z:LP-DIR-T	g	214	u		2.730e+02		pmagpy-4.1.5	2013-08-20T00:00:00Z	1.01916e-05
RQ38:LP-DIR-T6	RQ38:LP-DIR-T	RQ38		33	44	0	6	6.230e+02	834.0E-03	This study	LT-T-Z:LP-DIR-T	g	215	u		2.730e+02		pmagpy-4.1.5	2013-08-21T00:00:00Z	1.0008e-05
RQ38:LP-DIR-T7	RQ38:LP-DIR-T	RQ38		40	47	0	7	6.730e+02	676.4E-03	This study	LT-T-Z:LP-DIR-T	g	216	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	8.1168e-06
RQ38:LP-DIR-T8	RQ38:LP-DIR-T	RQ38		34	47	0	8	6.980e+02	589.5E-03	This study	LT-T-Z:LP-DIR-T	g	217	u		2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.074e-06
RQ38:LP-DIR-T9	RQ38:LP-DIR-T	RQ38		33	46	0	9	7.230e+02	574.6E-03	This study	LT-T-Z:LP-DIR-T	g	218	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.8952000000000005e-06
RQ38:LP-DIR-T10	RQ38:LP-DIR-T	RQ38		37	45	0	10	7.480e+02	469.5E-03	This study	LT-T-Z:LP-DIR-T	g	219	u		2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.634e-06
RQ38:LP-DIR-T11	RQ38:LP-DIR-T	RQ38		39	40	0	11	7.730e+02	420.7E-03	This study	LT-T-Z:LP-DIR-T	g	220	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.048400000000001e-06
RQ38:LP-DIR-T12	RQ38:LP-DIR-T	RQ38		33	37	0	12	7.980e+02	294.7E-03	This study	LT-T-Z:LP-DIR-T	g	221	u		2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.5364e-06
