tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study			78.8	-81.4	318-U1361A-009H-1A-0-6-LT-AF-Z						4.1159999999999995e-07																	273		318-U1361A-009H-1A-0-6-LT-AF-Z-1	LT-AF-Z	g	861	pmagpy-2.93	318-U1361A-009H_1A-0.6	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			64.5	-81.7	318-U1361A-009H-1A-0-65-LT-AF-Z						4.138e-07																	273		318-U1361A-009H-1A-0-65-LT-AF-Z-1	LT-AF-Z	g	862	pmagpy-2.93	318-U1361A-009H_1A-0.65	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			37.1	-77.6	318-U1361A-009H-1A-0-7-LT-AF-Z						3.9880000000000005e-07																	273		318-U1361A-009H-1A-0-7-LT-AF-Z-1	LT-AF-Z	g	863	pmagpy-2.93	318-U1361A-009H_1A-0.7	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			70.2	-77.9	318-U1361A-009H-1A-0-75-LT-AF-Z						4.0619999999999997e-07																	273		318-U1361A-009H-1A-0-75-LT-AF-Z-1	LT-AF-Z	g	864	pmagpy-2.93	318-U1361A-009H_1A-0.75	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			87.3	-78.7	318-U1361A-009H-1A-0-8-LT-AF-Z						3.7659999999999997e-07																	273		318-U1361A-009H-1A-0-8-LT-AF-Z-1	LT-AF-Z	g	865	pmagpy-2.93	318-U1361A-009H_1A-0.8	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			49.0	-83.8	318-U1361A-009H-1A-0-85-LT-AF-Z						3.524e-07																	273		318-U1361A-009H-1A-0-85-LT-AF-Z-1	LT-AF-Z	g	866	pmagpy-2.93	318-U1361A-009H_1A-0.85	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			62.6	-83.8	318-U1361A-009H-1A-0-9-LT-AF-Z						3.313e-07																	273		318-U1361A-009H-1A-0-9-LT-AF-Z-1	LT-AF-Z	g	867	pmagpy-2.93	318-U1361A-009H_1A-0.9	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			83.2	-85.1	318-U1361A-009H-1A-0-95-LT-AF-Z						3.729e-07																	273		318-U1361A-009H-1A-0-95-LT-AF-Z-1	LT-AF-Z	g	868	pmagpy-2.93	318-U1361A-009H_1A-0.95	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			56.3	-84.3	318-U1361A-009H-1A-1-LT-AF-Z						4.748e-07																	273		318-U1361A-009H-1A-1-LT-AF-Z-1	LT-AF-Z	g	869	pmagpy-2.93	318-U1361A-009H_1A-1	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			53.2	-85.7	318-U1361A-009H-1A-1-05-LT-AF-Z						5.74e-07																	273		318-U1361A-009H-1A-1-05-LT-AF-Z-1	LT-AF-Z	g	870	pmagpy-2.93	318-U1361A-009H_1A-1.05	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			87.8	-84.5	318-U1361A-009H-1A-1-1-LT-AF-Z						7.020999999999999e-07																	273		318-U1361A-009H-1A-1-1-LT-AF-Z-1	LT-AF-Z	g	871	pmagpy-2.93	318-U1361A-009H_1A-1.1	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			85.9	-85.1	318-U1361A-009H-1A-1-15-LT-AF-Z						7.843000000000001e-07																	273		318-U1361A-009H-1A-1-15-LT-AF-Z-1	LT-AF-Z	g	872	pmagpy-2.93	318-U1361A-009H_1A-1.15	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			48.9	-82.3	318-U1361A-009H-1A-1-2-LT-AF-Z						8.058e-07																	273		318-U1361A-009H-1A-1-2-LT-AF-Z-1	LT-AF-Z	g	873	pmagpy-2.93	318-U1361A-009H_1A-1.2	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			29.3	-81	318-U1361A-009H-1A-1-25-LT-AF-Z						8.015000000000001e-07																	273		318-U1361A-009H-1A-1-25-LT-AF-Z-1	LT-AF-Z	g	874	pmagpy-2.93	318-U1361A-009H_1A-1.25	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			40.1	-82.7	318-U1361A-009H-1A-1-3-LT-AF-Z						7.529999999999999e-07																	273		318-U1361A-009H-1A-1-3-LT-AF-Z-1	LT-AF-Z	g	875	pmagpy-2.93	318-U1361A-009H_1A-1.3	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			53.7	-81.6	318-U1361A-009H-1A-1-35-LT-AF-Z						6.934e-07																	273		318-U1361A-009H-1A-1-35-LT-AF-Z-1	LT-AF-Z	g	876	pmagpy-2.93	318-U1361A-009H_1A-1.35	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			34.8	-85.5	318-U1361A-009H-1A-1-4-LT-AF-Z						7.356e-07																	273		318-U1361A-009H-1A-1-4-LT-AF-Z-1	LT-AF-Z	g	877	pmagpy-2.93	318-U1361A-009H_1A-1.4	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			35.9	-84.9	318-U1361A-009H-1A-1-45-LT-AF-Z						7.759000000000001e-07																	273		318-U1361A-009H-1A-1-45-LT-AF-Z-1	LT-AF-Z	g	878	pmagpy-2.93	318-U1361A-009H_1A-1.45	u					2010-02-27T17:55:00Z	0.02				0				0	0				1	273			
	This study			18.4	-82.5	318-U1361A-009H-2A-0-1-LT-AF-Z						4.91e-07																	273		318-U1361A-009H-2A-0-1-LT-AF-Z-1	LT-AF-Z	g	879	pmagpy-2.93	318-U1361A-009H_2A-0.1	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			41.9	-81.2	318-U1361A-009H-2A-0-15-LT-AF-Z						4.3859999999999997e-07																	273		318-U1361A-009H-2A-0-15-LT-AF-Z-1	LT-AF-Z	g	880	pmagpy-2.93	318-U1361A-009H_2A-0.15	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			49.6	-82.8	318-U1361A-009H-2A-0-2-LT-AF-Z						4.158e-07																	273		318-U1361A-009H-2A-0-2-LT-AF-Z-1	LT-AF-Z	g	881	pmagpy-2.93	318-U1361A-009H_2A-0.2	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			54.0	-83.4	318-U1361A-009H-2A-0-25-LT-AF-Z						4.534e-07																	273		318-U1361A-009H-2A-0-25-LT-AF-Z-1	LT-AF-Z	g	882	pmagpy-2.93	318-U1361A-009H_2A-0.25	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			10.4	-84.7	318-U1361A-009H-2A-0-3-LT-AF-Z						5.093e-07																	273		318-U1361A-009H-2A-0-3-LT-AF-Z-1	LT-AF-Z	g	883	pmagpy-2.93	318-U1361A-009H_2A-0.3	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			18.4	-84	318-U1361A-009H-2A-0-35-LT-AF-Z						4.989e-07																	273		318-U1361A-009H-2A-0-35-LT-AF-Z-1	LT-AF-Z	g	884	pmagpy-2.93	318-U1361A-009H_2A-0.35	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			48.8	-79.3	318-U1361A-009H-2A-0-4-LT-AF-Z						3.524e-07																	273		318-U1361A-009H-2A-0-4-LT-AF-Z-1	LT-AF-Z	g	885	pmagpy-2.93	318-U1361A-009H_2A-0.4	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			38.3	-86.4	318-U1361A-009H-2A-0-45-LT-AF-Z						1.723e-07																	273		318-U1361A-009H-2A-0-45-LT-AF-Z-1	LT-AF-Z	g	886	pmagpy-2.93	318-U1361A-009H_2A-0.45	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			282.3	49	318-U1361A-009H-2A-0-5-LT-AF-Z						5.456000000000001e-08																	273		318-U1361A-009H-2A-0-5-LT-AF-Z-1	LT-AF-Z	g	887	pmagpy-2.93	318-U1361A-009H_2A-0.5	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			203.6	82.9	318-U1361A-009H-2A-0-55-LT-AF-Z						1.7769999999999998e-07																	273		318-U1361A-009H-2A-0-55-LT-AF-Z-1	LT-AF-Z	g	888	pmagpy-2.93	318-U1361A-009H_2A-0.55	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			220.0	77.6	318-U1361A-009H-2A-0-6-LT-AF-Z						2.0719999999999998e-07																	273		318-U1361A-009H-2A-0-6-LT-AF-Z-1	LT-AF-Z	g	889	pmagpy-2.93	318-U1361A-009H_2A-0.6	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			176.9	74.2	318-U1361A-009H-2A-0-65-LT-AF-Z						2.195e-07																	273		318-U1361A-009H-2A-0-65-LT-AF-Z-1	LT-AF-Z	g	890	pmagpy-2.93	318-U1361A-009H_2A-0.65	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			127.9	73	318-U1361A-009H-2A-0-7-LT-AF-Z						2.7530000000000004e-07																	273		318-U1361A-009H-2A-0-7-LT-AF-Z-1	LT-AF-Z	g	891	pmagpy-2.93	318-U1361A-009H_2A-0.7	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			282.6	83.8	318-U1361A-009H-2A-0-75-LT-AF-Z						2.9969999999999996e-07																	273		318-U1361A-009H-2A-0-75-LT-AF-Z-1	LT-AF-Z	g	892	pmagpy-2.93	318-U1361A-009H_2A-0.75	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			296.5	78.5	318-U1361A-009H-2A-0-8-LT-AF-Z						3.4e-07																	273		318-U1361A-009H-2A-0-8-LT-AF-Z-1	LT-AF-Z	g	893	pmagpy-2.93	318-U1361A-009H_2A-0.8	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			200.2	78.6	318-U1361A-009H-2A-0-85-LT-AF-Z						3.233e-07																	273		318-U1361A-009H-2A-0-85-LT-AF-Z-1	LT-AF-Z	g	894	pmagpy-2.93	318-U1361A-009H_2A-0.85	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			184.6	80	318-U1361A-009H-2A-0-9-LT-AF-Z						2.987e-07																	273		318-U1361A-009H-2A-0-9-LT-AF-Z-1	LT-AF-Z	g	895	pmagpy-2.93	318-U1361A-009H_2A-0.9	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			195.1	82.3	318-U1361A-009H-2A-0-95-LT-AF-Z						2.7030000000000003e-07																	273		318-U1361A-009H-2A-0-95-LT-AF-Z-1	LT-AF-Z	g	896	pmagpy-2.93	318-U1361A-009H_2A-0.95	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			167.8	85	318-U1361A-009H-2A-1-LT-AF-Z						2.4269999999999997e-07																	273		318-U1361A-009H-2A-1-LT-AF-Z-1	LT-AF-Z	g	897	pmagpy-2.93	318-U1361A-009H_2A-1	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			180.4	85.1	318-U1361A-009H-2A-1-05-LT-AF-Z						2.493e-07																	273		318-U1361A-009H-2A-1-05-LT-AF-Z-1	LT-AF-Z	g	898	pmagpy-2.93	318-U1361A-009H_2A-1.05	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			226.6	79.8	318-U1361A-009H-2A-1-1-LT-AF-Z						2.67e-07																	273		318-U1361A-009H-2A-1-1-LT-AF-Z-1	LT-AF-Z	g	899	pmagpy-2.93	318-U1361A-009H_2A-1.1	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			216.4	74.1	318-U1361A-009H-2A-1-15-LT-AF-Z						2.741e-07																	273		318-U1361A-009H-2A-1-15-LT-AF-Z-1	LT-AF-Z	g	900	pmagpy-2.93	318-U1361A-009H_2A-1.15	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			226.6	79.3	318-U1361A-009H-2A-1-2-LT-AF-Z						2.9010000000000004e-07																	273		318-U1361A-009H-2A-1-2-LT-AF-Z-1	LT-AF-Z	g	901	pmagpy-2.93	318-U1361A-009H_2A-1.2	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			259.5	82.6	318-U1361A-009H-2A-1-25-LT-AF-Z						2.714e-07																	273		318-U1361A-009H-2A-1-25-LT-AF-Z-1	LT-AF-Z	g	902	pmagpy-2.93	318-U1361A-009H_2A-1.25	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			74.1	84.2	318-U1361A-009H-2A-1-3-LT-AF-Z						2.259e-07																	273		318-U1361A-009H-2A-1-3-LT-AF-Z-1	LT-AF-Z	g	903	pmagpy-2.93	318-U1361A-009H_2A-1.3	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			79.7	85.3	318-U1361A-009H-2A-1-35-LT-AF-Z						2.4140000000000003e-07																	273		318-U1361A-009H-2A-1-35-LT-AF-Z-1	LT-AF-Z	g	904	pmagpy-2.93	318-U1361A-009H_2A-1.35	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			117.8	87	318-U1361A-009H-2A-1-4-LT-AF-Z						3.2030000000000003e-07																	273		318-U1361A-009H-2A-1-4-LT-AF-Z-1	LT-AF-Z	g	905	pmagpy-2.93	318-U1361A-009H_2A-1.4	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			146.5	86.2	318-U1361A-009H-2A-1-45-LT-AF-Z						3.555e-07																	273		318-U1361A-009H-2A-1-45-LT-AF-Z-1	LT-AF-Z	g	906	pmagpy-2.93	318-U1361A-009H_2A-1.45	u					2010-02-27T18:06:00Z	0.02				0				0	0				1	273			
	This study			258.1	78	318-U1361A-009H-3A-0-1-LT-AF-Z						1.625e-07																	273		318-U1361A-009H-3A-0-1-LT-AF-Z-1	LT-AF-Z	g	907	pmagpy-2.93	318-U1361A-009H_3A-0.1	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			24.1	84.6	318-U1361A-009H-3A-0-15-LT-AF-Z						2.1539999999999998e-07																	273		318-U1361A-009H-3A-0-15-LT-AF-Z-1	LT-AF-Z	g	908	pmagpy-2.93	318-U1361A-009H_3A-0.15	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			199.0	79.8	318-U1361A-009H-3A-0-2-LT-AF-Z						6.036999999999999e-07																	273		318-U1361A-009H-3A-0-2-LT-AF-Z-1	LT-AF-Z	g	909	pmagpy-2.93	318-U1361A-009H_3A-0.2	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			175.8	72.9	318-U1361A-009H-3A-0-25-LT-AF-Z						8.539e-07																	273		318-U1361A-009H-3A-0-25-LT-AF-Z-1	LT-AF-Z	g	910	pmagpy-2.93	318-U1361A-009H_3A-0.25	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			153.7	73.1	318-U1361A-009H-3A-0-3-LT-AF-Z						8.701999999999999e-07																	273		318-U1361A-009H-3A-0-3-LT-AF-Z-1	LT-AF-Z	g	911	pmagpy-2.93	318-U1361A-009H_3A-0.3	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			166.0	76.8	318-U1361A-009H-3A-0-35-LT-AF-Z						8.776000000000001e-07																	273		318-U1361A-009H-3A-0-35-LT-AF-Z-1	LT-AF-Z	g	912	pmagpy-2.93	318-U1361A-009H_3A-0.35	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			178.2	74.4	318-U1361A-009H-3A-0-4-LT-AF-Z						8.174e-07																	273		318-U1361A-009H-3A-0-4-LT-AF-Z-1	LT-AF-Z	g	913	pmagpy-2.93	318-U1361A-009H_3A-0.4	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			206.4	77.6	318-U1361A-009H-3A-0-45-LT-AF-Z						3.9020000000000004e-07																	273		318-U1361A-009H-3A-0-45-LT-AF-Z-1	LT-AF-Z	g	914	pmagpy-2.93	318-U1361A-009H_3A-0.45	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			18.6	85	318-U1361A-009H-3A-0-5-LT-AF-Z						1.907e-07																	273		318-U1361A-009H-3A-0-5-LT-AF-Z-1	LT-AF-Z	g	915	pmagpy-2.93	318-U1361A-009H_3A-0.5	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			173.9	72.5	318-U1361A-009H-3A-0-55-LT-AF-Z						3.4e-07																	273		318-U1361A-009H-3A-0-55-LT-AF-Z-1	LT-AF-Z	g	916	pmagpy-2.93	318-U1361A-009H_3A-0.55	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			167.3	75.3	318-U1361A-009H-3A-0-6-LT-AF-Z						1.469e-07																	273		318-U1361A-009H-3A-0-6-LT-AF-Z-1	LT-AF-Z	g	917	pmagpy-2.93	318-U1361A-009H_3A-0.6	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			13.5	45.6	318-U1361A-009H-3A-0-65-LT-AF-Z						2.7439999999999996e-08																	273		318-U1361A-009H-3A-0-65-LT-AF-Z-1	LT-AF-Z	g	918	pmagpy-2.93	318-U1361A-009H_3A-0.65	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			3.4	16.7	318-U1361A-009H-3A-0-7-LT-AF-Z						9.603e-09																	273		318-U1361A-009H-3A-0-7-LT-AF-Z-1	LT-AF-Z	g	919	pmagpy-2.93	318-U1361A-009H_3A-0.7	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			343.6	40.7	318-U1361A-009H-3A-0-75-LT-AF-Z						1.545e-09																	273		318-U1361A-009H-3A-0-75-LT-AF-Z-1	LT-AF-Z	g	920	pmagpy-2.93	318-U1361A-009H_3A-0.75	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			186.8	-1.8	318-U1361A-009H-3A-0-8-LT-AF-Z						2.697e-09																	273		318-U1361A-009H-3A-0-8-LT-AF-Z-1	LT-AF-Z	g	921	pmagpy-2.93	318-U1361A-009H_3A-0.8	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			339.1	-27.4	318-U1361A-009H-3A-0-85-LT-AF-Z						4.0530000000000004e-10																	273		318-U1361A-009H-3A-0-85-LT-AF-Z-1	LT-AF-Z	g	922	pmagpy-2.93	318-U1361A-009H_3A-0.85	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			260.7	59.8	318-U1361A-009H-3A-0-9-LT-AF-Z						1.59e-09																	273		318-U1361A-009H-3A-0-9-LT-AF-Z-1	LT-AF-Z	g	923	pmagpy-2.93	318-U1361A-009H_3A-0.9	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			241.0	80	318-U1361A-009H-3A-0-95-LT-AF-Z						7.2340000000000005e-09																	273		318-U1361A-009H-3A-0-95-LT-AF-Z-1	LT-AF-Z	g	924	pmagpy-2.93	318-U1361A-009H_3A-0.95	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			207.7	80.2	318-U1361A-009H-3A-1-LT-AF-Z						5.706e-09																	273		318-U1361A-009H-3A-1-LT-AF-Z-1	LT-AF-Z	g	925	pmagpy-2.93	318-U1361A-009H_3A-1	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			253.9	87.3	318-U1361A-009H-3A-1-05-LT-AF-Z						1.1610000000000001e-08																	273		318-U1361A-009H-3A-1-05-LT-AF-Z-1	LT-AF-Z	g	926	pmagpy-2.93	318-U1361A-009H_3A-1.05	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			288.9	79.6	318-U1361A-009H-3A-1-1-LT-AF-Z						1.1379999999999998e-08																	273		318-U1361A-009H-3A-1-1-LT-AF-Z-1	LT-AF-Z	g	927	pmagpy-2.93	318-U1361A-009H_3A-1.1	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			265.7	85.9	318-U1361A-009H-3A-1-15-LT-AF-Z						1.526e-08																	273		318-U1361A-009H-3A-1-15-LT-AF-Z-1	LT-AF-Z	g	928	pmagpy-2.93	318-U1361A-009H_3A-1.15	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			164.6	85.5	318-U1361A-009H-3A-1-2-LT-AF-Z						1.949e-08																	273		318-U1361A-009H-3A-1-2-LT-AF-Z-1	LT-AF-Z	g	929	pmagpy-2.93	318-U1361A-009H_3A-1.2	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			174.3	86.6	318-U1361A-009H-3A-1-25-LT-AF-Z						2.4790000000000002e-08																	273		318-U1361A-009H-3A-1-25-LT-AF-Z-1	LT-AF-Z	g	930	pmagpy-2.93	318-U1361A-009H_3A-1.25	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			231.6	86.6	318-U1361A-009H-3A-1-3-LT-AF-Z						2.151e-08																	273		318-U1361A-009H-3A-1-3-LT-AF-Z-1	LT-AF-Z	g	931	pmagpy-2.93	318-U1361A-009H_3A-1.3	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			264.4	84.9	318-U1361A-009H-3A-1-35-LT-AF-Z						2.105e-08																	273		318-U1361A-009H-3A-1-35-LT-AF-Z-1	LT-AF-Z	g	932	pmagpy-2.93	318-U1361A-009H_3A-1.35	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			320.2	86.7	318-U1361A-009H-3A-1-4-LT-AF-Z						1.996e-08																	273		318-U1361A-009H-3A-1-4-LT-AF-Z-1	LT-AF-Z	g	933	pmagpy-2.93	318-U1361A-009H_3A-1.4	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			9.6	79.3	318-U1361A-009H-3A-1-45-LT-AF-Z						1.545e-08																	273		318-U1361A-009H-3A-1-45-LT-AF-Z-1	LT-AF-Z	g	934	pmagpy-2.93	318-U1361A-009H_3A-1.45	u					2010-02-27T18:59:00Z	0.02				0				0	0				1	273			
	This study			157.3	89.2	318-U1361A-009H-4A-0-1-LT-AF-Z						2.822e-08																	273		318-U1361A-009H-4A-0-1-LT-AF-Z-1	LT-AF-Z	g	935	pmagpy-2.93	318-U1361A-009H_4A-0.1	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			141.3	88.7	318-U1361A-009H-4A-0-15-LT-AF-Z						5.862e-08																	273		318-U1361A-009H-4A-0-15-LT-AF-Z-1	LT-AF-Z	g	936	pmagpy-2.93	318-U1361A-009H_4A-0.15	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			338.6	89.1	318-U1361A-009H-4A-0-2-LT-AF-Z						6.782e-08																	273		318-U1361A-009H-4A-0-2-LT-AF-Z-1	LT-AF-Z	g	937	pmagpy-2.93	318-U1361A-009H_4A-0.2	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			215.3	85.8	318-U1361A-009H-4A-0-25-LT-AF-Z						8.497e-08																	273		318-U1361A-009H-4A-0-25-LT-AF-Z-1	LT-AF-Z	g	938	pmagpy-2.93	318-U1361A-009H_4A-0.25	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			224.4	75	318-U1361A-009H-4A-0-3-LT-AF-Z						9.619e-08																	273		318-U1361A-009H-4A-0-3-LT-AF-Z-1	LT-AF-Z	g	939	pmagpy-2.93	318-U1361A-009H_4A-0.3	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			236.5	78.7	318-U1361A-009H-4A-0-35-LT-AF-Z						8.902000000000001e-08																	273		318-U1361A-009H-4A-0-35-LT-AF-Z-1	LT-AF-Z	g	940	pmagpy-2.93	318-U1361A-009H_4A-0.35	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			312.1	85.6	318-U1361A-009H-4A-0-4-LT-AF-Z						1.2e-07																	273		318-U1361A-009H-4A-0-4-LT-AF-Z-1	LT-AF-Z	g	941	pmagpy-2.93	318-U1361A-009H_4A-0.4	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			70.0	88.9	318-U1361A-009H-4A-0-45-LT-AF-Z						1.547e-07																	273		318-U1361A-009H-4A-0-45-LT-AF-Z-1	LT-AF-Z	g	942	pmagpy-2.93	318-U1361A-009H_4A-0.45	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			186.8	82.1	318-U1361A-009H-4A-0-5-LT-AF-Z						1.4949999999999998e-07																	273		318-U1361A-009H-4A-0-5-LT-AF-Z-1	LT-AF-Z	g	943	pmagpy-2.93	318-U1361A-009H_4A-0.5	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			186.8	74	318-U1361A-009H-4A-0-55-LT-AF-Z						1.157e-07																	273		318-U1361A-009H-4A-0-55-LT-AF-Z-1	LT-AF-Z	g	944	pmagpy-2.93	318-U1361A-009H_4A-0.55	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			204.4	56.5	318-U1361A-009H-4A-0-6-LT-AF-Z						9.198000000000001e-08																	273		318-U1361A-009H-4A-0-6-LT-AF-Z-1	LT-AF-Z	g	945	pmagpy-2.93	318-U1361A-009H_4A-0.6	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			175.8	45.1	318-U1361A-009H-4A-0-65-LT-AF-Z						8.932999999999999e-08																	273		318-U1361A-009H-4A-0-65-LT-AF-Z-1	LT-AF-Z	g	946	pmagpy-2.93	318-U1361A-009H_4A-0.65	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			192.3	67	318-U1361A-009H-4A-0-9-LT-AF-Z						2.4009999999999998e-08																	273		318-U1361A-009H-4A-0-9-LT-AF-Z-1	LT-AF-Z	g	947	pmagpy-2.93	318-U1361A-009H_4A-0.9	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			107.4	65.2	318-U1361A-009H-4A-0-95-LT-AF-Z						5.519e-08																	273		318-U1361A-009H-4A-0-95-LT-AF-Z-1	LT-AF-Z	g	948	pmagpy-2.93	318-U1361A-009H_4A-0.95	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			127.9	70.5	318-U1361A-009H-4A-1-LT-AF-Z						7.125e-08																	273		318-U1361A-009H-4A-1-LT-AF-Z-1	LT-AF-Z	g	949	pmagpy-2.93	318-U1361A-009H_4A-1	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
	This study			153.0	82.6	318-U1361A-009H-4A-1-05-LT-AF-Z						1.076e-07																	273		318-U1361A-009H-4A-1-05-LT-AF-Z-1	LT-AF-Z	g	950	pmagpy-2.93	318-U1361A-009H_4A-1.05	u					2010-02-27T20:45:00Z	0.02				0				0	0				1	273			
