tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
Saiko	This study		0.6	66.7	-37.3	318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	U1359A	5.571e-08	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	pmagpy-2.135	318-U1359A-004H-2-W-130	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.4	59.4	-33.1	318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	U1359A	3.117e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	pmagpy-2.135	318-U1359A-004H-2-W-130	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	18.1	-9.4	318-U1359A-004H-2-W-130:LP-IRM-3D	SIO-flo	U1359A	1.514e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-2-W-130	318-U1359A-004H-2-W-13	pmagpy-2.135	318-U1359A-004H-2-W-130	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.4	81.8	-55.4	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	6.849e-07	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.4	79.9	-53.3	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	6.199e-07	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	76.9	-43.4	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	3.773e-07	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.3	75.0	-39.0	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	2.501e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.4	74.2	-36.3	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	1.971e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.5	66.9	-33.8	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	1.628e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	66.2	-31.6	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	1.367e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.6	64.2	-29.0	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	1.189e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.3	59.4	-25.1	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	9.146e-08	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.3	55.4	-21.9	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	7.079e-08	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	7.730e+02
Saiko	This study	average of multiple measurements	114.6	44.6	-17.6	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	4.912e-08	2.0	2.730e+02	11	DE-VM:LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.4	34.5	-13.5	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	3.964e-08	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.3	33.4	-9.6	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	3.159e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.7	33.7	-7.4	318-U1359A-004H-2-W-18:LP-IRM-3D	SIO-flo	U1359A	2.569e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-2-W-18	318-U1359A-004H-2-W-1	pmagpy-2.135	318-U1359A-004H-2-W-18	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.4	87.0	-49.0	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	4.081e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.4	85.4	-46.7	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	3.684e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	87.0	-43.6	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	2.772e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.4	83.2	-42.2	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	1.541e-06	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	88.1	-42.5	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	1.243e-06	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.6	83.2	-42.5	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	1.064e-06	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.5	85.1	-42.3	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	9.428e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.8	82.7	-41.8	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	8.569e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.4	86.5	-40.0	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	7.258e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.5	84.1	-38.0	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	5.982e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.6	84.1	-35.6	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	4.166e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.3	84.6	-34.3	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	2.775e-07	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	8.480e+02
Saiko	This study	average of multiple measurements	114.6	73.4	-33.2	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	1.113e-07	2.0	2.730e+02	13	DE-VM:LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	28.1	-10.4	318-U1359A-004H-2-W-44:LP-IRM-3D	SIO-flo	U1359A	2.858e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-2-W-44	318-U1359A-004H-2-W-4	pmagpy-2.135	318-U1359A-004H-2-W-44	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.5	83.5	-48.0	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.828e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.4	82.2	-46.2	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.657e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	81.6	-43.5	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.250e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.4	84.3	-40.0	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	6.806e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	83.3	-38.8	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	5.378e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.5	82.2	-38.3	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	4.409e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.5	84.7	-38.5	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	3.591e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.3	82.4	-38.3	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	3.102e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.4	83.8	-37.3	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	2.506e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.5	84.6	-35.5	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	2.029e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.3	81.1	-33.3	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.468e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.5	78.9	-31.8	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.091e-07	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.4	74.7	-30.5	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	5.543e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	31.6	-9.3	318-U1359A-004H-3-W-100:LP-IRM-3D	SIO-flo	U1359A	1.249e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-3-W-100	318-U1359A-004H-3-W-10	pmagpy-2.135	318-U1359A-004H-3-W-100	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.5	75.3	-44.6	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	2.998e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.5	70.7	-41.6	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	2.662e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.6	74.7	-37.4	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	1.720e-06	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.7	78.8	-35.8	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	1.160e-06	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	75.2	-34.7	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	1.048e-06	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.5	74.4	-33.4	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	9.497e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.7	76.6	-32.6	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	8.507e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.8	75.5	-31.7	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	7.590e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.6	73.0	-29.8	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	5.701e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.5	71.9	-28.3	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	3.565e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		0.3	60.3	-28.3	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	1.371e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.4	45.3	-24.6	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	7.145e-08	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.3	30.3	-17.0	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	4.232e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	7.4	-4.6	318-U1359A-004H-3-W-145:LP-IRM-3D	SIO-flo	U1359A	2.770e-08	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-3-W-145	318-U1359A-004H-3-W-14	pmagpy-2.135	318-U1359A-004H-3-W-145	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.5	85.6	-41.2	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	1.239e-06	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.7	89.0	-38.3	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	1.108e-06	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.5	84.6	-34.8	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	7.874e-07	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.5	85.6	-33.0	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	4.563e-07	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.5	87.4	-33.4	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	3.705e-07	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.4	85.6	-32.7	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	3.233e-07	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.5	86.7	-32.0	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	2.877e-07	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.4	82.4	-31.1	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	2.621e-07	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.5	86.9	-29.1	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	2.206e-07	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	7.230e+02
Saiko	This study		0.9	84.1	-26.9	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	1.783e-07	4	2.730e+02	10	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	7.730e+02
Saiko	This study		1.5	84.6	-24.1	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	1.192e-07	4	2.730e+02	11	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	8.230e+02
Saiko	This study		0.5	83.4	-22.5	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	8.012e-08	4	2.730e+02	12	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	8.480e+02
Saiko	This study		0.5	76.5	-20.5	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	3.423e-08	4	2.730e+02	13	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	8.730e+02
Saiko	This study		0.3	21.4	8.4	318-U1359A-004H-4-W-102:LP-IRM-3D	SIO-flo	U1359A	7.425e-09	4	2.730e+02	14	LP-IRM-3D	g	318-U1359A-004H-4-W-102	318-U1359A-004H-4-W-10	pmagpy-2.135	318-U1359A-004H-4-W-102	u	SAN	0	0	0	0	8.980e+02
Saiko	This study		0.6	60.1	-34.0	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	1.418e-07	4	2.730e+02	1	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	2.730e+02
Saiko	This study		0.6	57.1	-30.2	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	1.232e-07	4	2.730e+02	2	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	3.730e+02
Saiko	This study		0.4	56.2	-24.5	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	8.039e-08	4	2.730e+02	3	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	4.730e+02
Saiko	This study		0.4	54.6	-22.1	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	5.822e-08	4	2.730e+02	4	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	5.730e+02
Saiko	This study		0.6	64.4	-21.6	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	5.371e-08	4	2.730e+02	5	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	5.980e+02
Saiko	This study		0.5	58.8	-21.4	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	4.871e-08	4	2.730e+02	6	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	6.230e+02
Saiko	This study		0.4	61.1	-21.3	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	4.431e-08	4	2.730e+02	7	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	6.480e+02
Saiko	This study		0.4	59.1	-21.2	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	3.975e-08	4	2.730e+02	8	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	6.730e+02
Saiko	This study		0.5	61.0	-21.1	318-U1359A-004H-4-W-120:LP-IRM-3D	SIO-flo	U1359A	3.035e-08	4	2.730e+02	9	LP-IRM-3D	g	318-U1359A-004H-4-W-120	318-U1359A-004H-4-W-12	pmagpy-2.135	318-U1359A-004H-4-W-120	u	SAN	0	0	0	0	7.230e+02
